aneyoshi_stone_directive__behavioral_competence_reading	undetermined	no_gap	0
aneyoshi_stone_directive__commemorative_husk_reading	gap	undetermined	null
animal_moral_status__abolitionist_reading	gap	gap	3
animal_moral_status__property_reading	gap	gap	4
animal_moral_status__welfare_reading	no_gap	undetermined	null
animal_status__abolitionist_reading	gap	gap	2
animal_status__property_reading	gap	gap	4
animal_status__welfare_reading	gap	gap	3
animal_status_kernel__abolitionist_reading	undetermined	gap	3
animal_status_kernel__welfare_reading	undetermined	gap	3
anthropological_record__creationist_reading	gap	gap	5
anthropological_record__indigenous_epistemology_reading	no_gap	no_gap	0
anthropological_record__naturalist_reading	undetermined	gap	5
article17_erasure_right__censorship_mechanism_reading	undetermined	gap	5
article17_erasure_right__competitive_moat_reading	gap	gap	3
article17_erasure_right__privacy_fundamental_reading	undetermined	no_gap	0
article_17_complementarity__international_oversight_reading	gap	gap	5
article_17_complementarity__national_primacy_reading	gap	gap	3
article_27_veto_power__coordination_reading	no_gap	no_gap	0
article_27_veto_power__oligopoly_reading	gap	gap	3
article_27_veto_power__sovereignty_reading	gap	gap	4
article_2_7_chapter_vii_tension__r2p_reading	gap	gap	5
article_2_7_chapter_vii_tension__sovereignty_first_reading	gap	gap	3
article_51_self_defense__expansive_preventive_reading	gap	gap	3
article_51_self_defense__narrow_armed_attack_reading	gap	gap	5
article_51_self_defense__unable_unwilling_doctrine_reading	gap	gap	5
article_9_war_renunciation__collective_self_defense_reading	undetermined	gap	5
article_9_war_renunciation__inherent_right_reading	gap	gap	2
article_9_war_renunciation__strict_pacifist_reading	undetermined	gap	5
balfour_mandate_instruments__dual_obligation_indigenous_rights	gap	gap	3
balfour_mandate_instruments__jewish_national_home_primacy	undetermined	gap	5
balfour_mandate_instruments__mandatory_interpretive_discretion	gap	gap	3
basic_law_interpretive_authority__judicial_supremacy_reading	gap	gap	5
basic_law_interpretive_authority__popular_constitutionalism_reading	no_gap	no_gap	0
basic_law_interpretive_boundary__balanced_contestation_reading	no_gap	no_gap	0
basic_law_interpretive_boundary__judicial_supremacy_reading	gap	gap	3
beta_designation_doctrine__expansive_shield_reading	gap	gap	3
beta_designation_doctrine__narrow_warning_reading	no_gap	no_gap	0
beta_designation_doctrine__severity_carve_out_reading	gap	gap	4
biblical_authority__conciliar_reading	undetermined	gap	3
biblical_authority__sola_scriptura_reading	undetermined	no_gap	0
biblical_authority__tradition_scripture_reading	gap	gap	3
biblical_divine_nature__modalist_reading	gap	gap	3
biblical_divine_nature__trinitarian_reading	gap	gap	3
biblical_divine_nature__unitarian_reading	gap	gap	5
biblical_source_text__critical_reconstructive_reading	undetermined	no_gap	0
biblical_source_text__dynamic_equivalence_reading	no_gap	undetermined	null
biblical_source_text__formal_equivalence_reading	gap	gap	3
bitcoin_consensus_kernel__maximalist_reading	undetermined	gap	5
bitcoin_consensus_kernel__utility_reading	undetermined	undetermined	null
bitcoin_whitepaper__digital_gold_reading	gap	gap	5
bitcoin_whitepaper__p2p_cash_reading	no_gap	undetermined	null
bitcoin_whitepaper__protocol_ossification_reading	gap	gap	5
bitcoin_whitepaper_purpose__electronic_cash_reading	gap	gap	5
bitcoin_whitepaper_purpose__store_of_value_reading	gap	gap	5
border_control_legitimacy__jurisdictional_sovereignty	gap	gap	5
border_control_legitimacy__sovereignty_primary	gap	gap	3
border_legitimacy__freedom_of_movement_reading	gap	gap	5
border_legitimacy__humanitarian_obligation_reading	gap	gap	3
border_legitimacy__sovereignty_reading	gap	gap	3
border_normative_status__freedom_primary	gap	gap	3
border_normative_status__qualified_sovereignty	gap	gap	5
border_normative_status__sovereignty_primary	gap	gap	3
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	gap	gap	3
bretton_woods_treaty_substrate__neoliberal_convertibility	undetermined	gap	5
bretton_woods_treaty_substrate__sovereignty_defense	gap	gap	3
caa_section_111d_delegation__facility_constraint_reading	gap	gap	5
caa_section_111d_delegation__systemic_transformation_reading	gap	gap	5
catastrophe_avoidance_retention__catastrophe_as_necessary_selector	gap	gap	5
catastrophe_avoidance_retention__hybrid_near_miss_learning	no_gap	no_gap	0
catastrophe_avoidance_retention__simulation_as_proxy_catastrophe	gap	gap	3
catastrophe_memory_function__hybrid_transformation_reading	no_gap	no_gap	0
catastrophe_memory_function__mourning_practice_reading	no_gap	no_gap	0
catastrophe_memory_function__survival_competence_reading	undetermined	no_gap	0
catastrophe_memory_kernel__survival_competence_reading	undetermined	gap	3
catastrophe_memory_kernel__symbol_continuity_reading	undetermined	no_gap	0
catastrophe_memory_kernel__trauma_encoding_reading	undetermined	gap	3
catastrophe_memory_preservation__hybrid_atrophy_reading	gap	undetermined	null
catastrophe_memory_preservation__mourning_practice_reading	no_gap	no_gap	0
catastrophe_memory_preservation__survival_competence_reading	gap	gap	3
catastrophe_memory_survival__competence_transmission_reading	no_gap	undetermined	null
catastrophe_memory_survival__hybrid_encoding_reading	no_gap	no_gap	0
catastrophe_memory_survival__symbol_survival_reading	gap	gap	3
catastrophe_memory_transmission__hybrid_embedded_reading	no_gap	no_gap	0
catastrophe_memory_transmission__operational_competence_reading	undetermined	no_gap	0
catastrophe_memory_transmission__symbol_continuity_reading	undetermined	gap	3
catastrophe_proxy_sufficiency__catastrophe_necessity_reading	gap	gap	4
catastrophe_proxy_sufficiency__hybrid_degradation_reading	undetermined	gap	3
catastrophe_proxy_sufficiency__simulation_as_proxy_catastrophe_reading	no_gap	no_gap	0
catastrophe_proxy_sufficiency__simulation_fidelity_threshold	no_gap	no_gap	0
cbdr_principle__historical_responsibility_reading	gap	gap	3
cbdr_principle__voluntary_commitment_reading	undetermined	gap	3
church_turing_thesis__epistemological_boundary_reading	gap	gap	2
church_turing_thesis__mathematical_definition_reading	no_gap	no_gap	0
church_turing_thesis__physical_claim_reading	gap	gap	5
classical_latin_standard__continuity_reading	no_gap	no_gap	0
classical_latin_standard__hybrid_reading	gap	gap	3
classical_latin_standard__reconstruction_reading	gap	gap	5
climate_harm_prevention__adaptation_priority	gap	gap	3
climate_harm_prevention__degrowth_reading	gap	gap	5
climate_harm_prevention__mitigation_priority	gap	gap	3
climate_mitigation_imperative__opportunity_cost_reading	gap	gap	3
climate_mitigation_imperative__portfolio_optimization_reading	no_gap	undetermined	null
climate_mitigation_imperative__systems_transition_reading	gap	gap	5
climate_mitigation_legitimacy__baseload_necessity_reading	undetermined	gap	3
climate_mitigation_legitimacy__degrowth_sufficiency_reading	undetermined	gap	3
climate_mitigation_legitimacy__portfolio_pragmatism_reading	no_gap	no_gap	0
climate_mitigation_legitimacy__renewable_primacy_reading	gap	gap	5
climate_response_action__adaptation_priority	undetermined	gap	5
climate_response_action__degrowth_transformation	gap	gap	5
climate_response_action__mitigation_priority	undetermined	gap	3
climate_response_imperative__adaptation_priority_reading	gap	gap	3
climate_response_imperative__degrowth_reading	gap	gap	5
climate_response_imperative__mitigation_priority_reading	gap	gap	5
climate_response_legitimacy__adaptation_priority	undetermined	gap	5
climate_response_legitimacy__degrowth_transformation	undetermined	gap	5
climate_response_legitimacy__mitigation_priority	undetermined	gap	3
climate_response_obligation__adaptation_priority	gap	gap	5
climate_response_obligation__degrowth_reading	gap	gap	5
climate_response_obligation__mitigation_priority	gap	gap	3
coercion_legitimacy_boundary__bodily_autonomy_primary	undetermined	no_gap	0
coercion_legitimacy_boundary__proportionality_reading	undetermined	gap	3
coercion_legitimacy_boundary__public_health_primary	gap	gap	3
combatant_status_definition__functional_protection_reading	no_gap	no_gap	0
combatant_status_definition__national_liberation_reading	gap	gap	3
combatant_status_definition__state_centric_reading	gap	gap	3
commerce_clause_scope__broad_effects_test	gap	gap	5
commerce_clause_scope__intermediate_channels	undetermined	gap	3
commerce_clause_scope__narrow_originalist	undetermined	no_gap	0
commerce_clause_text__expansive_federal_reading	undetermined	gap	5
commerce_clause_text__originalist_narrow_reading	no_gap	no_gap	0
commerce_clause_text__substantial_effects_limited_reading	gap	gap	2
common_article_3_scope__expansive_human_rights_reading	gap	gap	5
common_article_3_scope__icrc_customary_reading	undetermined	no_gap	0
common_article_3_scope__state_centric_reading	gap	gap	3
common_law_precedent_corpus__evolutionary_framework	no_gap	no_gap	0
common_law_precedent_corpus__pluralist_balancing	undetermined	gap	5
common_law_precedent_corpus__strict_stare_decisis	undetermined	gap	3
competence_exercise_requirement__catastrophe_as_necessary_anchor	gap	gap	5
competence_exercise_requirement__hybrid_dependency	no_gap	no_gap	0
competence_exercise_requirement__simulation_as_adequate_exercise	undetermined	no_gap	0
competence_exercise_validity__continuous_refresh_hybrid	no_gap	no_gap	0
competence_exercise_validity__real_catastrophe_only	undetermined	gap	5
competence_exercise_validity__simulation_as_proxy	gap	gap	3
competence_occupation__hybrid_occupation	gap	gap	5
competence_occupation__real_incident_necessity	no_gap	no_gap	0
competence_occupation__simulation_sufficiency	undetermined	gap	5
competence_retention_exercise__catastrophe_as_necessary	undetermined	gap	5
competence_retention_exercise__near_miss_as_bridge	undetermined	no_gap	0
competence_retention_exercise__simulation_as_sufficient	no_gap	no_gap	0
constitutional_authority_boundary__coordinate_construction_reading	no_gap	undetermined	null
constitutional_authority_boundary__judicial_supremacy_reading	undetermined	gap	5
constitutional_authority_boundary__parliamentary_primacy_reading	no_gap	no_gap	0
constitutional_interpretive_authority__coordinate_construction_reading	no_gap	no_gap	0
constitutional_interpretive_authority__judicial_supremacy_reading	undetermined	gap	5
constitutional_interpretive_authority__parliamentary_supremacy_reading	gap	gap	3
constitutional_secularism__principled_intervention_reading	gap	gap	5
constitutional_secularism__reformist_reading	gap	gap	5
constitutional_secularism__strict_neutrality_reading	no_gap	no_gap	0
constitutional_text__judicial_supremacy_reading	gap	gap	5
constitutional_text__legislative_sovereignty_reading	undetermined	undetermined	null
constitutional_text__popular_sovereignty_reading	undetermined	undetermined	null
constitutional_text_authority__living_constitutionalist_reading	undetermined	no_gap	0
constitutional_text_authority__originalist_reading	gap	gap	3
constitutional_text_authority__positivist_reading	no_gap	no_gap	0
copyright_constitutional_mandate__corporate_enclosure_reading	gap	gap	5
copyright_constitutional_mandate__judicial_ambiguity_reading	undetermined	gap	3
copyright_constitutional_mandate__public_scaffold_reading	no_gap	no_gap	0
correct_latin__continuity_reading	no_gap	no_gap	0
correct_latin__discontinuity_reading	undetermined	gap	5
correct_latin__hybrid_reading	no_gap	undetermined	null
correct_latin_kernel__continuity_reading	no_gap	no_gap	0
correct_latin_kernel__discontinuity_reading	gap	gap	5
correct_latin_kernel__hybrid_reading	no_gap	undetermined	null
creed_381_pneumatology__ecumenical_reunion_reading	no_gap	no_gap	0
creed_381_pneumatology__filioque_reading	gap	gap	3
creed_381_pneumatology__monoprocession_reading	gap	gap	3
cultural_property_legal_corpus__indigenous_stewardship_reading	gap	gap	3
cultural_property_legal_corpus__sovereign_repatriation_reading	gap	gap	3
cultural_property_legal_corpus__universal_heritage_reading	undetermined	gap	3
decalogue_image_prohibition__iconoclast_reading	gap	gap	5
decalogue_image_prohibition__iconodule_reading	no_gap	no_gap	0
decalogue_image_prohibition__moderate_iconoclast_reading	gap	gap	3
deferential_realism_ontology__hybrid_pragmatic_reading	gap	gap	3
deferential_realism_ontology__immutable_diagnostic_reading	no_gap	no_gap	0
deferential_realism_ontology__rhetorical_scaffold_reading	no_gap	no_gap	0
derivative_work_statutory_boundary__coordination_reading	no_gap	no_gap	0
derivative_work_statutory_boundary__enclosure_reading	gap	gap	5
derivative_work_statutory_boundary__hybrid_carveout_reading	gap	gap	3
dharmasastra_corpus__abolitionist_rejection	undetermined	gap	2
dharmasastra_corpus__orthodox_literalist	gap	gap	5
dharmasastra_corpus__reformist_contextual	no_gap	undetermined	null
digital_money_emergence_boundary__conceptualization_reading	no_gap	gap	4
digital_money_emergence_boundary__consumer_holdings_reading	no_gap	no_gap	0
digital_money_emergence_boundary__infrastructure_reading	gap	gap	4
digital_money_origin__became_thinkable_reading	undetermined	no_gap	0
digital_money_origin__first_held_reading	no_gap	no_gap	0
digital_money_origin__regulatory_recognition_reading	gap	gap	3
dignified_death__autonomy_primary	gap	gap	5
dignified_death__relational_autonomy	undetermined	undetermined	null
dignified_death__sanctity_primary	gap	gap	5
dignity_kernel__autonomy_rights_reading	undetermined	no_gap	0
dignity_kernel__imago_dei_reading	no_gap	no_gap	0
dignity_kernel__posthumanist_reading	gap	gap	5
divine_legitimacy_substrate__amun_polytheistic_reading	gap	gap	5
divine_legitimacy_substrate__atenist_monotheistic_reading	gap	gap	5
divine_marriage_command__coercion_visibility_reading	gap	gap	3
divine_marriage_command__continuationist_reading	gap	gap	5
divine_marriage_command__substitutionist_reading	gap	gap	3
dollar_gold_convertibility__policy_flexible_reading	undetermined	gap	3
dollar_gold_convertibility__strict_convertibility_reading	gap	gap	3
dollar_gold_convertibility__triffin_structural_reading	gap	gap	3
doomsday_clock_metric__objective_index_reading	gap	gap	3
doomsday_clock_metric__performative_tool_reading	undetermined	gap	3
dsm_taxonomy_kernel__biomedical_reading	undetermined	gap	3
dsm_taxonomy_kernel__critical_psychiatry_reading	gap	gap	3
dsm_taxonomy_kernel__neurodiversity_reading	gap	gap	3
dual_class_legitimacy__disclosure_consent	no_gap	no_gap	0
dual_class_legitimacy__founder_stewardship	no_gap	no_gap	0
dual_class_legitimacy__minority_extraction	gap	gap	3
dueling_disappearance_mechanism__contraction_reading	undetermined	no_gap	0
dueling_disappearance_mechanism__institutional_displacement_reading	no_gap	no_gap	0
ecb_mandate_article_127__climate_incorporation	gap	gap	3
ecb_mandate_article_127__expansive_secondary_objectives	gap	gap	3
ecb_mandate_article_127__orthodox_price_stability	gap	gap	5
electronic_money_emergence__became_thinkable_reading	no_gap	gap	4
electronic_money_emergence__first_held_reading	gap	gap	4
electronic_money_emergence__m4_m5_collapse_reading	no_gap	gap	3
employment_boundary__formalist_employment_reading	gap	gap	3
employment_boundary__hybrid_security_reading	gap	gap	3
employment_boundary__substantive_employment_reading	undetermined	gap	3
end_of_life_authority__autonomy_reading	undetermined	no_gap	0
end_of_life_authority__sanctity_reading	undetermined	gap	5
end_of_life_authority__slippery_slope_mechanism	gap	gap	3
end_of_life_decision_authority__autonomy_reading	undetermined	no_gap	0
end_of_life_decision_authority__sanctity_reading	gap	gap	5
end_of_life_decision_authority__vulnerability_protection_reading	no_gap	gap	3
equal_protection_clause__colorblind_reading	gap	gap	4
equal_protection_clause__diversity_reading	no_gap	undetermined	null
equal_protection_clause__remedial_reading	gap	gap	2
equal_protection_commitment__colorblind_reading	gap	gap	3
equal_protection_commitment__diversity_reading	no_gap	no_gap	0
equal_protection_commitment__remedial_reading	gap	gap	5
equal_protection_kernel__antisubordination_reading	gap	gap	5
equal_protection_kernel__remedial_reading	no_gap	undetermined	null
equality_clause_scope__expansive_universalist	no_gap	no_gap	0
equality_clause_scope__progressive_textualist	gap	gap	2
equality_clause_scope__restrictive_originalist	undetermined	gap	5
eternal_marriage_covenant__immutable_commandment_reading	gap	gap	5
eternal_marriage_covenant__prophetic_override_reading	undetermined	gap	3
eternal_marriage_covenant__temporal_accommodation_reading	undetermined	gap	2
eu_council_unanimity__diplomatic_capital_reading	undetermined	no_gap	0
eu_council_unanimity__sovereignty_guarantor_reading	no_gap	no_gap	0
eu_council_unanimity__veto_trap_reading	gap	gap	3
exercise_as_competence_maintenance__hybrid_decay_reading	gap	gap	5
exercise_as_competence_maintenance__lived_catastrophe_necessity_reading	undetermined	gap	5
exercise_as_competence_maintenance__simulation_sufficiency_reading	gap	gap	2
fair_use_four_factor_test__creator_centric_reading	gap	gap	5
fair_use_four_factor_test__transformative_use_reading	undetermined	undetermined	null
fair_use_four_factor_test__user_centric_reading	no_gap	no_gap	0
fair_use_statutory_exception__market_licensing_reading	gap	gap	5
fair_use_statutory_exception__narrow_defense_reading	gap	gap	5
fair_use_statutory_exception__transformative_right_reading	undetermined	no_gap	0
family_law_authority__christian_canonical_reading	gap	gap	5
family_law_authority__hindu_dharmashastra_reading	gap	gap	5
family_law_authority__muslim_shariat_reading	gap	gap	3
family_law_authority__parsi_zoroastrian_reading	undetermined	gap	3
family_law_authority__secular_contractual_reading	undetermined	no_gap	0
federation_membership__integration_reading	gap	gap	5
federation_membership__sovereignty_reading	gap	gap	3
federation_membership_kernel__integration_reading	gap	gap	5
federation_membership_kernel__member_sovereignty_reading	gap	gap	5
federation_membership_kernel__welfare_coordination_reading	undetermined	gap	5
federation_membership_obligations__integration_primary	gap	gap	5
federation_membership_obligations__member_sovereignty_primary	gap	gap	3
federation_membership_obligations__selective_solidarity	gap	gap	3
federation_membership_treaty__integration_primary	gap	gap	5
federation_membership_treaty__sovereignty_primary	gap	gap	3
federation_membership_treaty__subsidiarity_balance	no_gap	no_gap	0
feud_obligation_kernel__christianized_pacification_reading	gap	gap	3
feud_obligation_kernel__extraction_cycle_reading	gap	gap	5
feud_obligation_kernel__stateless_coordination_reading	no_gap	no_gap	0
feudal_oath_reciprocity__ecclesiastical_mediation_reading	gap	gap	3
feudal_oath_reciprocity__lord_extraction_reading	gap	gap	3
feudal_oath_reciprocity__vassal_coordination_reading	undetermined	no_gap	0
fifth_republic_constitution__cohabitation_equilibrium_reading	undetermined	gap	3
fifth_republic_constitution__hyper_presidential_reading	gap	gap	5
fifth_republic_constitution__parliamentary_constraint_reading	no_gap	no_gap	0
first_amendment_speech_protection__absolutist_reading	gap	undetermined	null
first_amendment_speech_protection__categorical_balancing_reading	undetermined	gap	5
first_amendment_speech_protection__harm_limited_reading	gap	gap	3
fisa_702_statutory_text__constitutional_floor_reading	undetermined	no_gap	0
fisa_702_statutory_text__foreign_target_strict_reading	no_gap	no_gap	0
fisa_702_statutory_text__incidental_collection_reading	gap	gap	3
flexible_employment_legitimacy__developmental_state_reading	no_gap	undetermined	null
flexible_employment_legitimacy__market_efficiency_reading	no_gap	no_gap	0
flexible_employment_legitimacy__precarity_extraction_reading	gap	gap	3
fourteenth_amendment_equal_protection__anti_caste_reading	gap	gap	3
gdpr_article_3_scope__effects_jurisdiction_reading	gap	gap	3
gdpr_article_3_scope__market_access_reading	undetermined	undetermined	null
gdpr_article_3_scope__territorial_sovereignty_reading	gap	gap	3
gelassenheit_separation__artifact_reading	gap	gap	3
gelassenheit_separation__consequence_reading	undetermined	no_gap	0
gelassenheit_separation__principle_reading	undetermined	gap	3
gendered_category_membership__biological_sex_reading	gap	gap	3
gendered_category_membership__gender_identity_reading	gap	gap	3
gendered_category_membership__social_role_reading	gap	gap	3
genesis_creation_cosmology__literary_framework	no_gap	gap	4
genesis_creation_cosmology__theistic_evolution	no_gap	no_gap	0
genesis_creation_cosmology__young_earth_literal	gap	gap	5
genesis_creation_narrative__allegorical_ancient_near_east	no_gap	no_gap	0
genesis_creation_narrative__literal_young_earth	undetermined	gap	5
genesis_creation_narrative__theistic_evolutionary	no_gap	no_gap	0
geneva_conventions_1949__conditional_reciprocity_reading	gap	gap	3
geneva_conventions_1949__humanitarian_ceiling_reading	undetermined	gap	2
geneva_conventions_1949__security_maximization_reading	gap	gap	5
geneva_conventions_protective_scope__hybrid_proportionality_reading	gap	gap	5
geneva_conventions_protective_scope__state_centric_reading	gap	gap	3
geneva_conventions_protective_scope__universal_rights_reading	gap	gap	3
gita_kurukshetra_discourse__orthodox_literal_reading	undetermined	gap	3
gita_kurukshetra_discourse__universalist_devotional_reading	undetermined	no_gap	0
gold_fiat_transition_mechanism__automatic_constraint_reading	gap	gap	3
gold_fiat_transition_mechanism__composite_overdetermination_reading	gap	gap	3
gold_fiat_transition_mechanism__creditor_discipline_reading	undetermined	gap	3
gpl_copyleft_scope__enforcement_vacuum_reading	no_gap	undetermined	null
gpl_copyleft_scope__narrow_scope_reading	no_gap	undetermined	null
gpl_copyleft_scope__strong_copyleft_reading	gap	gap	3
gpl_derivative_work_trigger__broad_copyleft_reading	gap	gap	2
gpl_derivative_work_trigger__narrow_linking_permissive_reading	no_gap	undetermined	null
gpl_reciprocity_obligation__copyleft_as_commons_reading	gap	gap	3
gpl_reciprocity_obligation__copyleft_as_freedom_reading	gap	gap	2
gpl_reciprocity_obligation__copyleft_as_restriction_reading	gap	gap	3
hagia_sophia_substrate__islamic_sovereignty_reading	undetermined	gap	5
hagia_sophia_substrate__orthodox_restitution_reading	no_gap	no_gap	0
hagia_sophia_substrate__universal_heritage_reading	gap	gap	3
hebrew_continuity__bridge_pidginized	no_gap	no_gap	0
hebrew_continuity__liturgical_preservation	no_gap	no_gap	0
hebrew_continuity__native_generative	gap	gap	3
hebrew_linguistic_life__liturgical_preservation_reading	undetermined	no_gap	0
hebrew_linguistic_life__marketplace_pidgin_reading	no_gap	no_gap	0
hebrew_linguistic_life__native_generational_reading	gap	gap	5
hebrew_living_language__literary_revival_reading	no_gap	no_gap	0
hebrew_living_language__liturgical_continuity_reading	gap	gap	4
hebrew_living_language__native_generation_reading	gap	gap	5
hebrew_vitality__hybrid_continuity_reading	no_gap	gap	4
hebrew_vitality__liturgical_reading	no_gap	no_gap	0
hebrew_vitality__native_daily_reading	undetermined	gap	3
herem_command_dt7__allegorical_displacement_reading	no_gap	no_gap	0
herem_command_dt7__contextual_supersession_reading	undetermined	no_gap	0
herem_command_dt7__durable_separation_reading	gap	gap	3
historical_treaty_substrate__extinguishment_reading	gap	gap	3
historical_treaty_substrate__nation_to_nation_reading	no_gap	undetermined	null
hoa_covenant_scope__behavioral_control_reading	undetermined	gap	3
hoa_covenant_scope__coordination_reading	undetermined	no_gap	0
hoa_covenant_scope__extraction_reading	gap	gap	5
homoousios_christology__arian_reading	gap	gap	3
homoousios_christology__pro_nicene_reading	gap	gap	5
homoousios_christology__semi_arian_reading	gap	gap	3
homoousios_nicene__honorific_similarity_reading	undetermined	undetermined	null
homoousios_nicene__metaphysical_equality_reading	gap	gap	5
homoousios_nicene__subordinationist_reading	gap	gap	3
honor_satisfaction_mechanism__composite_reading	gap	gap	5
honor_satisfaction_mechanism__contraction_reading	gap	gap	4
honor_satisfaction_mechanism__decline_reading	no_gap	no_gap	0
honor_satisfaction_substrate__composite_overdetermined_reading	undetermined	gap	3
honor_satisfaction_substrate__cultural_contraction_reading	no_gap	gap	4
honor_satisfaction_substrate__practice_decline_reading	no_gap	no_gap	0
honor_settlement_legitimacy__composite_reading	no_gap	no_gap	0
honor_settlement_legitimacy__contraction_reading	no_gap	no_gap	0
honor_settlement_legitimacy__drop_reading	gap	gap	5
honor_violence_legitimacy__composite_reading	gap	gap	3
honor_violence_legitimacy__contraction_reading	gap	gap	4
honor_violence_legitimacy__drop_reading	no_gap	no_gap	0
human_dignity_ai_governance__magisterial_integralist_reading	no_gap	undetermined	null
human_dignity_ai_governance__pluralist_pragmatic_reading	undetermined	undetermined	null
human_dignity_ai_governance__secular_humanist_reading	undetermined	no_gap	0
human_dignity_ai_governance__techno_optimist_reading	gap	gap	2
human_dignity_ai_safeguarding__autonomy_rights_reading	gap	gap	2
human_dignity_ai_safeguarding__imago_dei_reading	gap	gap	5
human_dignity_ai_safeguarding__posthumanist_reading	no_gap	no_gap	0
human_transcendence_pathway__babel_reading	undetermined	gap	5
human_transcendence_pathway__jerusalem_reading	undetermined	no_gap	0
human_transcendence_pathway__technocratic_vs_incarnational_reading	undetermined	gap	5
humane_treatment_standard__absolute_prohibition	no_gap	no_gap	0
humane_treatment_standard__contextual_necessity	undetermined	gap	3
humane_treatment_standard__proportionality_balancing	gap	gap	3
ietf_openness_commitment__capture_substrate_reading	undetermined	gap	3
ietf_openness_commitment__commons_stewardship_reading	no_gap	no_gap	0
ietf_openness_commitment__legitimacy_erosion_reading	undetermined	gap	5
ihl_distinction_proportionality__categorical_prohibition_reading	gap	gap	5
ihl_distinction_proportionality__human_agency_reading	gap	gap	5
ihl_distinction_proportionality__outcomes_based_reading	gap	gap	3
imperial_mandate__bakufu_delegation_reading	gap	gap	5
imperial_mandate__loyalist_restoration_reading	gap	gap	5
imposition_mechanism_kernel__endogenous_climb_reading	no_gap	no_gap	0
imposition_mechanism_kernel__exogenous_override_reading	gap	gap	3
imposition_mechanism_kernel__hybrid_legitimation_reading	undetermined	gap	3
imposition_pathway_kernel__endogenous_climb_reading	no_gap	no_gap	0
imposition_pathway_kernel__exogenous_override_reading	gap	gap	5
imposition_pathway_kernel__hybrid_cascade_reading	gap	gap	5
income_support_commitment__dependency_trap_reading	undetermined	gap	3
income_support_commitment__freedom_floor_reading	no_gap	no_gap	0
income_support_commitment__targeting_efficiency_reading	gap	gap	3
income_support_conditionality__dependency_trap_reading	gap	gap	3
income_support_conditionality__freedom_floor_reading	no_gap	no_gap	0
income_support_conditionality__wage_subsidy_reading	gap	gap	3
ip_category_emergence__first_holding_reading	undetermined	gap	2
ip_category_emergence__synchronic_diachronic_seam	no_gap	no_gap	0
ip_category_emergence__thinkability_reading	gap	gap	4
irc_469_material_participation_kernel__strategic_shelter_reading	gap	undetermined	null
irc_469_material_participation_kernel__strict_gatekeeper_reading	gap	gap	3
jati_practice_norm__colonial_census_reading	gap	gap	3
jati_practice_norm__localized_practice_reading	no_gap	no_gap	0
jati_practice_norm__orthodox_textual_reading	gap	gap	3
jcpoa_treaty_bindingness__binding_multilateral_reading	gap	gap	2
jcpoa_treaty_bindingness__graduated_compliance_reading	undetermined	gap	3
jcpoa_treaty_bindingness__transactional_provisional_reading	gap	gap	3
jewish_self_determination__diasporist_reading	undetermined	gap	6
jewish_self_determination__liberal_nationalist_reading	gap	gap	2
