id	obs	chi	immut	mtype	ftype
ai_dignity_safeguarding__autonomy_rights_reading	analytical	0.5753708861482661	mountain	unknown	unknown
ai_dignity_safeguarding__imago_dei_reading	powerless	0.48909830974571955	mountain	tangled_rope	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	moderate	0.4979214593767484	rope	tangled_rope	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	institutional	-0.019013390865374912	rope	rope	rope
ai_dignity_safeguarding__imago_dei_reading	analytical	0.6164688065874281	mountain	tangled_rope	tangled_rope
ai_dignity_safeguarding__posthuman_continuity_reading	powerless	0.1956393238982878	mountain	scaffold	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	moderate	0.19916858375069937	rope	scaffold	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	institutional	-0.007605356346149964	rope	scaffold	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	analytical	0.24658752263497122	mountain	scaffold	scaffold
ai_governance_legitimacy__magisterial_subsidiarity_reading	powerless	0.5217048637287675	mountain	tangled_rope	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	0.5311162233351983	rope	tangled_rope	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	-0.03523415674452111	rope	rope	rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	0.6575667270265899	mountain	tangled_rope	tangled_rope
ai_governance_legitimacy__market_libertarian_reading	powerless	0.2785890589406212	mountain	scaffold	scaffold
ai_governance_legitimacy__market_libertarian_reading	moderate	0.2521535386156267	rope	scaffold	scaffold
ai_governance_legitimacy__market_libertarian_reading	institutional	-0.010562994925208284	rope	scaffold	scaffold
ai_governance_legitimacy__market_libertarian_reading	analytical	0.34248267032634894	mountain	scaffold	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	powerless	0.38040979646889295	mountain	scaffold	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	moderate	0.3872722461819154	rope	scaffold	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	institutional	-0.014788192895291596	rope	scaffold	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	analytical	0.47947573845688846	mountain	unknown	unknown
ai_human_relationship__incarnational_humanism	powerless	-0.004883895733065871	mountain	unknown	piton
ai_human_relationship__incarnational_humanism	moderate	0.46472669541829853	rope	unknown	piton
ai_human_relationship__incarnational_humanism	institutional	-0.017745831474349917	rope	rope	piton
ai_human_relationship__incarnational_humanism	analytical	0.5753708861482661	mountain	unknown	piton
ai_human_relationship__instrumental_subsidiarity	powerless	0.3224	mountain	naturalized	naturalized
ai_human_relationship__instrumental_subsidiarity	moderate	0.6860251218079645	rope	snare	snare
ai_human_relationship__instrumental_subsidiarity	institutional	0.1806592242332458	rope	naturalized	naturalized
ai_human_relationship__instrumental_subsidiarity	analytical	0.8493570224093454	mountain	snare	snare
ai_human_relationship__technocratic_optimization	powerless	0.4212	mountain	tangled_rope	tangled_rope
ai_human_relationship__technocratic_optimization	moderate	0.8962586268781473	rope	snare	snare
ai_human_relationship__technocratic_optimization	institutional	0.014065376821374986	rope	naturalized	naturalized
ai_human_relationship__technocratic_optimization	analytical	0.3465841649972326	mountain	naturalized	naturalized
ai_risk_governance_priority__bridge_reading	powerless	0.5651802690394981	mountain	tangled_rope	tangled_rope
ai_risk_governance_priority__bridge_reading	moderate	0.5559006812704934	rope	tangled_rope	tangled_rope
ai_risk_governance_priority__bridge_reading	institutional	-0.021971029444433233	rope	rope	rope
ai_risk_governance_priority__bridge_reading	analytical	0.7123639542788058	mountain	tangled_rope	tangled_rope
ai_risk_governance_priority__existential_risk_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
ai_risk_governance_priority__existential_risk_reading	moderate	0.7524146497248644	rope	snare	snare
ai_risk_governance_priority__existential_risk_reading	institutional	-0.028731346196566535	rope	rope	rope
ai_risk_governance_priority__existential_risk_reading	analytical	0.9315528632876693	mountain	snare	snare
ai_risk_governance_priority__near_term_harms_reading	powerless	0.7390818902824207	mountain	snare	snare
ai_risk_governance_priority__near_term_harms_reading	moderate	0.8383976379684168	rope	snare	snare
ai_risk_governance_priority__near_term_harms_reading	institutional	-0.028731346196566535	rope	rope	rope
ai_risk_governance_priority__near_term_harms_reading	analytical	0.9315528632876693	mountain	snare	snare
ai_risk_prioritization__existential_risk_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
ai_risk_prioritization__existential_risk_reading	moderate	0.7524146497248644	rope	snare	snare
ai_risk_prioritization__existential_risk_reading	institutional	-0.028731346196566535	rope	rope	rope
ai_risk_prioritization__existential_risk_reading	analytical	0.9315528632876693	mountain	snare	snare
ai_risk_prioritization__near_term_harms_reading	powerless	0.15851389997239632	mountain	naturalized	naturalized
ai_risk_prioritization__near_term_harms_reading	moderate	0.7524146497248644	rope	snare	snare
ai_risk_prioritization__near_term_harms_reading	institutional	-0.028731346196566535	rope	rope	rope
ai_risk_prioritization__near_term_harms_reading	analytical	0.9315528632876693	mountain	snare	snare
ai_safety_commitment__dual_priority_reading	powerless	0.6243911820759087	mountain	tangled_rope	tangled_rope
ai_safety_commitment__dual_priority_reading	moderate	0.6860251218079645	rope	tangled_rope	tangled_rope
ai_safety_commitment__dual_priority_reading	institutional	0.041578624205267166	rope	naturalized	naturalized
ai_safety_commitment__dual_priority_reading	analytical	0.8493570224093454	mountain	tangled_rope	tangled_rope
ai_safety_commitment__existential_risk_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
ai_safety_commitment__existential_risk_reading	moderate	0.7524146497248644	rope	snare	snare
ai_safety_commitment__existential_risk_reading	institutional	0.8383976379684168	rope	snare	snare
ai_safety_commitment__existential_risk_reading	analytical	0.9315528632876693	mountain	snare	snare
ai_safety_commitment__near_term_harms_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
ai_safety_commitment__near_term_harms_reading	moderate	0.7524146497248644	rope	snare	snare
ai_safety_commitment__near_term_harms_reading	institutional	-0.028731346196566535	rope	rope	rope
ai_safety_commitment__near_term_harms_reading	analytical	0.9315528632876693	mountain	snare	snare
all_men_created_equal__originalist_reading	powerless	0.4212	mountain	tangled_rope	tangled_rope
all_men_created_equal__originalist_reading	moderate	0.8962586268781473	rope	snare	snare
all_men_created_equal__originalist_reading	institutional	-0.01177367721364094	rope	rope	rope
all_men_created_equal__originalist_reading	analytical	1.1096438518573708	mountain	snare	snare
all_men_created_equal__textualist_paradox_reading	powerless	0.6738687823163247	mountain	tangled_rope	tangled_rope
all_men_created_equal__textualist_paradox_reading	moderate	0.6860251218079645	rope	tangled_rope	tangled_rope
all_men_created_equal__textualist_paradox_reading	institutional	-0.026196227414516545	rope	rope	rope
all_men_created_equal__textualist_paradox_reading	analytical	0.8493570224093454	mountain	tangled_rope	tangled_rope
all_men_created_equal__universalist_reading	powerless	0.6303933770055941	mountain	tangled_rope	tangled_rope
all_men_created_equal__universalist_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
all_men_created_equal__universalist_reading	institutional	0.6621331626309412	rope	tangled_rope	tangled_rope
all_men_created_equal__universalist_reading	analytical	0.7945597951571295	mountain	tangled_rope	tangled_rope
aneyoshi_land_use_prohibition__behavioral_competence_reading	powerless	0.08914849886099879	mountain	scaffold	rope
aneyoshi_land_use_prohibition__behavioral_competence_reading	moderate	0.08068913235700055	rope	scaffold	rope
aneyoshi_land_use_prohibition__behavioral_competence_reading	institutional	-0.003380158376066651	rope	scaffold	rope
aneyoshi_land_use_prohibition__behavioral_competence_reading	analytical	0.10959445450443167	mountain	scaffold	rope
aneyoshi_land_use_prohibition__commemorative_husk_reading	powerless	0.8477704035592473	mountain	unknown	unknown
aneyoshi_land_use_prohibition__commemorative_husk_reading	moderate	0.8630638629196973	rope	unknown	unknown
aneyoshi_land_use_prohibition__commemorative_husk_reading	institutional	0.2272809595192447	rope	piton	piton
aneyoshi_land_use_prohibition__commemorative_husk_reading	analytical	1.0685459314182089	mountain	unknown	unknown
aneyoshi_stone_commitment__behavioral_competence_reading	powerless	0.1337227482914982	mountain	scaffold	scaffold
aneyoshi_stone_commitment__behavioral_competence_reading	moderate	0.12103369853550082	rope	scaffold	scaffold
aneyoshi_stone_commitment__behavioral_competence_reading	institutional	-0.005070237564099976	rope	scaffold	scaffold
aneyoshi_stone_commitment__behavioral_competence_reading	analytical	0.16439168175664748	mountain	scaffold	scaffold
aneyoshi_stone_commitment__commemorative_husk_reading	powerless	0.13042621593219186	mountain	piton	piton
aneyoshi_stone_commitment__commemorative_husk_reading	moderate	0.13277905583379956	rope	rope	rope
aneyoshi_stone_commitment__commemorative_husk_reading	institutional	-0.005070237564099976	rope	rope	rope
aneyoshi_stone_commitment__commemorative_husk_reading	analytical	0.16439168175664748	mountain	rope	rope
aneyoshi_stone_directive__behavioral_competence_reading	powerless	0.09084006499828075	mountain	rope	rope
aneyoshi_stone_directive__behavioral_competence_reading	moderate	0.07999805915313005	rope	rope	rope
aneyoshi_stone_directive__behavioral_competence_reading	institutional	-0.009550081247850919	rope	rope	rope
aneyoshi_stone_directive__behavioral_competence_reading	analytical	0.11040195532208537	mountain	rope	rope
aneyoshi_stone_directive__commemorative_husk_reading	powerless	0.8477704035592473	mountain	snare	snare
aneyoshi_stone_directive__commemorative_husk_reading	moderate	0.8630638629196973	rope	snare	snare
aneyoshi_stone_directive__commemorative_husk_reading	institutional	-0.03295654416664985	rope	scaffold	scaffold
aneyoshi_stone_directive__commemorative_husk_reading	analytical	1.0685459314182089	mountain	snare	snare
animal_moral_status__abolitionist_reading	powerless	0.9673277681637563	mountain	snare	snare
animal_moral_status__abolitionist_reading	moderate	0.9847779974340136	rope	snare	snare
animal_moral_status__abolitionist_reading	institutional	-0.037604261933741494	rope	rope	rope
animal_moral_status__abolitionist_reading	analytical	1.2192383063618022	mountain	snare	snare
animal_moral_status__property_reading	powerless	0.2005841224372473	mountain	scaffold	scaffold
animal_moral_status__property_reading	moderate	0.18155054780325125	rope	scaffold	scaffold
animal_moral_status__property_reading	institutional	-0.007605356346149964	rope	scaffold	scaffold
animal_moral_status__property_reading	analytical	0.24658752263497122	mountain	scaffold	scaffold
animal_moral_status__welfare_reading	powerless	0.6463266167422412	mountain	tangled_rope	tangled_rope
animal_moral_status__welfare_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
animal_moral_status__welfare_reading	institutional	-0.024506148226483216	rope	rope	rope
animal_moral_status__welfare_reading	analytical	0.7945597951571295	mountain	snare	snare
animal_status__abolitionist_reading	powerless	0.0	mountain	unknown	rope
animal_status__abolitionist_reading	moderate	0.0	rope	rope	rope
animal_status__abolitionist_reading	institutional	-0.0	rope	rope	rope
animal_status__abolitionist_reading	analytical	0.0	mountain	rope	rope
animal_status__property_reading	powerless	0.08914849886099879	mountain	scaffold	scaffold
animal_status__property_reading	moderate	0.08068913235700055	rope	scaffold	scaffold
animal_status__property_reading	institutional	-0.003380158376066651	rope	scaffold	scaffold
animal_status__property_reading	analytical	0.10959445450443167	mountain	scaffold	scaffold
animal_status__welfare_reading	powerless	0.507471504524385	mountain	tangled_rope	tangled_rope
animal_status__welfare_reading	moderate	0.4979214593767484	rope	tangled_rope	tangled_rope
animal_status__welfare_reading	institutional	-0.019013390865374912	rope	rope	rope
animal_status__welfare_reading	analytical	0.6164688065874281	mountain	tangled_rope	tangled_rope
animal_status_kernel__abolitionist_reading	powerless	0.4784	mountain	tangled_rope	tangled_rope
animal_status_kernel__abolitionist_reading	moderate	1.0179727613924634	rope	snare	snare
animal_status_kernel__abolitionist_reading	institutional	-0.038871821324766485	rope	rope	rope
animal_status_kernel__abolitionist_reading	analytical	1.2603362268009641	mountain	snare	snare
animal_status_kernel__welfare_reading	powerless	0.6303933770055941	mountain	tangled_rope	tangled_rope
animal_status_kernel__welfare_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
animal_status_kernel__welfare_reading	institutional	-0.024506148226483216	rope	rope	rope
animal_status_kernel__welfare_reading	analytical	0.7945597951571295	mountain	tangled_rope	tangled_rope
anthropological_record__creationist_reading	powerless	0.009446376531886411	mountain	naturalized	naturalized
anthropological_record__creationist_reading	moderate	0.7524146497248644	rope	snare	snare
anthropological_record__creationist_reading	institutional	-0.028731346196566535	rope	rope	rope
anthropological_record__creationist_reading	analytical	0.9315528632876693	mountain	snare	snare
anthropological_record__indigenous_epistemology_reading	powerless	0.6738687823163247	mountain	snare	snare
anthropological_record__indigenous_epistemology_reading	moderate	0.1806592242332458	rope	naturalized	naturalized
anthropological_record__indigenous_epistemology_reading	institutional	-0.026196227414516545	rope	rope	rope
anthropological_record__indigenous_epistemology_reading	analytical	0.8493570224093454	mountain	snare	snare
anthropological_record__naturalist_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
anthropological_record__naturalist_reading	moderate	0.7524146497248644	rope	snare	snare
anthropological_record__naturalist_reading	institutional	-0.028731346196566535	rope	rope	rope
anthropological_record__naturalist_reading	analytical	0.9315528632876693	mountain	snare	snare
article17_erasure_right__censorship_mechanism_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
article17_erasure_right__censorship_mechanism_reading	moderate	0.7524146497248644	rope	snare	snare
article17_erasure_right__censorship_mechanism_reading	institutional	-0.04991505538807157	rope	rope	rope
article17_erasure_right__censorship_mechanism_reading	analytical	0.9315528632876693	mountain	snare	snare
article17_erasure_right__competitive_moat_reading	powerless	0.7390818902824207	mountain	tangled_rope	tangled_rope
article17_erasure_right__competitive_moat_reading	moderate	0.7524146497248644	rope	tangled_rope	tangled_rope
article17_erasure_right__competitive_moat_reading	institutional	-0.028731346196566535	rope	rope	rope
article17_erasure_right__competitive_moat_reading	analytical	0.9315528632876693	mountain	unknown	unknown
article17_erasure_right__privacy_fundamental_reading	powerless	-0.016442606480776518	mountain	unknown	piton
article17_erasure_right__privacy_fundamental_reading	moderate	0.3098177969455324	rope	rope	piton
article17_erasure_right__privacy_fundamental_reading	institutional	0.3591378944321173	rope	unknown	piton
article17_erasure_right__privacy_fundamental_reading	analytical	0.3835805907655109	mountain	unknown	piton
article_17_complementarity__international_oversight_reading	powerless	0.6303933770055941	mountain	tangled_rope	tangled_rope
article_17_complementarity__international_oversight_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
article_17_complementarity__international_oversight_reading	institutional	0.37699999999999995	rope	tangled_rope	tangled_rope
article_17_complementarity__international_oversight_reading	analytical	0.7945597951571295	mountain	snare	snare
article_17_complementarity__national_primacy_reading	powerless	0.7390818902824207	mountain	snare	snare
article_17_complementarity__national_primacy_reading	moderate	0.7524146497248644	rope	snare	snare
article_17_complementarity__national_primacy_reading	institutional	-0.028731346196566535	rope	rope	rope
article_17_complementarity__national_primacy_reading	analytical	0.9315528632876693	mountain	snare	snare
article_27_veto_power__coordination_reading	powerless	0.2005841224372473	mountain	scaffold	scaffold
article_27_veto_power__coordination_reading	moderate	0.18155054780325125	rope	scaffold	scaffold
article_27_veto_power__coordination_reading	institutional	-0.007605356346149964	rope	scaffold	scaffold
article_27_veto_power__coordination_reading	analytical	0.24658752263497122	mountain	scaffold	scaffold
article_27_veto_power__oligopoly_reading	powerless	0.8803769575422952	mountain	snare	snare
article_27_veto_power__oligopoly_reading	moderate	0.8962586268781473	rope	snare	snare
article_27_veto_power__oligopoly_reading	institutional	-0.03422410355767484	rope	rope	rope
article_27_veto_power__oligopoly_reading	analytical	1.1096438518573708	mountain	snare	snare
article_27_veto_power__sovereignty_reading	powerless	0.09084006499828075	mountain	mountain	mountain
article_27_veto_power__sovereignty_reading	moderate	0.07999805915313005	rope	rope	rope
article_27_veto_power__sovereignty_reading	institutional	-0.009550081247850919	rope	rope	rope
article_27_veto_power__sovereignty_reading	analytical	0.11040195532208537	mountain	mountain	mountain
article_2_7_chapter_vii_tension__r2p_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
article_2_7_chapter_vii_tension__r2p_reading	moderate	0.7524146497248644	rope	snare	snare
article_2_7_chapter_vii_tension__r2p_reading	institutional	0.7762940527397244	rope	snare	snare
article_2_7_chapter_vii_tension__r2p_reading	analytical	0.9315528632876693	mountain	snare	snare
article_2_7_chapter_vii_tension__sovereignty_first_reading	powerless	0.8477704035592473	mountain	snare	snare
article_2_7_chapter_vii_tension__sovereignty_first_reading	moderate	0.8630638629196973	rope	snare	snare
article_2_7_chapter_vii_tension__sovereignty_first_reading	institutional	-0.03295654416664985	rope	rope	rope
article_2_7_chapter_vii_tension__sovereignty_first_reading	analytical	1.0685459314182089	mountain	snare	snare
article_51_self_defense__expansive_preventive_reading	powerless	0.42639999999999995	mountain	tangled_rope	tangled_rope
article_51_self_defense__expansive_preventive_reading	moderate	1.03225961552872	rope	snare	snare
article_51_self_defense__expansive_preventive_reading	institutional	-0.03464662335468317	rope	rope	rope
article_51_self_defense__expansive_preventive_reading	analytical	1.1233431586704243	mountain	snare	snare
article_51_self_defense__narrow_armed_attack_reading	powerless	0.4130163504519409	mountain	scaffold	tangled_rope
article_51_self_defense__narrow_armed_attack_reading	moderate	0.42046701014036536	rope	scaffold	tangled_rope
article_51_self_defense__narrow_armed_attack_reading	institutional	-0.005523453507634021	rope	scaffold	tangled_rope
article_51_self_defense__narrow_armed_attack_reading	analytical	0.5205736588960505	mountain	unknown	unknown
article_51_self_defense__unable_unwilling_doctrine_reading	powerless	0.7390818902824207	mountain	snare	snare
article_51_self_defense__unable_unwilling_doctrine_reading	moderate	0.8383976379684168	rope	snare	snare
article_51_self_defense__unable_unwilling_doctrine_reading	institutional	-0.028731346196566535	rope	rope	rope
article_51_self_defense__unable_unwilling_doctrine_reading	analytical	0.9315528632876693	mountain	snare	snare
article_9_war_renunciation__collective_self_defense_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
article_9_war_renunciation__collective_self_defense_reading	moderate	0.7524146497248644	rope	snare	snare
article_9_war_renunciation__collective_self_defense_reading	institutional	0.7762940527397244	rope	snare	snare
article_9_war_renunciation__collective_self_defense_reading	analytical	0.9315528632876693	mountain	snare	snare
article_9_war_renunciation__inherent_right_reading	powerless	0.33693439115816237	mountain	unknown	unknown
article_9_war_renunciation__inherent_right_reading	moderate	0.34301256090398224	rope	rope	rope
article_9_war_renunciation__inherent_right_reading	institutional	-0.013098113707258273	rope	rope	rope
article_9_war_renunciation__inherent_right_reading	analytical	0.4246785112046727	mountain	unknown	unknown
article_9_war_renunciation__strict_pacifist_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
article_9_war_renunciation__strict_pacifist_reading	moderate	0.7524146497248644	rope	snare	snare
article_9_war_renunciation__strict_pacifist_reading	institutional	-0.028731346196566535	rope	rope	rope
article_9_war_renunciation__strict_pacifist_reading	analytical	0.9315528632876693	mountain	snare	snare
balfour_mandate_instruments__dual_obligation_indigenous_rights	powerless	0.7390818902824207	mountain	snare	snare
balfour_mandate_instruments__dual_obligation_indigenous_rights	moderate	0.7524146497248644	rope	snare	snare
balfour_mandate_instruments__dual_obligation_indigenous_rights	institutional	-0.028731346196566535	rope	rope	rope
balfour_mandate_instruments__dual_obligation_indigenous_rights	analytical	0.9315528632876693	mountain	snare	snare
balfour_mandate_instruments__jewish_national_home_primacy	powerless	0.10263743209508625	mountain	naturalized	naturalized
balfour_mandate_instruments__jewish_national_home_primacy	moderate	0.8962586268781473	rope	snare	snare
balfour_mandate_instruments__jewish_national_home_primacy	institutional	-0.03422410355767484	rope	rope	rope
balfour_mandate_instruments__jewish_national_home_primacy	analytical	1.1096438518573708	mountain	snare	snare
balfour_mandate_instruments__mandatory_interpretive_discretion	powerless	0.7390818902824207	mountain	snare	snare
balfour_mandate_instruments__mandatory_interpretive_discretion	moderate	0.7524146497248644	rope	snare	snare
balfour_mandate_instruments__mandatory_interpretive_discretion	institutional	-0.028731346196566535	rope	rope	rope
balfour_mandate_instruments__mandatory_interpretive_discretion	analytical	0.5303999999999999	mountain	tangled_rope	tangled_rope
basic_law_interpretive_authority__judicial_supremacy_reading	powerless	0.6738687823163247	mountain	tangled_rope	tangled_rope
basic_law_interpretive_authority__judicial_supremacy_reading	moderate	0.6860251218079645	rope	tangled_rope	tangled_rope
basic_law_interpretive_authority__judicial_supremacy_reading	institutional	-0.026196227414516545	rope	rope	rope
basic_law_interpretive_authority__judicial_supremacy_reading	analytical	0.8493570224093454	mountain	tangled_rope	tangled_rope
basic_law_interpretive_authority__popular_constitutionalism_reading	powerless	0.6303933770055941	mountain	tangled_rope	tangled_rope
basic_law_interpretive_authority__popular_constitutionalism_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
basic_law_interpretive_authority__popular_constitutionalism_reading	institutional	0.6901284335269325	rope	tangled_rope	tangled_rope
basic_law_interpretive_authority__popular_constitutionalism_reading	analytical	0.7945597951571295	mountain	tangled_rope	tangled_rope
basic_law_interpretive_boundary__balanced_contestation_reading	powerless	0.5217048637287675	mountain	unknown	unknown
basic_law_interpretive_boundary__balanced_contestation_reading	moderate	0.019750468958798045	rope	naturalized	naturalized
basic_law_interpretive_boundary__balanced_contestation_reading	institutional	0.4841347941420033	rope	unknown	unknown
basic_law_interpretive_boundary__balanced_contestation_reading	analytical	0.6575667270265899	mountain	unknown	unknown
basic_law_interpretive_boundary__judicial_supremacy_reading	powerless	0.7390818902824207	mountain	tangled_rope	tangled_rope
basic_law_interpretive_boundary__judicial_supremacy_reading	moderate	0.7524146497248644	rope	tangled_rope	tangled_rope
basic_law_interpretive_boundary__judicial_supremacy_reading	institutional	-0.028731346196566535	rope	rope	rope
basic_law_interpretive_boundary__judicial_supremacy_reading	analytical	0.9315528632876693	mountain	unknown	unknown
beta_designation_doctrine__expansive_shield_reading	powerless	0.9455900655083911	mountain	snare	snare
beta_designation_doctrine__expansive_shield_reading	moderate	0.962648154795047	rope	snare	snare
beta_designation_doctrine__expansive_shield_reading	institutional	-0.036759222339724826	rope	rope	rope
beta_designation_doctrine__expansive_shield_reading	analytical	1.1918396927356942	mountain	snare	snare
