id	obs	lo	hi	type
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.3510	0.6590	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.6600	1.6000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	-0.5000	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.0010	0.3490	naturalized
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.3500	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.3510	0.6590	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.6600	1.6000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	-0.5000	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.0010	0.3490	naturalized
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.3500	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.3510	0.6590	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.6600	1.6000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	-0.5000	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.0010	0.3490	naturalized
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.3500	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.3510	0.6590	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.6600	1.6000	snare
border_control_legitimacy__freedom_of_movement_primary	powerless	-0.5000	0.3490	naturalized
border_control_legitimacy__freedom_of_movement_primary	powerless	0.3500	0.6590	unknown
border_control_legitimacy__freedom_of_movement_primary	powerless	0.6600	1.6000	snare
border_control_legitimacy__freedom_of_movement_primary	moderate	-0.5000	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	moderate	0.0010	0.3490	naturalized
border_control_legitimacy__freedom_of_movement_primary	moderate	0.3500	0.6590	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.6600	1.6000	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	-0.5000	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	institutional	0.0010	0.3490	naturalized
border_control_legitimacy__freedom_of_movement_primary	institutional	0.3500	0.6590	unknown
border_control_legitimacy__freedom_of_movement_primary	institutional	0.6600	1.6000	snare
border_control_legitimacy__freedom_of_movement_primary	analytical	-0.5000	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	analytical	0.0010	0.3490	naturalized
border_control_legitimacy__freedom_of_movement_primary	analytical	0.3500	0.6590	unknown
border_control_legitimacy__freedom_of_movement_primary	analytical	0.6600	1.6000	snare
injected_starved_01	powerless	-0.5000	1.6000	unknown
injected_starved_01	moderate	-0.5000	0.3500	rope
injected_starved_01	moderate	0.3510	1.6000	unknown
injected_starved_01	institutional	-0.5000	0.3500	rope
injected_starved_01	institutional	0.3510	1.6000	unknown
injected_starved_01	analytical	-0.5000	0.3500	rope
injected_starved_01	analytical	0.3510	1.6000	unknown
