id	n_obs_defined	has_full_map	chi_min	chi_max	chi_span	starved	subset_a	subset_b	mtype_vec	ftype_vec	immut_vec
learning_difficulty_substrate_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
learning_difficulty_substrate_flat_control	4	True	0.32773237573844677	0.33892953941448073	0.011197163676033961	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
livelihood_security_reading	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
llm_synthesis_capacity	4	True	0.08675268769547119	0.0897857122824846	0.0030330245870134054	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
longevity_mismatch	4	True	0.05783512513031413	0.05981109519079072	0.0019759700604765895	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
lycurgan_laws__demographic_trap_reading	4	True	0.39520668839047984	0.4067034524040913	0.011496764013611438	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	mountain|rope|rope|mountain
maat_order_principle__reciprocity_reading	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
marriage_authority__judicial_harmonization_reading	4	True	0.2795364381298516	0.2890869600888218	0.00955052195897016	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
mitochondrial_demand_signal_deficiency	4	True	0.3305008730623655	0.33726627760339284	0.0067654045410273644	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
moral_causation_locus_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
moral_causation_locus_flat_control	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
nad_precursor_bioavailability	4	True	0.32773237573844677	0.33892953941448073	0.011197163676033961	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
neutron_star_bombardment_reading	4	True	0.05783512513031413	0.059857141521656394	0.0020220163913422656	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
nicene_creed_authority__liturgical_habituation_reading	4	True	0.039104458161172494	0.0399047610144376	0.0008003028532651071	True	True	False	unknown|rope|rope|rope	rope|rope|rope|rope	mountain|rope|rope|mountain
organization_floor_c0	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
performance_legitimacy_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
performance_legitimacy_flat_control	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
polaris_document_status_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
polaris_document_status_flat_control	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
post_evidentiary	4	True	0.32773237573844677	0.33796934409038054	0.010236968351933773	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
pragmatic_action_reading	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
pre_public_initiative_reading	4	True	0.20242293795609945	0.20949999532579738	0.007077057369697937	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
prerequisite_debt_reading	4	True	0.23134050052125651	0.23924438076316287	0.007903880241906358	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
press_reformation_causality__strategic_deployment	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
press_reformation_causation__mutual_shaping	4	True	0.09639187521719023	0.09968515865131787	0.0032932834341276446	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
press_reformation_causation__strategic_deployment	4	True	0.30725992373646965	0.30902399181908535	0.0017640680826156996	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
propagation_speed_asymmetry	4	True	0.05783512513031413	0.05981109519079072	0.0019759700604765895	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
property_sector_overhang	4	True	0.32843065590961945	0.33726627760339284	0.008835621693773388	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
protein_anabolic_resistance	4	True	0.03855675008687608	0.039874063460527145	0.001317313373651062	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
qualitative_development_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
quantitative_growth_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
radiative_levitation_stratification	4	True	0.014458781282578532	0.014964285380414099	0.0005055040978355664	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
reading_acquisition_legitimacy__whole_language_meaning_primacy	4	True	0.2891756256515706	0.2975878920029936	0.008412266351423003	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
refugee_convention_text__expansive_humanitarian_reading	4	True	0.1584491496896237	0.15949625384210858	0.001047104152484879	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
regulated_stablecoin_reading	4	True	0.20242293795609945	0.2093388331677675	0.0069158952116680494	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
responsibility_preservation_mechanism	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
scale_ceiling_c0	4	True	0.08675268769547119	0.08971664278618607	0.0029639550907148843	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
secession_legitimacy_boundary__constitutional_impossibility_reading	4	True	0.2988148131732897	0.3092618978618914	0.010447084688601727	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
sex_gender_category__identity_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
shinbutsu_ontological_commitment__incoherence_reading	4	True	0.3229127819775872	0.3339452814819149	0.011032499504327664	True	False	False	piton|piton|piton|piton	piton|piton|piton|piton	mountain|rope|rope|mountain
situational_reading	4	True	0.32773237573844677	0.33892953941448073	0.011197163676033961	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
sovereign_cbdc_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
specification_binding_authority	4	True	0.32773237573844677	0.33892953941448073	0.011197163676033961	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
speech_protection_kernel__absolutist_reading	4	True	0.2988148131732897	0.30750748840309344	0.00869267522980377	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
state_killing_legitimacy__abolition_reading	4	True	0.4578614072816535	0.47350450359375984	0.015643096312106364	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
statutory_debt_ceiling__coordination_scaffold_reading	4	True	0.09639187521719023	0.09968515865131787	0.0032932834341276446	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
superheavy_decay_reading	4	True	0.32773237573844677	0.3391904686227196	0.011458092884272852	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
synthesis_infrastructure_gap	4	True	0.3279649075558195	0.33726627760339284	0.009301370047573365	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
techno_nationalist_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
third_act_arbitrage	4	True	0.2795364381298516	0.2889807785879801	0.009444340458128475	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
udhr_article_3__negative_liberty_reading	4	True	0.32773237573844677	0.33892953941448073	0.011197163676033961	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
validation_judgment_separation	4	True	0.05783512513031413	0.05981109519079072	0.0019759700604765895	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
vedic_corpus_social_prescription__colonial_orientalist_reading	4	True	0.32773237573844677	0.33726627760339284	0.00953390186494607	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
visual_evidentiary_authority_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
visual_evidentiary_authority_flat_control	4	True	0.1831445629126614	0.18940180143750393	0.006257238524842529	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
womens_financial_autonomy	4	True	0.1831445629126614	0.18940180143750393	0.006257238524842529	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
zero_mathematical_status__parmenidean_rejection	4	True	0.3279649075558195	0.33726627760339284	0.009301370047573365	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
zero_mathematical_status__placeholder_reading	4	True	0.2988148131732897	0.30849564641014243	0.00968083323685276	True	False	False	naturalized|naturalized|naturalized|naturalized	naturalized|naturalized|naturalized|naturalized	mountain|rope|rope|mountain
zionist_legitimacy_basis__national_liberation_reading	4	True	0.3132735944558682	0.32238688300324314	0.00911328854737492	True	False	False	naturalized|naturalized|naturalized|naturalized	rope|rope|rope|rope	mountain|rope|rope|mountain
