id	obs	gateval	type
acceptable_risk_for_energy__expected_value_reading	institutional	0.9000	snare
acceptable_risk_for_energy__expected_value_reading	analytical	0.0000	rope
acceptable_risk_for_energy__expected_value_reading	analytical	0.3500	unknown
acceptable_risk_for_energy__expected_value_reading	analytical	0.4500	tangled_rope
acceptable_risk_for_energy__expected_value_reading	analytical	0.6600	snare
acceptable_risk_for_energy__expected_value_reading	analytical	0.9000	snare
acceptable_risk_for_energy__precautionary_reading	powerless	0.0000	naturalized
acceptable_risk_for_energy__precautionary_reading	powerless	0.3500	unknown
acceptable_risk_for_energy__precautionary_reading	powerless	0.4500	tangled_rope
acceptable_risk_for_energy__precautionary_reading	powerless	0.6600	tangled_rope
acceptable_risk_for_energy__precautionary_reading	powerless	0.9000	tangled_rope
acceptable_risk_for_energy__precautionary_reading	moderate	0.0000	rope
acceptable_risk_for_energy__precautionary_reading	moderate	0.3500	unknown
acceptable_risk_for_energy__precautionary_reading	moderate	0.4500	tangled_rope
acceptable_risk_for_energy__precautionary_reading	moderate	0.6600	tangled_rope
acceptable_risk_for_energy__precautionary_reading	moderate	0.9000	tangled_rope
acceptable_risk_for_energy__precautionary_reading	institutional	0.0000	rope
acceptable_risk_for_energy__precautionary_reading	institutional	0.3500	unknown
acceptable_risk_for_energy__precautionary_reading	institutional	0.4500	tangled_rope
acceptable_risk_for_energy__precautionary_reading	institutional	0.6600	tangled_rope
acceptable_risk_for_energy__precautionary_reading	institutional	0.9000	tangled_rope
acceptable_risk_for_energy__precautionary_reading	analytical	0.0000	rope
acceptable_risk_for_energy__precautionary_reading	analytical	0.3500	unknown
acceptable_risk_for_energy__precautionary_reading	analytical	0.4500	tangled_rope
acceptable_risk_for_energy__precautionary_reading	analytical	0.6600	tangled_rope
acceptable_risk_for_energy__precautionary_reading	analytical	0.9000	tangled_rope
ai_alignment_commitment__ethics_justice_reading	powerless	0.0000	naturalized
ai_alignment_commitment__ethics_justice_reading	powerless	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	powerless	0.4500	tangled_rope
ai_alignment_commitment__ethics_justice_reading	powerless	0.6600	snare
ai_alignment_commitment__ethics_justice_reading	powerless	0.9000	snare
ai_alignment_commitment__ethics_justice_reading	moderate	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	moderate	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	moderate	0.4500	tangled_rope
ai_alignment_commitment__ethics_justice_reading	moderate	0.6600	snare
ai_alignment_commitment__ethics_justice_reading	moderate	0.9000	snare
ai_alignment_commitment__ethics_justice_reading	institutional	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	institutional	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	institutional	0.4500	tangled_rope
ai_alignment_commitment__ethics_justice_reading	institutional	0.6600	snare
ai_alignment_commitment__ethics_justice_reading	institutional	0.9000	snare
ai_alignment_commitment__ethics_justice_reading	analytical	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	analytical	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	analytical	0.4500	tangled_rope
ai_alignment_commitment__ethics_justice_reading	analytical	0.6600	snare
ai_alignment_commitment__ethics_justice_reading	analytical	0.9000	snare
ai_alignment_commitment__integrated_reading	powerless	0.0000	naturalized
ai_alignment_commitment__integrated_reading	powerless	0.3500	unknown
ai_alignment_commitment__integrated_reading	powerless	0.4500	tangled_rope
ai_alignment_commitment__integrated_reading	powerless	0.6600	tangled_rope
ai_alignment_commitment__integrated_reading	powerless	0.9000	tangled_rope
ai_alignment_commitment__integrated_reading	moderate	0.0000	rope
ai_alignment_commitment__integrated_reading	moderate	0.3500	unknown
ai_alignment_commitment__integrated_reading	moderate	0.4500	tangled_rope
ai_alignment_commitment__integrated_reading	moderate	0.6600	tangled_rope
ai_alignment_commitment__integrated_reading	moderate	0.9000	tangled_rope
ai_alignment_commitment__integrated_reading	institutional	0.0000	rope
ai_alignment_commitment__integrated_reading	institutional	0.3500	unknown
ai_alignment_commitment__integrated_reading	institutional	0.4500	tangled_rope
ai_alignment_commitment__integrated_reading	institutional	0.6600	tangled_rope
ai_alignment_commitment__integrated_reading	institutional	0.9000	tangled_rope
ai_alignment_commitment__integrated_reading	analytical	0.0000	rope
ai_alignment_commitment__integrated_reading	analytical	0.3500	unknown
ai_alignment_commitment__integrated_reading	analytical	0.4500	tangled_rope
ai_alignment_commitment__integrated_reading	analytical	0.6600	tangled_rope
ai_alignment_commitment__integrated_reading	analytical	0.9000	tangled_rope
ai_alignment_commitment__safety_control_reading	powerless	0.0000	naturalized
ai_alignment_commitment__safety_control_reading	powerless	0.3500	unknown
ai_alignment_commitment__safety_control_reading	powerless	0.4500	tangled_rope
ai_alignment_commitment__safety_control_reading	powerless	0.6600	snare
ai_alignment_commitment__safety_control_reading	powerless	0.9000	snare
ai_alignment_commitment__safety_control_reading	moderate	0.0000	rope
ai_alignment_commitment__safety_control_reading	moderate	0.3500	unknown
ai_alignment_commitment__safety_control_reading	moderate	0.4500	tangled_rope
ai_alignment_commitment__safety_control_reading	moderate	0.6600	snare
ai_alignment_commitment__safety_control_reading	moderate	0.9000	snare
ai_alignment_commitment__safety_control_reading	institutional	0.0000	rope
ai_alignment_commitment__safety_control_reading	institutional	0.3500	unknown
ai_alignment_commitment__safety_control_reading	institutional	0.4500	tangled_rope
ai_alignment_commitment__safety_control_reading	institutional	0.6600	snare
ai_alignment_commitment__safety_control_reading	institutional	0.9000	snare
ai_alignment_commitment__safety_control_reading	analytical	0.0000	rope
ai_alignment_commitment__safety_control_reading	analytical	0.3500	unknown
ai_alignment_commitment__safety_control_reading	analytical	0.4500	tangled_rope
ai_alignment_commitment__safety_control_reading	analytical	0.6600	snare
ai_alignment_commitment__safety_control_reading	analytical	0.9000	snare
ai_alignment_priority__existential_risk_reading	powerless	0.0000	naturalized
ai_alignment_priority__existential_risk_reading	powerless	0.3500	unknown
ai_alignment_priority__existential_risk_reading	powerless	0.4500	tangled_rope
ai_alignment_priority__existential_risk_reading	powerless	0.6600	snare
ai_alignment_priority__existential_risk_reading	powerless	0.9000	snare
ai_alignment_priority__existential_risk_reading	moderate	0.0000	rope
ai_alignment_priority__existential_risk_reading	moderate	0.3500	unknown
ai_alignment_priority__existential_risk_reading	moderate	0.4500	tangled_rope
ai_alignment_priority__existential_risk_reading	moderate	0.6600	snare
ai_alignment_priority__existential_risk_reading	moderate	0.9000	snare
ai_alignment_priority__existential_risk_reading	institutional	0.0000	rope
ai_alignment_priority__existential_risk_reading	institutional	0.3500	unknown
ai_alignment_priority__existential_risk_reading	institutional	0.4500	tangled_rope
ai_alignment_priority__existential_risk_reading	institutional	0.6600	snare
ai_alignment_priority__existential_risk_reading	institutional	0.9000	snare
ai_alignment_priority__existential_risk_reading	analytical	0.0000	rope
ai_alignment_priority__existential_risk_reading	analytical	0.3500	unknown
ai_alignment_priority__existential_risk_reading	analytical	0.4500	tangled_rope
ai_alignment_priority__existential_risk_reading	analytical	0.6600	snare
ai_alignment_priority__existential_risk_reading	analytical	0.9000	snare
ai_alignment_priority__integrated_reading	powerless	0.0000	naturalized
ai_alignment_priority__integrated_reading	powerless	0.3500	unknown
ai_alignment_priority__integrated_reading	powerless	0.4500	tangled_rope
ai_alignment_priority__integrated_reading	powerless	0.6600	snare
ai_alignment_priority__integrated_reading	powerless	0.9000	snare
ai_alignment_priority__integrated_reading	moderate	0.0000	rope
ai_alignment_priority__integrated_reading	moderate	0.3500	unknown
ai_alignment_priority__integrated_reading	moderate	0.4500	tangled_rope
ai_alignment_priority__integrated_reading	moderate	0.6600	snare
ai_alignment_priority__integrated_reading	moderate	0.9000	snare
ai_alignment_priority__integrated_reading	institutional	0.0000	rope
ai_alignment_priority__integrated_reading	institutional	0.3500	unknown
ai_alignment_priority__integrated_reading	institutional	0.4500	tangled_rope
ai_alignment_priority__integrated_reading	institutional	0.6600	snare
ai_alignment_priority__integrated_reading	institutional	0.9000	snare
ai_alignment_priority__integrated_reading	analytical	0.0000	rope
ai_alignment_priority__integrated_reading	analytical	0.3500	unknown
ai_alignment_priority__integrated_reading	analytical	0.4500	tangled_rope
ai_alignment_priority__integrated_reading	analytical	0.6600	snare
ai_alignment_priority__integrated_reading	analytical	0.9000	snare
ai_alignment_priority__nearterm_harms_reading	powerless	0.0000	naturalized
ai_alignment_priority__nearterm_harms_reading	powerless	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	powerless	0.4500	tangled_rope
ai_alignment_priority__nearterm_harms_reading	powerless	0.6600	snare
ai_alignment_priority__nearterm_harms_reading	powerless	0.9000	snare
ai_alignment_priority__nearterm_harms_reading	moderate	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	moderate	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	moderate	0.4500	tangled_rope
ai_alignment_priority__nearterm_harms_reading	moderate	0.6600	snare
ai_alignment_priority__nearterm_harms_reading	moderate	0.9000	snare
ai_alignment_priority__nearterm_harms_reading	institutional	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	institutional	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	institutional	0.4500	tangled_rope
ai_alignment_priority__nearterm_harms_reading	institutional	0.6600	snare
ai_alignment_priority__nearterm_harms_reading	institutional	0.9000	snare
ai_alignment_priority__nearterm_harms_reading	analytical	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	analytical	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	analytical	0.4500	tangled_rope
ai_alignment_priority__nearterm_harms_reading	analytical	0.6600	snare
ai_alignment_priority__nearterm_harms_reading	analytical	0.9000	snare
ai_jailbreak_vulnerability	powerless	0.0000	naturalized
ai_jailbreak_vulnerability	powerless	0.3500	unknown
ai_jailbreak_vulnerability	powerless	0.4500	tangled_rope
ai_jailbreak_vulnerability	powerless	0.6600	snare
ai_jailbreak_vulnerability	powerless	0.9000	snare
ai_jailbreak_vulnerability	moderate	0.0000	rope
ai_jailbreak_vulnerability	moderate	0.3500	unknown
ai_jailbreak_vulnerability	moderate	0.4500	tangled_rope
ai_jailbreak_vulnerability	moderate	0.6600	snare
ai_jailbreak_vulnerability	moderate	0.9000	snare
ai_jailbreak_vulnerability	institutional	0.0000	rope
ai_jailbreak_vulnerability	institutional	0.3500	unknown
ai_jailbreak_vulnerability	institutional	0.4500	tangled_rope
ai_jailbreak_vulnerability	institutional	0.6600	snare
ai_jailbreak_vulnerability	institutional	0.9000	snare
ai_jailbreak_vulnerability	analytical	0.0000	rope
ai_jailbreak_vulnerability	analytical	0.3500	unknown
ai_jailbreak_vulnerability	analytical	0.4500	tangled_rope
ai_jailbreak_vulnerability	analytical	0.6600	snare
ai_jailbreak_vulnerability	analytical	0.9000	snare
ai_risk_governance_priority__bridge_reading	powerless	0.0000	unknown
ai_risk_governance_priority__bridge_reading	powerless	0.3500	unknown
ai_risk_governance_priority__bridge_reading	powerless	0.4500	tangled_rope
ai_risk_governance_priority__bridge_reading	powerless	0.6600	tangled_rope
ai_risk_governance_priority__bridge_reading	powerless	0.9000	tangled_rope
ai_risk_governance_priority__bridge_reading	moderate	0.0000	rope
ai_risk_governance_priority__bridge_reading	moderate	0.3500	rope
ai_risk_governance_priority__bridge_reading	moderate	0.4500	tangled_rope
ai_risk_governance_priority__bridge_reading	moderate	0.6600	tangled_rope
ai_risk_governance_priority__bridge_reading	moderate	0.9000	tangled_rope
ai_risk_governance_priority__bridge_reading	institutional	0.0000	rope
ai_risk_governance_priority__bridge_reading	institutional	0.3500	rope
ai_risk_governance_priority__bridge_reading	institutional	0.4500	tangled_rope
ai_risk_governance_priority__bridge_reading	institutional	0.6600	tangled_rope
ai_risk_governance_priority__bridge_reading	institutional	0.9000	tangled_rope
ai_risk_governance_priority__bridge_reading	analytical	0.0000	rope
ai_risk_governance_priority__bridge_reading	analytical	0.3500	rope
ai_risk_governance_priority__bridge_reading	analytical	0.4500	tangled_rope
ai_risk_governance_priority__bridge_reading	analytical	0.6600	tangled_rope
ai_risk_governance_priority__bridge_reading	analytical	0.9000	tangled_rope
ai_risk_governance_priority__existential_risk_reading	powerless	0.0000	naturalized
ai_risk_governance_priority__existential_risk_reading	powerless	0.3500	unknown
ai_risk_governance_priority__existential_risk_reading	powerless	0.4500	tangled_rope
ai_risk_governance_priority__existential_risk_reading	powerless	0.6600	snare
ai_risk_governance_priority__existential_risk_reading	powerless	0.9000	snare
ai_risk_governance_priority__existential_risk_reading	moderate	0.0000	rope
ai_risk_governance_priority__existential_risk_reading	moderate	0.3500	unknown
ai_risk_governance_priority__existential_risk_reading	moderate	0.4500	tangled_rope
ai_risk_governance_priority__existential_risk_reading	moderate	0.6600	snare
ai_risk_governance_priority__existential_risk_reading	moderate	0.9000	snare
ai_risk_governance_priority__existential_risk_reading	institutional	0.0000	rope
ai_risk_governance_priority__existential_risk_reading	institutional	0.3500	unknown
ai_risk_governance_priority__existential_risk_reading	institutional	0.4500	tangled_rope
ai_risk_governance_priority__existential_risk_reading	institutional	0.6600	snare
ai_risk_governance_priority__existential_risk_reading	institutional	0.9000	snare
ai_risk_governance_priority__existential_risk_reading	analytical	0.0000	rope
ai_risk_governance_priority__existential_risk_reading	analytical	0.3500	unknown
ai_risk_governance_priority__existential_risk_reading	analytical	0.4500	tangled_rope
ai_risk_governance_priority__existential_risk_reading	analytical	0.6600	snare
ai_risk_governance_priority__existential_risk_reading	analytical	0.9000	snare
ai_risk_governance_priority__near_term_harms_reading	powerless	0.0000	naturalized
ai_risk_governance_priority__near_term_harms_reading	powerless	0.3500	unknown
ai_risk_governance_priority__near_term_harms_reading	powerless	0.4500	tangled_rope
ai_risk_governance_priority__near_term_harms_reading	powerless	0.6600	snare
ai_risk_governance_priority__near_term_harms_reading	powerless	0.9000	snare
ai_risk_governance_priority__near_term_harms_reading	moderate	0.0000	rope
ai_risk_governance_priority__near_term_harms_reading	moderate	0.3500	unknown
ai_risk_governance_priority__near_term_harms_reading	moderate	0.4500	tangled_rope
ai_risk_governance_priority__near_term_harms_reading	moderate	0.6600	snare
ai_risk_governance_priority__near_term_harms_reading	moderate	0.9000	snare
ai_risk_governance_priority__near_term_harms_reading	institutional	0.0000	rope
ai_risk_governance_priority__near_term_harms_reading	institutional	0.3500	unknown
ai_risk_governance_priority__near_term_harms_reading	institutional	0.4500	tangled_rope
ai_risk_governance_priority__near_term_harms_reading	institutional	0.6600	snare
ai_risk_governance_priority__near_term_harms_reading	institutional	0.9000	snare
ai_risk_governance_priority__near_term_harms_reading	analytical	0.0000	rope
ai_risk_governance_priority__near_term_harms_reading	analytical	0.3500	unknown
ai_risk_governance_priority__near_term_harms_reading	analytical	0.4500	tangled_rope
ai_risk_governance_priority__near_term_harms_reading	analytical	0.6600	snare
ai_risk_governance_priority__near_term_harms_reading	analytical	0.9000	snare
ai_risk_prioritization__existential_risk_reading	powerless	0.0000	naturalized
ai_risk_prioritization__existential_risk_reading	powerless	0.3500	unknown
ai_risk_prioritization__existential_risk_reading	powerless	0.4500	tangled_rope
ai_risk_prioritization__existential_risk_reading	powerless	0.6600	snare
ai_risk_prioritization__existential_risk_reading	powerless	0.9000	snare
ai_risk_prioritization__existential_risk_reading	moderate	0.0000	rope
ai_risk_prioritization__existential_risk_reading	moderate	0.3500	unknown
ai_risk_prioritization__existential_risk_reading	moderate	0.4500	tangled_rope
ai_risk_prioritization__existential_risk_reading	moderate	0.6600	snare
ai_risk_prioritization__existential_risk_reading	moderate	0.9000	snare
ai_risk_prioritization__existential_risk_reading	institutional	0.0000	rope
ai_risk_prioritization__existential_risk_reading	institutional	0.3500	unknown
ai_risk_prioritization__existential_risk_reading	institutional	0.4500	tangled_rope
ai_risk_prioritization__existential_risk_reading	institutional	0.6600	snare
ai_risk_prioritization__existential_risk_reading	institutional	0.9000	snare
ai_risk_prioritization__existential_risk_reading	analytical	0.0000	rope
