id	obs	gateval	type
actinide_replenishment_mechanism_flat_control	powerless	0.9000	mountain
actinide_replenishment_mechanism_flat_control	moderate	0.0000	scaffold
actinide_replenishment_mechanism_flat_control	moderate	0.3500	scaffold
actinide_replenishment_mechanism_flat_control	moderate	0.4500	scaffold
actinide_replenishment_mechanism_flat_control	moderate	0.6600	unknown
actinide_replenishment_mechanism_flat_control	moderate	0.9000	unknown
actinide_replenishment_mechanism_flat_control	institutional	0.0000	scaffold
actinide_replenishment_mechanism_flat_control	institutional	0.3500	scaffold
actinide_replenishment_mechanism_flat_control	institutional	0.4500	scaffold
actinide_replenishment_mechanism_flat_control	institutional	0.6600	unknown
actinide_replenishment_mechanism_flat_control	institutional	0.9000	unknown
actinide_replenishment_mechanism_flat_control	analytical	0.0000	mountain
actinide_replenishment_mechanism_flat_control	analytical	0.3500	mountain
actinide_replenishment_mechanism_flat_control	analytical	0.4500	mountain
actinide_replenishment_mechanism_flat_control	analytical	0.6600	mountain
actinide_replenishment_mechanism_flat_control	analytical	0.9000	mountain
adjunctification_of_university_teaching_c0	powerless	0.0000	naturalized
adjunctification_of_university_teaching_c0	powerless	0.3500	unknown
adjunctification_of_university_teaching_c0	powerless	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	powerless	0.6600	snare
adjunctification_of_university_teaching_c0	powerless	0.9000	snare
adjunctification_of_university_teaching_c0	moderate	0.0000	rope
adjunctification_of_university_teaching_c0	moderate	0.3500	unknown
adjunctification_of_university_teaching_c0	moderate	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	moderate	0.6600	snare
adjunctification_of_university_teaching_c0	moderate	0.9000	snare
adjunctification_of_university_teaching_c0	institutional	0.0000	rope
adjunctification_of_university_teaching_c0	institutional	0.3500	unknown
adjunctification_of_university_teaching_c0	institutional	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	institutional	0.6600	snare
adjunctification_of_university_teaching_c0	institutional	0.9000	snare
adjunctification_of_university_teaching_c0	analytical	0.0000	rope
adjunctification_of_university_teaching_c0	analytical	0.3500	unknown
adjunctification_of_university_teaching_c0	analytical	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	analytical	0.6600	snare
adjunctification_of_university_teaching_c0	analytical	0.9000	snare
animal_status_kernel__property_reading	powerless	0.0000	scaffold
animal_status_kernel__property_reading	powerless	0.3500	scaffold
animal_status_kernel__property_reading	powerless	0.4500	scaffold
animal_status_kernel__property_reading	powerless	0.6600	snare
animal_status_kernel__property_reading	powerless	0.9000	snare
animal_status_kernel__property_reading	moderate	0.0000	scaffold
animal_status_kernel__property_reading	moderate	0.3500	scaffold
animal_status_kernel__property_reading	moderate	0.4500	scaffold
animal_status_kernel__property_reading	moderate	0.6600	snare
animal_status_kernel__property_reading	moderate	0.9000	snare
animal_status_kernel__property_reading	institutional	0.0000	scaffold
animal_status_kernel__property_reading	institutional	0.3500	scaffold
animal_status_kernel__property_reading	institutional	0.4500	scaffold
animal_status_kernel__property_reading	institutional	0.6600	snare
animal_status_kernel__property_reading	institutional	0.9000	snare
animal_status_kernel__property_reading	analytical	0.0000	scaffold
animal_status_kernel__property_reading	analytical	0.3500	scaffold
animal_status_kernel__property_reading	analytical	0.4500	scaffold
animal_status_kernel__property_reading	analytical	0.6600	snare
animal_status_kernel__property_reading	analytical	0.9000	snare
apoe4_mitochondrial_vulnerability	powerless	0.0000	naturalized
apoe4_mitochondrial_vulnerability	powerless	0.3500	unknown
apoe4_mitochondrial_vulnerability	powerless	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	powerless	0.6600	snare
apoe4_mitochondrial_vulnerability	powerless	0.9000	snare
apoe4_mitochondrial_vulnerability	moderate	0.0000	rope
apoe4_mitochondrial_vulnerability	moderate	0.3500	unknown
apoe4_mitochondrial_vulnerability	moderate	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	moderate	0.6600	snare
apoe4_mitochondrial_vulnerability	moderate	0.9000	snare
apoe4_mitochondrial_vulnerability	institutional	0.0000	rope
apoe4_mitochondrial_vulnerability	institutional	0.3500	unknown
apoe4_mitochondrial_vulnerability	institutional	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	institutional	0.6600	snare
apoe4_mitochondrial_vulnerability	institutional	0.9000	snare
apoe4_mitochondrial_vulnerability	analytical	0.0000	rope
apoe4_mitochondrial_vulnerability	analytical	0.3500	unknown
apoe4_mitochondrial_vulnerability	analytical	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	analytical	0.6600	snare
apoe4_mitochondrial_vulnerability	analytical	0.9000	snare
architectural_pattern_validity	powerless	0.0000	scaffold
architectural_pattern_validity	powerless	0.3500	scaffold
architectural_pattern_validity	powerless	0.4500	scaffold
architectural_pattern_validity	powerless	0.6600	unknown
architectural_pattern_validity	powerless	0.9000	unknown
architectural_pattern_validity	moderate	0.0000	scaffold
architectural_pattern_validity	moderate	0.3500	scaffold
architectural_pattern_validity	moderate	0.4500	scaffold
architectural_pattern_validity	moderate	0.6600	unknown
architectural_pattern_validity	moderate	0.9000	unknown
architectural_pattern_validity	institutional	0.0000	scaffold
architectural_pattern_validity	institutional	0.3500	scaffold
architectural_pattern_validity	institutional	0.4500	scaffold
architectural_pattern_validity	institutional	0.6600	unknown
architectural_pattern_validity	institutional	0.9000	unknown
architectural_pattern_validity	analytical	0.0000	scaffold
architectural_pattern_validity	analytical	0.3500	scaffold
architectural_pattern_validity	analytical	0.4500	scaffold
architectural_pattern_validity	analytical	0.6600	unknown
architectural_pattern_validity	analytical	0.9000	unknown
authoritative_specification_reading	powerless	0.0000	naturalized
authoritative_specification_reading	powerless	0.3500	unknown
authoritative_specification_reading	powerless	0.4500	tangled_rope
authoritative_specification_reading	powerless	0.6600	snare
authoritative_specification_reading	powerless	0.9000	snare
authoritative_specification_reading	moderate	0.0000	rope
authoritative_specification_reading	moderate	0.3500	unknown
authoritative_specification_reading	moderate	0.4500	tangled_rope
authoritative_specification_reading	moderate	0.6600	snare
authoritative_specification_reading	moderate	0.9000	snare
authoritative_specification_reading	institutional	0.0000	rope
authoritative_specification_reading	institutional	0.3500	unknown
authoritative_specification_reading	institutional	0.4500	tangled_rope
authoritative_specification_reading	institutional	0.6600	snare
authoritative_specification_reading	institutional	0.9000	snare
authoritative_specification_reading	analytical	0.0000	rope
authoritative_specification_reading	analytical	0.3500	unknown
authoritative_specification_reading	analytical	0.4500	tangled_rope
authoritative_specification_reading	analytical	0.6600	snare
authoritative_specification_reading	analytical	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.0000	naturalized
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.9000	snare
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.0000	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.3500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.4500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.6600	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.9000	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.0000	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.3500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.4500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.6600	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.9000	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	0.0000	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	0.3500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	0.4500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	0.6600	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	0.9000	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.0000	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.3500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.4500	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.6600	unknown
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.9000	unknown
behavioral_adoption_friction	powerless	0.0000	scaffold
behavioral_adoption_friction	powerless	0.3500	scaffold
behavioral_adoption_friction	powerless	0.4500	scaffold
behavioral_adoption_friction	powerless	0.6600	unknown
behavioral_adoption_friction	powerless	0.9000	unknown
behavioral_adoption_friction	moderate	0.0000	scaffold
behavioral_adoption_friction	moderate	0.3500	scaffold
behavioral_adoption_friction	moderate	0.4500	scaffold
behavioral_adoption_friction	moderate	0.6600	unknown
behavioral_adoption_friction	moderate	0.9000	unknown
behavioral_adoption_friction	institutional	0.0000	scaffold
behavioral_adoption_friction	institutional	0.3500	scaffold
behavioral_adoption_friction	institutional	0.4500	scaffold
behavioral_adoption_friction	institutional	0.6600	unknown
behavioral_adoption_friction	institutional	0.9000	unknown
behavioral_adoption_friction	analytical	0.0000	scaffold
behavioral_adoption_friction	analytical	0.3500	scaffold
behavioral_adoption_friction	analytical	0.4500	scaffold
behavioral_adoption_friction	analytical	0.6600	unknown
behavioral_adoption_friction	analytical	0.9000	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.0000	naturalized
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	powerless	0.0000	naturalized
border_control_legitimacy__freedom_of_movement_primary	powerless	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	powerless	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	powerless	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	powerless	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	moderate	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	moderate	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	moderate	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	institutional	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	institutional	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	institutional	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	analytical	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	analytical	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	analytical	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	analytical	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	analytical	0.9000	snare
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.0000	naturalized
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.3500	unknown
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.4500	tangled_rope
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.6600	snare
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.9000	snare
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.0000	rope
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.3500	unknown
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.4500	tangled_rope
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.6600	snare
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.9000	snare
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	0.0000	rope
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	0.3500	unknown
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	0.4500	tangled_rope
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	0.6600	snare
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	0.9000	snare
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.0000	rope
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.3500	unknown
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.4500	tangled_rope
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.6600	snare
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.9000	snare
conceptual_framework_reading	powerless	0.0000	scaffold
conceptual_framework_reading	powerless	0.3500	scaffold
conceptual_framework_reading	powerless	0.4500	scaffold
conceptual_framework_reading	powerless	0.6600	unknown
conceptual_framework_reading	powerless	0.9000	unknown
conceptual_framework_reading	moderate	0.0000	scaffold
conceptual_framework_reading	moderate	0.3500	scaffold
conceptual_framework_reading	moderate	0.4500	scaffold
conceptual_framework_reading	moderate	0.6600	unknown
conceptual_framework_reading	moderate	0.9000	unknown
conceptual_framework_reading	institutional	0.0000	scaffold
conceptual_framework_reading	institutional	0.3500	scaffold
conceptual_framework_reading	institutional	0.4500	scaffold
conceptual_framework_reading	institutional	0.6600	unknown
conceptual_framework_reading	institutional	0.9000	unknown
conceptual_framework_reading	analytical	0.0000	scaffold
conceptual_framework_reading	analytical	0.3500	scaffold
conceptual_framework_reading	analytical	0.4500	scaffold
conceptual_framework_reading	analytical	0.6600	unknown
conceptual_framework_reading	analytical	0.9000	unknown
crypto_permissionless_reading	powerless	0.0000	scaffold
crypto_permissionless_reading	powerless	0.3500	scaffold
crypto_permissionless_reading	powerless	0.4500	scaffold
crypto_permissionless_reading	powerless	0.6600	unknown
crypto_permissionless_reading	powerless	0.9000	unknown
crypto_permissionless_reading	moderate	0.0000	scaffold
crypto_permissionless_reading	moderate	0.3500	scaffold
crypto_permissionless_reading	moderate	0.4500	scaffold
crypto_permissionless_reading	moderate	0.6600	unknown
crypto_permissionless_reading	moderate	0.9000	unknown
crypto_permissionless_reading	institutional	0.0000	scaffold
crypto_permissionless_reading	institutional	0.3500	scaffold
crypto_permissionless_reading	institutional	0.4500	scaffold
crypto_permissionless_reading	institutional	0.6600	unknown
crypto_permissionless_reading	institutional	0.9000	unknown
crypto_permissionless_reading	analytical	0.0000	scaffold
crypto_permissionless_reading	analytical	0.3500	scaffold
crypto_permissionless_reading	analytical	0.4500	scaffold
crypto_permissionless_reading	analytical	0.6600	unknown
crypto_permissionless_reading	analytical	0.9000	unknown
demographic_resource_allocation	powerless	0.0000	scaffold
demographic_resource_allocation	powerless	0.3500	scaffold
demographic_resource_allocation	powerless	0.4500	scaffold
demographic_resource_allocation	powerless	0.6600	unknown
demographic_resource_allocation	powerless	0.9000	unknown
demographic_resource_allocation	moderate	0.0000	scaffold
demographic_resource_allocation	moderate	0.3500	scaffold
demographic_resource_allocation	moderate	0.4500	scaffold
demographic_resource_allocation	moderate	0.6600	unknown
demographic_resource_allocation	moderate	0.9000	unknown
demographic_resource_allocation	institutional	0.0000	scaffold
demographic_resource_allocation	institutional	0.3500	scaffold
demographic_resource_allocation	institutional	0.4500	scaffold
demographic_resource_allocation	institutional	0.6600	unknown
demographic_resource_allocation	institutional	0.9000	unknown
demographic_resource_allocation	analytical	0.0000	scaffold
demographic_resource_allocation	analytical	0.3500	scaffold
demographic_resource_allocation	analytical	0.4500	scaffold
demographic_resource_allocation	analytical	0.6600	unknown
demographic_resource_allocation	analytical	0.9000	unknown
demographic_skill_mismatch_c0	powerless	0.0000	scaffold
demographic_skill_mismatch_c0	powerless	0.3500	scaffold
demographic_skill_mismatch_c0	powerless	0.4500	scaffold
demographic_skill_mismatch_c0	powerless	0.6600	unknown
demographic_skill_mismatch_c0	powerless	0.9000	unknown
demographic_skill_mismatch_c0	moderate	0.0000	scaffold
demographic_skill_mismatch_c0	moderate	0.3500	scaffold
demographic_skill_mismatch_c0	moderate	0.4500	scaffold
demographic_skill_mismatch_c0	moderate	0.6600	unknown
demographic_skill_mismatch_c0	moderate	0.9000	unknown
demographic_skill_mismatch_c0	institutional	0.0000	scaffold
demographic_skill_mismatch_c0	institutional	0.3500	scaffold
demographic_skill_mismatch_c0	institutional	0.4500	scaffold
demographic_skill_mismatch_c0	institutional	0.6600	unknown
demographic_skill_mismatch_c0	institutional	0.9000	unknown
demographic_skill_mismatch_c0	analytical	0.0000	scaffold
demographic_skill_mismatch_c0	analytical	0.3500	scaffold
demographic_skill_mismatch_c0	analytical	0.4500	scaffold
demographic_skill_mismatch_c0	analytical	0.6600	unknown
demographic_skill_mismatch_c0	analytical	0.9000	unknown
digital_money_legitimacy_flat_control	powerless	0.0000	naturalized
digital_money_legitimacy_flat_control	powerless	0.3500	unknown
digital_money_legitimacy_flat_control	powerless	0.4500	tangled_rope
digital_money_legitimacy_flat_control	powerless	0.6600	snare
digital_money_legitimacy_flat_control	powerless	0.9000	snare
digital_money_legitimacy_flat_control	moderate	0.0000	rope
digital_money_legitimacy_flat_control	moderate	0.3500	unknown
digital_money_legitimacy_flat_control	moderate	0.4500	tangled_rope
digital_money_legitimacy_flat_control	moderate	0.6600	snare
digital_money_legitimacy_flat_control	moderate	0.9000	snare
digital_money_legitimacy_flat_control	institutional	0.0000	rope
digital_money_legitimacy_flat_control	institutional	0.3500	unknown
digital_money_legitimacy_flat_control	institutional	0.4500	tangled_rope
digital_money_legitimacy_flat_control	institutional	0.6600	snare
digital_money_legitimacy_flat_control	institutional	0.9000	snare
digital_money_legitimacy_flat_control	analytical	0.0000	rope
digital_money_legitimacy_flat_control	analytical	0.3500	unknown
digital_money_legitimacy_flat_control	analytical	0.4500	tangled_rope
digital_money_legitimacy_flat_control	analytical	0.6600	snare
digital_money_legitimacy_flat_control	analytical	0.9000	snare
dispositional_reading	powerless	0.0000	naturalized
dispositional_reading	powerless	0.3500	unknown
dispositional_reading	powerless	0.4500	tangled_rope
dispositional_reading	powerless	0.6600	snare
dispositional_reading	powerless	0.9000	snare
dispositional_reading	moderate	0.0000	rope
dispositional_reading	moderate	0.3500	unknown
dispositional_reading	moderate	0.4500	tangled_rope
dispositional_reading	moderate	0.6600	snare
dispositional_reading	moderate	0.9000	snare
dispositional_reading	institutional	0.0000	rope
dispositional_reading	institutional	0.3500	unknown
dispositional_reading	institutional	0.4500	tangled_rope
dispositional_reading	institutional	0.6600	snare
dispositional_reading	institutional	0.9000	snare
dispositional_reading	analytical	0.0000	rope
dispositional_reading	analytical	0.3500	unknown
dispositional_reading	analytical	0.4500	tangled_rope
dispositional_reading	analytical	0.6600	snare
dispositional_reading	analytical	0.9000	snare
distributed_verification	powerless	0.0000	naturalized
distributed_verification	powerless	0.3500	unknown
distributed_verification	powerless	0.4500	tangled_rope
distributed_verification	powerless	0.6600	snare
distributed_verification	powerless	0.9000	snare
distributed_verification	moderate	0.0000	rope
distributed_verification	moderate	0.3500	unknown
distributed_verification	moderate	0.4500	tangled_rope
distributed_verification	moderate	0.6600	snare
distributed_verification	moderate	0.9000	snare
distributed_verification	institutional	0.0000	rope
distributed_verification	institutional	0.3500	unknown
distributed_verification	institutional	0.4500	tangled_rope
distributed_verification	institutional	0.6600	snare
distributed_verification	institutional	0.9000	snare
distributed_verification	analytical	0.0000	rope
distributed_verification	analytical	0.3500	unknown
distributed_verification	analytical	0.4500	tangled_rope
distributed_verification	analytical	0.6600	snare
distributed_verification	analytical	0.9000	snare
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.0000	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.3500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.4500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.6600	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.9000	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.0000	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.3500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.4500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.6600	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.9000	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	0.0000	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	0.3500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	0.4500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	0.6600	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	0.9000	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.0000	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.3500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.4500	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.6600	unknown
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.9000	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.0000	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.3500	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.4500	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.6600	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.9000	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.0000	rope
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.3500	rope
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.4500	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.6600	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.9000	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	0.0000	rope
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	0.3500	rope
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	0.4500	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	0.6600	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	0.9000	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.0000	rope
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.3500	rope
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.4500	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.6600	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.9000	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.0000	naturalized
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.3500	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.4500	tangled_rope
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.6600	snare
