id	obs	chi	immut	mtype	ftype
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.9315528632876693	mountain	snare	snare
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	powerless	0.1956393238982878	mountain	scaffold	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	moderate	0.19916858375069937	rope	scaffold	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	institutional	-0.0026163727141424306	rope	scaffold	scaffold
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	analytical	0.24658752263497122	mountain	scaffold	scaffold
behavioral_adoption_friction	powerless	0.4130163504519409	mountain	scaffold	scaffold
behavioral_adoption_friction	moderate	0.42046701014036536	rope	scaffold	scaffold
behavioral_adoption_friction	institutional	-0.01605575228631659	rope	scaffold	scaffold
behavioral_adoption_friction	analytical	0.5205736588960505	mountain	unknown	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.6738687823163247	mountain	snare	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.6860251218079645	rope	snare	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	-0.026196227414516545	rope	rope	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.4835999999999999	mountain	tangled_rope	tangled_rope
border_control_legitimacy__freedom_of_movement_primary	powerless	0.4212	mountain	unknown	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.8962586268781473	rope	snare	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	-0.06500862156059091	rope	rope	rope
border_control_legitimacy__freedom_of_movement_primary	analytical	1.1096438518573708	mountain	snare	snare
catastrophe_memory_kernel__boundary_maintenance_reading	powerless	0.6521310796609594	mountain	tangled_rope	tangled_rope
catastrophe_memory_kernel__boundary_maintenance_reading	moderate	0.6638952791689979	rope	snare	snare
catastrophe_memory_kernel__boundary_maintenance_reading	institutional	-0.02535118782049988	rope	rope	rope
catastrophe_memory_kernel__boundary_maintenance_reading	analytical	0.8219584087832374	mountain	snare	snare
conceptual_framework_reading	powerless	0.1337227482914982	mountain	scaffold	scaffold
conceptual_framework_reading	moderate	0.12103369853550082	rope	scaffold	scaffold
conceptual_framework_reading	institutional	-0.005070237564099976	rope	scaffold	scaffold
conceptual_framework_reading	analytical	0.16439168175664748	mountain	scaffold	scaffold
crypto_permissionless_reading	powerless	0.45649175576267154	mountain	unknown	unknown
crypto_permissionless_reading	moderate	0.46472669541829853	rope	unknown	unknown
crypto_permissionless_reading	institutional	-0.017745831474349917	rope	scaffold	scaffold
crypto_permissionless_reading	analytical	0.5753708861482661	mountain	unknown	unknown
demographic_resource_allocation	powerless	0.1956393238982878	mountain	scaffold	rope
demographic_resource_allocation	moderate	0.19916858375069937	rope	scaffold	rope
demographic_resource_allocation	institutional	0.007406425859549266	rope	scaffold	rope
demographic_resource_allocation	analytical	0.24658752263497122	mountain	scaffold	rope
demographic_skill_mismatch_c0	powerless	0.1956393238982878	mountain	scaffold	rope
demographic_skill_mismatch_c0	moderate	0.19916858375069937	rope	scaffold	rope
demographic_skill_mismatch_c0	institutional	-0.007605356346149964	rope	scaffold	rope
demographic_skill_mismatch_c0	analytical	0.24658752263497122	mountain	scaffold	rope
digital_money_legitimacy_contradictions	powerless	unknown	mountain	unknown	unknown
digital_money_legitimacy_contradictions	moderate	unknown	rope	unknown	unknown
digital_money_legitimacy_contradictions	institutional	unknown	rope	unknown	unknown
digital_money_legitimacy_contradictions	analytical	unknown	mountain	unknown	unknown
digital_money_legitimacy_flat_control	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
digital_money_legitimacy_flat_control	moderate	0.7524146497248644	rope	snare	snare
digital_money_legitimacy_flat_control	institutional	-0.028731346196566535	rope	rope	rope
digital_money_legitimacy_flat_control	analytical	0.9315528632876693	mountain	snare	snare
dispositional_reading	powerless	0.7390818902824207	mountain	snare	snare
dispositional_reading	moderate	0.7524146497248644	rope	snare	snare
dispositional_reading	institutional	-0.028731346196566535	rope	rope	rope
dispositional_reading	analytical	0.9315528632876693	mountain	snare	snare
distributed_verification	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
distributed_verification	moderate	0.7524146497248644	rope	snare	snare
distributed_verification	institutional	-0.028731346196566535	rope	rope	rope
distributed_verification	analytical	0.9315528632876693	mountain	snare	snare
divine_legitimacy_substrate__folk_syncretistic_reading	powerless	0.34545043308637036	mountain	scaffold	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	moderate	0.31267038788337714	rope	scaffold	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	institutional	-0.013098113707258273	rope	scaffold	scaffold
divine_legitimacy_substrate__folk_syncretistic_reading	analytical	0.4246785112046727	mountain	scaffold	scaffold
doomsday_clock_metric__hybrid_legitimacy_reading	powerless	0.43475405310730625	mountain	unknown	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	moderate	0.442596852779332	rope	unknown	unknown
doomsday_clock_metric__hybrid_legitimacy_reading	institutional	-0.016900791880333256	rope	rope	rope
doomsday_clock_metric__hybrid_legitimacy_reading	analytical	0.5479722725221584	mountain	unknown	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.07349346989524694	mountain	naturalized	naturalized
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	-0.024506148226483216	rope	rope	rope
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.7945597951571295	mountain	snare	snare
empty_shell_tolerance	powerless	0.3043278371751144	mountain	scaffold	scaffold
empty_shell_tolerance	moderate	0.3098177969455324	rope	scaffold	scaffold
empty_shell_tolerance	institutional	-0.01183055431623328	rope	scaffold	scaffold
empty_shell_tolerance	analytical	0.3835805907655109	mountain	scaffold	scaffold
epistemic_collapse	powerless	0.42639999999999995	mountain	tangled_rope	tangled_rope
epistemic_collapse	moderate	0.9073235481976304	rope	snare	snare
epistemic_collapse	institutional	-0.011919031253315518	rope	rope	rope
epistemic_collapse	analytical	1.1233431586704243	mountain	snare	snare
equal_protection_kernel__colorblind_reading	powerless	0.7390818902824207	mountain	tangled_rope	tangled_rope
equal_protection_kernel__colorblind_reading	moderate	0.7524146497248644	rope	tangled_rope	tangled_rope
equal_protection_kernel__colorblind_reading	institutional	-0.028731346196566535	rope	rope	rope
equal_protection_kernel__colorblind_reading	analytical	0.9315528632876693	mountain	unknown	unknown
fictional_construct_reading	powerless	0.3120197460134958	mountain	scaffold	scaffold
fictional_construct_reading	moderate	0.28241196324950196	rope	scaffold	scaffold
fictional_construct_reading	institutional	-0.01183055431623328	rope	scaffold	scaffold
fictional_construct_reading	analytical	0.3835805907655109	mountain	scaffold	scaffold
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.7390818902824207	mountain	snare	snare
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.7524146497248644	rope	snare	snare
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	-0.028731346196566535	rope	rope	rope
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.9315528632876693	mountain	snare	snare
gendered_outcome_asymmetry	powerless	0.8477704035592473	mountain	snare	snare
gendered_outcome_asymmetry	moderate	0.8630638629196973	rope	snare	snare
gendered_outcome_asymmetry	institutional	-0.03295654416664985	rope	rope	rope
gendered_outcome_asymmetry	analytical	1.0685459314182089	mountain	snare	snare
geopolitical_settlement_competition	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
geopolitical_settlement_competition	moderate	0.7524146497248644	rope	snare	snare
geopolitical_settlement_competition	institutional	0.07488390552014793	rope	naturalized	naturalized
geopolitical_settlement_competition	analytical	0.9315528632876693	mountain	snare	snare
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.25013631030670175	mountain	unknown	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.34301256090398224	rope	rope	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	-0.013098113707258273	rope	rope	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.4246785112046727	mountain	unknown	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.2717212831920664	mountain	unknown	unknown
historical_treaty_substrate__stewardship_reading	moderate	0.27662303298708246	rope	rope	rope
historical_treaty_substrate__stewardship_reading	institutional	-0.010562994925208284	rope	rope	rope
historical_treaty_substrate__stewardship_reading	analytical	0.34248267032634894	mountain	rope	rope
indexical_realism	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
indexical_realism	moderate	0.7524146497248644	rope	snare	snare
indexical_realism	institutional	-0.028731346196566535	rope	rope	rope
indexical_realism	analytical	0.9315528632876693	mountain	snare	snare
institutional_barrier_structure	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
institutional_barrier_structure	moderate	0.7524146497248644	rope	snare	snare
institutional_barrier_structure	institutional	-0.028731346196566535	rope	rope	rope
institutional_barrier_structure	analytical	0.9315528632876693	mountain	snare	snare
institutional_trust_erosion_c0	powerless	0.7390818902824207	mountain	unknown	unknown
institutional_trust_erosion_c0	moderate	0.7524146497248644	rope	unknown	unknown
institutional_trust_erosion_c0	institutional	0.5280555494342778	rope	unknown	unknown
institutional_trust_erosion_c0	analytical	0.9315528632876693	mountain	unknown	unknown
institutional_validation_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
institutional_validation_reading	moderate	0.7524146497248644	rope	snare	snare
institutional_validation_reading	institutional	-0.028731346196566535	rope	rope	rope
institutional_validation_reading	analytical	0.9315528632876693	mountain	snare	snare
institutional_verification_collapse	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
institutional_verification_collapse	moderate	0.7524146497248644	rope	snare	snare
institutional_verification_collapse	institutional	-0.028731346196566535	rope	rope	rope
institutional_verification_collapse	analytical	0.9315528632876693	mountain	snare	snare
interactionist_reading	powerless	0.46802961902024365	mountain	unknown	unknown
interactionist_reading	moderate	0.42361794487425286	rope	scaffold	scaffold
interactionist_reading	institutional	-0.017745831474349917	rope	scaffold	scaffold
interactionist_reading	analytical	0.5753708861482661	mountain	unknown	unknown
intervention_target_selection	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
intervention_target_selection	moderate	0.7524146497248644	rope	snare	snare
intervention_target_selection	institutional	-0.028731346196566535	rope	rope	rope
intervention_target_selection	analytical	0.9315528632876693	mountain	snare	snare
jewish_self_determination__indigenous_return_reading	powerless	0.8691978638947382	mountain	snare	snare
jewish_self_determination__indigenous_return_reading	moderate	0.7867190404807554	rope	snare	snare
jewish_self_determination__indigenous_return_reading	institutional	-0.03295654416664985	rope	scaffold	scaffold
jewish_self_determination__indigenous_return_reading	analytical	1.0685459314182089	mountain	snare	snare
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.16303276991523985	mountain	scaffold	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.16597381979224948	rope	scaffold	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	-0.00633779695512497	rope	scaffold	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.20548960219580936	mountain	scaffold	scaffold
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.9781966194914391	mountain	snare	snare
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.9958429187534968	rope	snare	snare
jewish_sovereignty_palestine__settler_colonial_reading	institutional	-0.038026781730749824	rope	rope	rope
jewish_sovereignty_palestine__settler_colonial_reading	analytical	1.2329376131748562	mountain	snare	snare
jewish_territorial_claim__labor_zionism_reading	powerless	0.9238523628530256	mountain	snare	snare
jewish_territorial_claim__labor_zionism_reading	moderate	0.9405183121560804	rope	snare	snare
jewish_territorial_claim__labor_zionism_reading	institutional	-0.035914182745708165	rope	rope	rope
jewish_territorial_claim__labor_zionism_reading	analytical	1.1644410791095863	mountain	snare	snare
john_1_1_logos__non_incarnational_monotheist	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
john_1_1_logos__non_incarnational_monotheist	moderate	0.7524146497248644	rope	snare	snare
john_1_1_logos__non_incarnational_monotheist	institutional	0.8938840746978716	rope	snare	snare
john_1_1_logos__non_incarnational_monotheist	analytical	0.9315528632876693	mountain	snare	snare
knowledge_legitimacy_biomedicine_contradictions	powerless	unknown	mountain	unknown	unknown
knowledge_legitimacy_biomedicine_contradictions	moderate	unknown	rope	unknown	unknown
knowledge_legitimacy_biomedicine_contradictions	institutional	unknown	rope	unknown	unknown
knowledge_legitimacy_biomedicine_contradictions	analytical	unknown	mountain	unknown	unknown
knowledge_legitimacy_biomedicine_flat_control	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
knowledge_legitimacy_biomedicine_flat_control	moderate	0.7524146497248644	rope	snare	snare
knowledge_legitimacy_biomedicine_flat_control	institutional	-0.028731346196566535	rope	rope	rope
knowledge_legitimacy_biomedicine_flat_control	analytical	0.9315528632876693	mountain	snare	snare
lausanne_minority_protections__guarantor_reading	powerless	0.14963016413095928	mountain	scaffold	scaffold
lausanne_minority_protections__guarantor_reading	moderate	0.22189511398175152	rope	scaffold	scaffold
lausanne_minority_protections__guarantor_reading	institutional	-0.00929543553418329	rope	scaffold	scaffold
lausanne_minority_protections__guarantor_reading	analytical	0.30138474988718705	mountain	scaffold	scaffold
learning_difficulty_substrate_contradictions	powerless	unknown	mountain	unknown	unknown
learning_difficulty_substrate_contradictions	moderate	unknown	rope	unknown	unknown
learning_difficulty_substrate_contradictions	institutional	unknown	rope	unknown	unknown
learning_difficulty_substrate_contradictions	analytical	unknown	mountain	unknown	unknown
learning_difficulty_substrate_flat_control	powerless	0.7390818902824207	mountain	snare	snare
learning_difficulty_substrate_flat_control	moderate	0.7524146497248644	rope	snare	snare
learning_difficulty_substrate_flat_control	institutional	-0.028731346196566535	rope	rope	rope
learning_difficulty_substrate_flat_control	analytical	0.9315528632876693	mountain	snare	snare
livelihood_security_reading	powerless	0.45649175576267154	mountain	unknown	unknown
livelihood_security_reading	moderate	0.46472669541829853	rope	unknown	unknown
livelihood_security_reading	institutional	-0.017745831474349917	rope	rope	rope
livelihood_security_reading	analytical	0.5753708861482661	mountain	unknown	unknown
llm_synthesis_capacity	powerless	0.2005841224372473	mountain	scaffold	scaffold
llm_synthesis_capacity	moderate	0.18155054780325125	rope	scaffold	scaffold
llm_synthesis_capacity	institutional	-0.007605356346149964	rope	scaffold	scaffold
llm_synthesis_capacity	analytical	0.24658752263497122	mountain	scaffold	scaffold
longevity_mismatch	powerless	0.13042621593219186	mountain	scaffold	rope
longevity_mismatch	moderate	0.13277905583379956	rope	scaffold	rope
longevity_mismatch	institutional	-0.005070237564099976	rope	scaffold	rope
longevity_mismatch	analytical	0.16439168175664748	mountain	scaffold	rope
lycurgan_laws__demographic_trap_reading	powerless	0.42639999999999995	mountain	tangled_rope	tangled_rope
lycurgan_laws__demographic_trap_reading	moderate	0.9073235481976304	rope	snare	snare
lycurgan_laws__demographic_trap_reading	institutional	-0.03464662335468317	rope	rope	rope
lycurgan_laws__demographic_trap_reading	analytical	1.1233431586704243	mountain	snare	snare
maat_order_principle__reciprocity_reading	powerless	0.45649175576267154	mountain	unknown	unknown
maat_order_principle__reciprocity_reading	moderate	0.46472669541829853	rope	unknown	unknown
maat_order_principle__reciprocity_reading	institutional	-0.017745831474349917	rope	rope	rope
maat_order_principle__reciprocity_reading	analytical	0.5753708861482661	mountain	unknown	unknown
marriage_authority__judicial_harmonization_reading	powerless	0.6303933770055941	mountain	tangled_rope	tangled_rope
marriage_authority__judicial_harmonization_reading	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
marriage_authority__judicial_harmonization_reading	institutional	-0.024506148226483216	rope	scaffold	scaffold
marriage_authority__judicial_harmonization_reading	analytical	0.7945597951571295	mountain	tangled_rope	tangled_rope
mitochondrial_demand_signal_deficiency	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
mitochondrial_demand_signal_deficiency	moderate	0.7524146497248644	rope	snare	snare
mitochondrial_demand_signal_deficiency	institutional	0.1981423749654954	rope	naturalized	naturalized
mitochondrial_demand_signal_deficiency	analytical	0.9315528632876693	mountain	snare	snare
moral_causation_locus_contradictions	powerless	unknown	mountain	unknown	unknown
moral_causation_locus_contradictions	moderate	unknown	rope	unknown	unknown
moral_causation_locus_contradictions	institutional	unknown	rope	unknown	unknown
moral_causation_locus_contradictions	analytical	unknown	mountain	unknown	unknown
moral_causation_locus_flat_control	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
moral_causation_locus_flat_control	moderate	0.7524146497248644	rope	snare	snare
moral_causation_locus_flat_control	institutional	-0.028731346196566535	rope	rope	rope
moral_causation_locus_flat_control	analytical	0.9315528632876693	mountain	snare	snare
nad_precursor_bioavailability	powerless	0.7390818902824207	mountain	snare	snare
nad_precursor_bioavailability	moderate	0.7524146497248644	rope	snare	snare
nad_precursor_bioavailability	institutional	-0.028731346196566535	rope	rope	rope
nad_precursor_bioavailability	analytical	0.9315528632876693	mountain	snare	snare
neutron_star_bombardment_reading	powerless	0.1337227482914982	mountain	scaffold	scaffold
neutron_star_bombardment_reading	moderate	0.12103369853550082	rope	scaffold	scaffold
neutron_star_bombardment_reading	institutional	-0.005070237564099976	rope	scaffold	scaffold
neutron_star_bombardment_reading	analytical	0.16439168175664748	mountain	scaffold	scaffold
nicene_creed_authority__liturgical_habituation_reading	powerless	0.08914849886099879	mountain	unknown	rope
nicene_creed_authority__liturgical_habituation_reading	moderate	0.08068913235700055	rope	rope	rope
nicene_creed_authority__liturgical_habituation_reading	institutional	0.041875817713614386	rope	rope	rope
nicene_creed_authority__liturgical_habituation_reading	analytical	0.10959445450443167	mountain	rope	rope
organization_floor_c0	powerless	0.45649175576267154	mountain	unknown	unknown
organization_floor_c0	moderate	0.46472669541829853	rope	unknown	unknown
organization_floor_c0	institutional	-0.017745831474349917	rope	scaffold	tangled_rope
organization_floor_c0	analytical	0.5753708861482661	mountain	unknown	unknown
performance_legitimacy_contradictions	powerless	unknown	mountain	unknown	unknown
performance_legitimacy_contradictions	moderate	unknown	rope	unknown	unknown
performance_legitimacy_contradictions	institutional	unknown	rope	unknown	unknown
performance_legitimacy_contradictions	analytical	unknown	mountain	unknown	unknown
performance_legitimacy_flat_control	powerless	0.05990712441611834	mountain	naturalized	naturalized
performance_legitimacy_flat_control	moderate	0.7524146497248644	rope	snare	snare
performance_legitimacy_flat_control	institutional	-0.028731346196566535	rope	rope	rope
performance_legitimacy_flat_control	analytical	0.9315528632876693	mountain	snare	snare
polaris_document_status_contradictions	powerless	unknown	mountain	unknown	unknown
polaris_document_status_contradictions	moderate	unknown	rope	unknown	unknown
polaris_document_status_contradictions	institutional	unknown	rope	unknown	unknown
polaris_document_status_contradictions	analytical	unknown	mountain	unknown	unknown
polaris_document_status_flat_control	powerless	0.45649175576267154	mountain	tangled_rope	tangled_rope
polaris_document_status_flat_control	moderate	0.46472669541829853	rope	tangled_rope	tangled_rope
polaris_document_status_flat_control	institutional	-0.017745831474349917	rope	rope	rope
polaris_document_status_flat_control	analytical	0.5753708861482661	mountain	tangled_rope	tangled_rope
post_evidentiary	powerless	0.6707181103747335	mountain	snare	snare
post_evidentiary	moderate	0.7524146497248644	rope	snare	snare
post_evidentiary	institutional	-0.028731346196566535	rope	rope	rope
post_evidentiary	analytical	0.9315528632876693	mountain	snare	snare
pragmatic_action_reading	powerless	0.45649175576267154	mountain	unknown	unknown
pragmatic_action_reading	moderate	0.46472669541829853	rope	unknown	unknown
pragmatic_action_reading	institutional	-0.017745831474349917	rope	scaffold	scaffold
pragmatic_action_reading	analytical	0.5753708861482661	mountain	unknown	unknown
pre_public_initiative_reading	powerless	0.46802961902024365	mountain	unknown	unknown
pre_public_initiative_reading	moderate	0.42361794487425286	rope	scaffold	scaffold
pre_public_initiative_reading	institutional	-0.017745831474349917	rope	scaffold	scaffold
pre_public_initiative_reading	analytical	0.5753708861482661	mountain	unknown	unknown
prerequisite_debt_reading	powerless	0.5217048637287675	mountain	unknown	unknown
prerequisite_debt_reading	moderate	0.5311162233351983	rope	unknown	unknown
prerequisite_debt_reading	institutional	-0.020280950256399904	rope	scaffold	scaffold
prerequisite_debt_reading	analytical	0.6575667270265899	mountain	unknown	unknown
press_reformation_causality__strategic_deployment	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
press_reformation_causality__strategic_deployment	moderate	0.7524146497248644	rope	snare	snare
press_reformation_causality__strategic_deployment	institutional	-0.028731346196566535	rope	rope	rope
press_reformation_causality__strategic_deployment	analytical	0.9315528632876693	mountain	snare	snare
press_reformation_causation__mutual_shaping	powerless	0.21737702655365312	mountain	scaffold	piton
press_reformation_causation__mutual_shaping	moderate	0.221298426389666	rope	scaffold	piton
press_reformation_causation__mutual_shaping	institutional	-0.008450395940166628	rope	scaffold	piton
press_reformation_causation__mutual_shaping	analytical	0.2739861362610792	mountain	scaffold	piton
press_reformation_causation__strategic_deployment	powerless	0.6738687823163247	mountain	snare	snare
press_reformation_causation__strategic_deployment	moderate	0.6860251218079645	rope	snare	snare
press_reformation_causation__strategic_deployment	institutional	0.8321962274145166	rope	snare	snare
press_reformation_causation__strategic_deployment	analytical	0.8493570224093454	mountain	snare	snare
propagation_speed_asymmetry	powerless	0.13042621593219186	mountain	scaffold	rope
propagation_speed_asymmetry	moderate	0.13277905583379956	rope	scaffold	rope
propagation_speed_asymmetry	institutional	-0.005070237564099976	rope	scaffold	rope
propagation_speed_asymmetry	analytical	0.16439168175664748	mountain	scaffold	rope
property_sector_overhang	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
property_sector_overhang	moderate	0.7524146497248644	rope	snare	snare
property_sector_overhang	institutional	0.0279798310249639	rope	naturalized	naturalized
property_sector_overhang	analytical	0.9315528632876693	mountain	snare	snare
protein_anabolic_resistance	powerless	0.08695081062146126	mountain	mountain	mountain
protein_anabolic_resistance	moderate	0.0885193705558664	rope	scaffold	scaffold
protein_anabolic_resistance	institutional	-0.003380158376066651	rope	scaffold	scaffold
protein_anabolic_resistance	analytical	0.10959445450443167	mountain	mountain	mountain
qualitative_development_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
qualitative_development_reading	moderate	0.7524146497248644	rope	snare	snare
qualitative_development_reading	institutional	-0.028731346196566535	rope	rope	rope
qualitative_development_reading	analytical	0.9315528632876693	mountain	snare	snare
quantitative_growth_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
quantitative_growth_reading	moderate	0.7524146497248644	rope	snare	snare
quantitative_growth_reading	institutional	-0.028731346196566535	rope	rope	rope
quantitative_growth_reading	analytical	0.9315528632876693	mountain	snare	snare
radiative_levitation_stratification	powerless	0.03343068707287455	mountain	mountain	mountain
radiative_levitation_stratification	moderate	0.030258424633875205	rope	scaffold	scaffold
radiative_levitation_stratification	institutional	-0.001267559391024994	rope	scaffold	scaffold
radiative_levitation_stratification	analytical	0.04109792043916187	mountain	mountain	mountain
reading_acquisition_legitimacy__whole_language_meaning_primacy	powerless	0.312	mountain	naturalized	naturalized
reading_acquisition_legitimacy__whole_language_meaning_primacy	moderate	0.6638952791689979	rope	snare	snare
reading_acquisition_legitimacy__whole_language_meaning_primacy	institutional	-0.02535118782049988	rope	rope	rope
reading_acquisition_legitimacy__whole_language_meaning_primacy	analytical	0.8219584087832374	mountain	snare	snare
refugee_convention_text__expansive_humanitarian_reading	powerless	0.34780324248584504	mountain	scaffold	piton
refugee_convention_text__expansive_humanitarian_reading	moderate	0.3540774822234656	rope	scaffold	piton
refugee_convention_text__expansive_humanitarian_reading	institutional	0.34209272693568826	rope	scaffold	piton
refugee_convention_text__expansive_humanitarian_reading	analytical	0.4383778180177267	mountain	scaffold	piton
regulated_stablecoin_reading	powerless	0.45649175576267154	mountain	tangled_rope	tangled_rope
regulated_stablecoin_reading	moderate	0.46472669541829853	rope	tangled_rope	tangled_rope
regulated_stablecoin_reading	institutional	-0.017745831474349917	rope	rope	rope
regulated_stablecoin_reading	analytical	0.5753708861482661	mountain	tangled_rope	tangled_rope
responsibility_preservation_mechanism	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
responsibility_preservation_mechanism	moderate	0.7524146497248644	rope	snare	snare
responsibility_preservation_mechanism	institutional	-0.028731346196566535	rope	rope	rope
responsibility_preservation_mechanism	analytical	0.9315528632876693	mountain	snare	snare
scale_ceiling_c0	powerless	0.1956393238982878	mountain	scaffold	rope
scale_ceiling_c0	moderate	0.19916858375069937	rope	scaffold	rope
scale_ceiling_c0	institutional	-0.007605356346149964	rope	scaffold	rope
scale_ceiling_c0	analytical	0.24658752263497122	mountain	scaffold	rope
