id	obs	gateval	type
adjunctification_of_university_teaching_c0	powerless	0.9000	snare
adjunctification_of_university_teaching_c0	moderate	0.0000	rope
adjunctification_of_university_teaching_c0	moderate	0.3500	unknown
adjunctification_of_university_teaching_c0	moderate	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	moderate	0.6600	snare
adjunctification_of_university_teaching_c0	moderate	0.9000	snare
adjunctification_of_university_teaching_c0	institutional	0.0000	rope
adjunctification_of_university_teaching_c0	institutional	0.3500	unknown
adjunctification_of_university_teaching_c0	institutional	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	institutional	0.6600	snare
adjunctification_of_university_teaching_c0	institutional	0.9000	snare
adjunctification_of_university_teaching_c0	analytical	0.0000	rope
adjunctification_of_university_teaching_c0	analytical	0.3500	unknown
adjunctification_of_university_teaching_c0	analytical	0.4500	tangled_rope
adjunctification_of_university_teaching_c0	analytical	0.6600	snare
adjunctification_of_university_teaching_c0	analytical	0.9000	snare
animal_status_kernel__property_reading	powerless	0.0000	scaffold
animal_status_kernel__property_reading	powerless	0.3500	scaffold
animal_status_kernel__property_reading	powerless	0.4500	scaffold
animal_status_kernel__property_reading	powerless	0.6600	snare
animal_status_kernel__property_reading	powerless	0.9000	snare
animal_status_kernel__property_reading	moderate	0.0000	scaffold
animal_status_kernel__property_reading	moderate	0.3500	scaffold
animal_status_kernel__property_reading	moderate	0.4500	scaffold
animal_status_kernel__property_reading	moderate	0.6600	snare
animal_status_kernel__property_reading	moderate	0.9000	snare
animal_status_kernel__property_reading	institutional	0.0000	scaffold
animal_status_kernel__property_reading	institutional	0.3500	scaffold
animal_status_kernel__property_reading	institutional	0.4500	scaffold
animal_status_kernel__property_reading	institutional	0.6600	snare
animal_status_kernel__property_reading	institutional	0.9000	snare
animal_status_kernel__property_reading	analytical	0.0000	scaffold
animal_status_kernel__property_reading	analytical	0.3500	scaffold
animal_status_kernel__property_reading	analytical	0.4500	scaffold
animal_status_kernel__property_reading	analytical	0.6600	snare
animal_status_kernel__property_reading	analytical	0.9000	snare
apoe4_mitochondrial_vulnerability	powerless	0.0000	naturalized
apoe4_mitochondrial_vulnerability	powerless	0.3500	unknown
apoe4_mitochondrial_vulnerability	powerless	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	powerless	0.6600	snare
apoe4_mitochondrial_vulnerability	powerless	0.9000	snare
apoe4_mitochondrial_vulnerability	moderate	0.0000	rope
apoe4_mitochondrial_vulnerability	moderate	0.3500	unknown
apoe4_mitochondrial_vulnerability	moderate	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	moderate	0.6600	snare
apoe4_mitochondrial_vulnerability	moderate	0.9000	snare
apoe4_mitochondrial_vulnerability	institutional	0.0000	rope
apoe4_mitochondrial_vulnerability	institutional	0.3500	unknown
apoe4_mitochondrial_vulnerability	institutional	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	institutional	0.6600	snare
apoe4_mitochondrial_vulnerability	institutional	0.9000	snare
apoe4_mitochondrial_vulnerability	analytical	0.0000	rope
apoe4_mitochondrial_vulnerability	analytical	0.3500	unknown
apoe4_mitochondrial_vulnerability	analytical	0.4500	tangled_rope
apoe4_mitochondrial_vulnerability	analytical	0.6600	snare
apoe4_mitochondrial_vulnerability	analytical	0.9000	snare
authoritative_specification_reading	powerless	0.0000	naturalized
authoritative_specification_reading	powerless	0.3500	unknown
authoritative_specification_reading	powerless	0.4500	tangled_rope
authoritative_specification_reading	powerless	0.6600	snare
authoritative_specification_reading	powerless	0.9000	snare
authoritative_specification_reading	moderate	0.0000	rope
authoritative_specification_reading	moderate	0.3500	unknown
authoritative_specification_reading	moderate	0.4500	tangled_rope
authoritative_specification_reading	moderate	0.6600	snare
authoritative_specification_reading	moderate	0.9000	snare
authoritative_specification_reading	institutional	0.0000	rope
authoritative_specification_reading	institutional	0.3500	unknown
authoritative_specification_reading	institutional	0.4500	tangled_rope
authoritative_specification_reading	institutional	0.6600	snare
authoritative_specification_reading	institutional	0.9000	snare
authoritative_specification_reading	analytical	0.0000	rope
authoritative_specification_reading	analytical	0.3500	unknown
authoritative_specification_reading	analytical	0.4500	tangled_rope
authoritative_specification_reading	analytical	0.6600	snare
authoritative_specification_reading	analytical	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.0000	naturalized
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	powerless	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	moderate	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	institutional	0.9000	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.0000	rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.3500	unknown
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.4500	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.6600	snare
basic_law_interpretive_authority__parliamentary_sovereignty_reading	analytical	0.9000	snare
behavioral_adoption_friction	powerless	0.0000	scaffold
behavioral_adoption_friction	powerless	0.3500	scaffold
behavioral_adoption_friction	powerless	0.4500	scaffold
behavioral_adoption_friction	powerless	0.6600	unknown
behavioral_adoption_friction	powerless	0.9000	unknown
behavioral_adoption_friction	moderate	0.0000	scaffold
behavioral_adoption_friction	moderate	0.3500	scaffold
behavioral_adoption_friction	moderate	0.4500	scaffold
behavioral_adoption_friction	moderate	0.6600	unknown
behavioral_adoption_friction	moderate	0.9000	unknown
behavioral_adoption_friction	institutional	0.0000	scaffold
behavioral_adoption_friction	institutional	0.3500	scaffold
behavioral_adoption_friction	institutional	0.4500	scaffold
behavioral_adoption_friction	institutional	0.6600	unknown
behavioral_adoption_friction	institutional	0.9000	unknown
behavioral_adoption_friction	analytical	0.0000	scaffold
behavioral_adoption_friction	analytical	0.3500	scaffold
behavioral_adoption_friction	analytical	0.4500	scaffold
behavioral_adoption_friction	analytical	0.6600	unknown
behavioral_adoption_friction	analytical	0.9000	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.0000	naturalized
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	powerless	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	moderate	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	institutional	0.9000	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.0000	rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.3500	unknown
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.4500	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.6600	snare
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	analytical	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	powerless	0.0000	naturalized
border_control_legitimacy__freedom_of_movement_primary	powerless	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	powerless	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	powerless	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	powerless	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	moderate	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	moderate	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	moderate	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	moderate	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	institutional	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	institutional	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	institutional	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	institutional	0.9000	snare
border_control_legitimacy__freedom_of_movement_primary	analytical	0.0000	rope
border_control_legitimacy__freedom_of_movement_primary	analytical	0.3500	unknown
border_control_legitimacy__freedom_of_movement_primary	analytical	0.4500	unknown
border_control_legitimacy__freedom_of_movement_primary	analytical	0.6600	snare
border_control_legitimacy__freedom_of_movement_primary	analytical	0.9000	snare
injected_starved_01	powerless	0.0000	unknown
injected_starved_01	powerless	0.3500	unknown
injected_starved_01	powerless	0.4500	unknown
injected_starved_01	powerless	0.6600	unknown
injected_starved_01	powerless	0.9000	unknown
injected_starved_01	moderate	0.0000	rope
injected_starved_01	moderate	0.3500	rope
injected_starved_01	moderate	0.4500	unknown
injected_starved_01	moderate	0.6600	unknown
injected_starved_01	moderate	0.9000	unknown
injected_starved_01	institutional	0.0000	rope
injected_starved_01	institutional	0.3500	rope
injected_starved_01	institutional	0.4500	unknown
injected_starved_01	institutional	0.6600	unknown
injected_starved_01	institutional	0.9000	unknown
injected_starved_01	analytical	0.0000	rope
injected_starved_01	analytical	0.3500	rope
injected_starved_01	analytical	0.4500	unknown
injected_starved_01	analytical	0.6600	unknown
injected_starved_01	analytical	0.9000	unknown
