climate_response_action__degrowth_transformation	0.88
climate_response_action__mitigation_priority	0.65
climate_response_imperative__adaptation_priority_reading	0.68
climate_response_imperative__degrowth_reading	0.65
climate_response_imperative__mitigation_priority_reading	0.68
climate_response_legitimacy__adaptation_priority	0.68
climate_response_legitimacy__degrowth_transformation	0.65
climate_response_legitimacy__mitigation_priority	0.65
climate_response_obligation__adaptation_priority	0.85
climate_response_obligation__degrowth_reading	0.85
climate_response_obligation__mitigation_priority	0.65
coercion_legitimacy_boundary__bodily_autonomy_primary	0.3
coercion_legitimacy_boundary__proportionality_reading	0.45
coercion_legitimacy_boundary__public_health_primary	0.65
combatant_status_definition__functional_protection_reading	0.15
combatant_status_definition__national_liberation_reading	0.65
combatant_status_definition__state_centric_reading	0.85
commerce_clause_scope__broad_effects_test	0.85
commerce_clause_scope__intermediate_channels	0.45
commerce_clause_scope__narrow_originalist	0.2
commerce_clause_text__expansive_federal_reading	0.6
commerce_clause_text__originalist_narrow_reading	0.3
commerce_clause_text__substantial_effects_limited_reading	0.3
common_article_3_scope__expansive_human_rights_reading	0.65
common_article_3_scope__icrc_customary_reading	0.3
common_article_3_scope__state_centric_reading	0.65
common_law_precedent_corpus__evolutionary_framework	0.3
common_law_precedent_corpus__pluralist_balancing	0.6
common_law_precedent_corpus__strict_stare_decisis	0.45
competence_exercise_requirement__catastrophe_as_necessary_anchor	0.6
competence_exercise_requirement__hybrid_dependency	0.3
competence_exercise_requirement__simulation_as_adequate_exercise	0.3
competence_exercise_validity__continuous_refresh_hybrid	0.2
competence_exercise_validity__real_catastrophe_only	0.6
competence_exercise_validity__simulation_as_proxy	0.4
competence_occupation__hybrid_occupation	0.6
competence_occupation__real_incident_necessity	0.95
competence_occupation__simulation_sufficiency	0.6
competence_retention_exercise__catastrophe_as_necessary	0.8
competence_retention_exercise__near_miss_as_bridge	0.3
competence_retention_exercise__simulation_as_sufficient	0.2
constitutional_authority_boundary__coordinate_construction_reading	0.4
constitutional_authority_boundary__judicial_supremacy_reading	0.68
constitutional_authority_boundary__parliamentary_primacy_reading	0.2
constitutional_interpretive_authority__coordinate_construction_reading	0.2
constitutional_interpretive_authority__judicial_supremacy_reading	0.65
constitutional_interpretive_authority__parliamentary_supremacy_reading	0.4
constitutional_secularism__principled_intervention_reading	0.65
constitutional_secularism__reformist_reading	0.85
constitutional_secularism__strict_neutrality_reading	0.15
constitutional_text__judicial_supremacy_reading	0.6
constitutional_text__legislative_sovereignty_reading	0.4
constitutional_text__popular_sovereignty_reading	0.4
constitutional_text_authority__living_constitutionalist_reading	0.3
constitutional_text_authority__originalist_reading	0.4
constitutional_text_authority__positivist_reading	0.2
copyright_constitutional_mandate__corporate_enclosure_reading	0.85
copyright_constitutional_mandate__judicial_ambiguity_reading	0.35
copyright_constitutional_mandate__public_scaffold_reading	0.25
correct_latin__continuity_reading	0.15
correct_latin__discontinuity_reading	0.6
correct_latin__hybrid_reading	0.4
correct_latin_kernel__continuity_reading	0.2
correct_latin_kernel__discontinuity_reading	0.6
correct_latin_kernel__hybrid_reading	0.4
creed_381_pneumatology__ecumenical_reunion_reading	0.25
creed_381_pneumatology__filioque_reading	0.85
creed_381_pneumatology__monoprocession_reading	0.7
cultural_property_legal_corpus__indigenous_stewardship_reading	0.85
cultural_property_legal_corpus__sovereign_repatriation_reading	0.65
cultural_property_legal_corpus__universal_heritage_reading	0.68
decalogue_image_prohibition__iconoclast_reading	0.6
decalogue_image_prohibition__iconodule_reading	0.15
decalogue_image_prohibition__moderate_iconoclast_reading	0.65
deferential_realism_ontology__hybrid_pragmatic_reading	0.45
deferential_realism_ontology__immutable_diagnostic_reading	0.1
deferential_realism_ontology__rhetorical_scaffold_reading	0.2
derivative_work_statutory_boundary__coordination_reading	0.15
derivative_work_statutory_boundary__enclosure_reading	0.85
derivative_work_statutory_boundary__hybrid_carveout_reading	0.45
dharmasastra_corpus__abolitionist_rejection	0.95
dharmasastra_corpus__orthodox_literalist	0.9
dharmasastra_corpus__reformist_contextual	0.45
digital_money_emergence_boundary__conceptualization_reading	0.05
digital_money_emergence_boundary__consumer_holdings_reading	0.2
digital_money_emergence_boundary__infrastructure_reading	0.15
digital_money_origin__became_thinkable_reading	0.2
digital_money_origin__first_held_reading	0.3
digital_money_origin__regulatory_recognition_reading	0.65
dignified_death__autonomy_primary	0.55
dignified_death__relational_autonomy	0.38
dignified_death__sanctity_primary	0.6
dignity_kernel__autonomy_rights_reading	0.3
dignity_kernel__imago_dei_reading	0.15
dignity_kernel__posthumanist_reading	0.6
divine_legitimacy_substrate__amun_polytheistic_reading	0.6
divine_legitimacy_substrate__atenist_monotheistic_reading	0.85
divine_marriage_command__coercion_visibility_reading	0.45
divine_marriage_command__continuationist_reading	0.6
divine_marriage_command__substitutionist_reading	0.65
dollar_gold_convertibility__policy_flexible_reading	0.65
dollar_gold_convertibility__strict_convertibility_reading	0.85
dollar_gold_convertibility__triffin_structural_reading	0.85
doomsday_clock_metric__objective_index_reading	0.65
doomsday_clock_metric__performative_tool_reading	0.65
dsm_taxonomy_kernel__biomedical_reading	0.85
dsm_taxonomy_kernel__critical_psychiatry_reading	0.7
dsm_taxonomy_kernel__neurodiversity_reading	0.85
dual_class_legitimacy__disclosure_consent	0.25
dual_class_legitimacy__founder_stewardship	0.3
dual_class_legitimacy__minority_extraction	0.85
dueling_disappearance_mechanism__contraction_reading	0.05
dueling_disappearance_mechanism__institutional_displacement_reading	0.15
ecb_mandate_article_127__climate_incorporation	0.65
ecb_mandate_article_127__expansive_secondary_objectives	0.45
ecb_mandate_article_127__orthodox_price_stability	0.65
electronic_money_emergence__became_thinkable_reading	0.05
electronic_money_emergence__first_held_reading	0.1
electronic_money_emergence__m4_m5_collapse_reading	0.15
employment_boundary__formalist_employment_reading	0.85
employment_boundary__hybrid_security_reading	0.45
employment_boundary__substantive_employment_reading	0.65
end_of_life_authority__autonomy_reading	0.3
end_of_life_authority__sanctity_reading	0.65
end_of_life_authority__slippery_slope_mechanism	0.65
end_of_life_decision_authority__autonomy_reading	0.3
end_of_life_decision_authority__sanctity_reading	0.6
end_of_life_decision_authority__vulnerability_protection_reading	0.4
equal_protection_clause__colorblind_reading	0.1
equal_protection_clause__diversity_reading	0.45
equal_protection_clause__remedial_reading	0.68
equal_protection_commitment__colorblind_reading	0.45
equal_protection_commitment__diversity_reading	0.28
equal_protection_commitment__remedial_reading	0.55
equal_protection_kernel__antisubordination_reading	0.6
equal_protection_kernel__remedial_reading	0.4
equality_clause_scope__expansive_universalist	0.15
equality_clause_scope__progressive_textualist	0.3
equality_clause_scope__restrictive_originalist	0.6
eternal_marriage_covenant__immutable_commandment_reading	0.9
eternal_marriage_covenant__prophetic_override_reading	0.65
eternal_marriage_covenant__temporal_accommodation_reading	0.3
eu_council_unanimity__diplomatic_capital_reading	0.25
eu_council_unanimity__sovereignty_guarantor_reading	0.3
eu_council_unanimity__veto_trap_reading	0.85
exercise_as_competence_maintenance__hybrid_decay_reading	0.6
exercise_as_competence_maintenance__lived_catastrophe_necessity_reading	0.6
exercise_as_competence_maintenance__simulation_sufficiency_reading	0.3
fair_use_four_factor_test__creator_centric_reading	0.7
fair_use_four_factor_test__transformative_use_reading	0.45
fair_use_four_factor_test__user_centric_reading	0.25
fair_use_statutory_exception__market_licensing_reading	0.85
fair_use_statutory_exception__narrow_defense_reading	0.78
fair_use_statutory_exception__transformative_right_reading	0.25
family_law_authority__christian_canonical_reading	0.6
family_law_authority__hindu_dharmashastra_reading	0.65
family_law_authority__muslim_shariat_reading	0.65
family_law_authority__parsi_zoroastrian_reading	0.4
family_law_authority__secular_contractual_reading	0.2
federation_membership__integration_reading	0.65
federation_membership__sovereignty_reading	0.65
federation_membership_kernel__integration_reading	0.65
federation_membership_kernel__member_sovereignty_reading	0.65
federation_membership_kernel__welfare_coordination_reading	0.65
federation_membership_obligations__integration_primary	0.65
federation_membership_obligations__member_sovereignty_primary	0.65
federation_membership_obligations__selective_solidarity	0.65
federation_membership_treaty__integration_primary	0.65
federation_membership_treaty__sovereignty_primary	0.65
federation_membership_treaty__subsidiarity_balance	0.4
feud_obligation_kernel__christianized_pacification_reading	0.8
feud_obligation_kernel__extraction_cycle_reading	0.85
feud_obligation_kernel__stateless_coordination_reading	0.2
feudal_oath_reciprocity__ecclesiastical_mediation_reading	0.45
feudal_oath_reciprocity__lord_extraction_reading	0.85
feudal_oath_reciprocity__vassal_coordination_reading	0.15
fifth_republic_constitution__cohabitation_equilibrium_reading	0.55
fifth_republic_constitution__hyper_presidential_reading	0.85
fifth_republic_constitution__parliamentary_constraint_reading	0.25
first_amendment_speech_protection__absolutist_reading	0.6
first_amendment_speech_protection__categorical_balancing_reading	0.65
first_amendment_speech_protection__harm_limited_reading	0.6
fisa_702_statutory_text__constitutional_floor_reading	0.25
fisa_702_statutory_text__foreign_target_strict_reading	0.15
fisa_702_statutory_text__incidental_collection_reading	0.45
flexible_employment_legitimacy__developmental_state_reading	0.4
flexible_employment_legitimacy__market_efficiency_reading	0.35
flexible_employment_legitimacy__precarity_extraction_reading	0.85
fourteenth_amendment_equal_protection__anti_caste_reading	0.65
gdpr_article_3_scope__effects_jurisdiction_reading	0.65
gdpr_article_3_scope__market_access_reading	0.4
gdpr_article_3_scope__territorial_sovereignty_reading	0.6
gelassenheit_separation__artifact_reading	0.9
gelassenheit_separation__consequence_reading	0.15
gelassenheit_separation__principle_reading	0.35
gendered_category_membership__biological_sex_reading	0.85
gendered_category_membership__gender_identity_reading	0.45
gendered_category_membership__social_role_reading	0.45
genesis_creation_cosmology__literary_framework	0.1
genesis_creation_cosmology__theistic_evolution	0.2
genesis_creation_cosmology__young_earth_literal	0.65
genesis_creation_narrative__allegorical_ancient_near_east	0.05
genesis_creation_narrative__literal_young_earth	0.65
genesis_creation_narrative__theistic_evolutionary	0.15
geneva_conventions_1949__conditional_reciprocity_reading	0.45
geneva_conventions_1949__humanitarian_ceiling_reading	0.3
geneva_conventions_1949__security_maximization_reading	0.85
geneva_conventions_protective_scope__hybrid_proportionality_reading	0.65
geneva_conventions_protective_scope__state_centric_reading	0.65
geneva_conventions_protective_scope__universal_rights_reading	0.65
gita_kurukshetra_discourse__orthodox_literal_reading	0.7
gita_kurukshetra_discourse__universalist_devotional_reading	0.2
gold_fiat_transition_mechanism__automatic_constraint_reading	0.85
gold_fiat_transition_mechanism__composite_overdetermination_reading	0.45
gold_fiat_transition_mechanism__creditor_discipline_reading	0.85
gpl_copyleft_scope__enforcement_vacuum_reading	0.35
gpl_copyleft_scope__narrow_scope_reading	0.35
gpl_copyleft_scope__strong_copyleft_reading	0.85
gpl_derivative_work_trigger__broad_copyleft_reading	0.3
gpl_derivative_work_trigger__narrow_linking_permissive_reading	0.45
gpl_reciprocity_obligation__copyleft_as_commons_reading	0.45
gpl_reciprocity_obligation__copyleft_as_freedom_reading	0.3
gpl_reciprocity_obligation__copyleft_as_restriction_reading	0.65
hagia_sophia_substrate__islamic_sovereignty_reading	0.68
hagia_sophia_substrate__orthodox_restitution_reading	0.1
hagia_sophia_substrate__universal_heritage_reading	0.65
hebrew_continuity__bridge_pidginized	0.3
hebrew_continuity__liturgical_preservation	0.15
hebrew_continuity__native_generative	0.65
hebrew_linguistic_life__liturgical_preservation_reading	0.15
hebrew_linguistic_life__marketplace_pidgin_reading	0.2
hebrew_linguistic_life__native_generational_reading	0.8
hebrew_living_language__literary_revival_reading	0.05
hebrew_living_language__liturgical_continuity_reading	0.15
hebrew_living_language__native_generation_reading	0.65
hebrew_vitality__hybrid_continuity_reading	0.1
hebrew_vitality__liturgical_reading	0.05
hebrew_vitality__native_daily_reading	0.65
herem_command_dt7__allegorical_displacement_reading	0.05
herem_command_dt7__contextual_supersession_reading	0.15
herem_command_dt7__durable_separation_reading	0.9
historical_treaty_substrate__extinguishment_reading	0.85
historical_treaty_substrate__nation_to_nation_reading	0.4
hoa_covenant_scope__behavioral_control_reading	0.45
hoa_covenant_scope__coordination_reading	0.15
hoa_covenant_scope__extraction_reading	0.68
homoousios_christology__arian_reading	0.65
homoousios_christology__pro_nicene_reading	0.85
homoousios_christology__semi_arian_reading	0.4
homoousios_nicene__honorific_similarity_reading	0.4
homoousios_nicene__metaphysical_equality_reading	0.65
homoousios_nicene__subordinationist_reading	0.65
honor_satisfaction_mechanism__composite_reading	0.6
honor_satisfaction_mechanism__contraction_reading	0.0
honor_satisfaction_mechanism__decline_reading	0.3
honor_satisfaction_substrate__composite_overdetermined_reading	0.4
honor_satisfaction_substrate__cultural_contraction_reading	0.05
honor_satisfaction_substrate__practice_decline_reading	0.2
honor_settlement_legitimacy__composite_reading	0.3
honor_settlement_legitimacy__contraction_reading	0.05
honor_settlement_legitimacy__drop_reading	0.6
honor_violence_legitimacy__composite_reading	0.65
honor_violence_legitimacy__contraction_reading	0.1
honor_violence_legitimacy__drop_reading	0.3
human_dignity_ai_governance__magisterial_integralist_reading	0.45
human_dignity_ai_governance__pluralist_pragmatic_reading	0.45
human_dignity_ai_governance__secular_humanist_reading	0.3
human_dignity_ai_governance__techno_optimist_reading	0.85
human_dignity_ai_safeguarding__autonomy_rights_reading	0.3
human_dignity_ai_safeguarding__imago_dei_reading	0.6
human_dignity_ai_safeguarding__posthumanist_reading	0.1
human_transcendence_pathway__babel_reading	0.85
human_transcendence_pathway__jerusalem_reading	0.2
human_transcendence_pathway__technocratic_vs_incarnational_reading	0.85
humane_treatment_standard__absolute_prohibition	0.1
humane_treatment_standard__contextual_necessity	0.65
humane_treatment_standard__proportionality_balancing	0.45
ietf_openness_commitment__capture_substrate_reading	0.65
ietf_openness_commitment__commons_stewardship_reading	0.1
ietf_openness_commitment__legitimacy_erosion_reading	0.7
ihl_distinction_proportionality__categorical_prohibition_reading	0.9
ihl_distinction_proportionality__human_agency_reading	0.7
ihl_distinction_proportionality__outcomes_based_reading	0.55
imperial_mandate__bakufu_delegation_reading	0.6
imperial_mandate__loyalist_restoration_reading	0.65
imposition_mechanism_kernel__endogenous_climb_reading	0.1
imposition_mechanism_kernel__exogenous_override_reading	0.85
imposition_mechanism_kernel__hybrid_legitimation_reading	0.4
imposition_pathway_kernel__endogenous_climb_reading	0.2
imposition_pathway_kernel__exogenous_override_reading	0.6
imposition_pathway_kernel__hybrid_cascade_reading	0.6
income_support_commitment__dependency_trap_reading	0.65
income_support_commitment__freedom_floor_reading	0.1
income_support_commitment__targeting_efficiency_reading	0.75
income_support_conditionality__dependency_trap_reading	0.85
income_support_conditionality__freedom_floor_reading	0.15
income_support_conditionality__wage_subsidy_reading	0.65
ip_category_emergence__first_holding_reading	0.3
ip_category_emergence__synchronic_diachronic_seam	0.2
ip_category_emergence__thinkability_reading	0.05
irc_469_material_participation_kernel__strategic_shelter_reading	0.65
irc_469_material_participation_kernel__strict_gatekeeper_reading	0.65
jati_practice_norm__colonial_census_reading	0.65
jati_practice_norm__localized_practice_reading	0.2
jati_practice_norm__orthodox_textual_reading	0.85
jcpoa_treaty_bindingness__binding_multilateral_reading	0.3
jcpoa_treaty_bindingness__graduated_compliance_reading	0.45
jcpoa_treaty_bindingness__transactional_provisional_reading	0.65
jewish_self_determination__diasporist_reading	0.55
jewish_self_determination__liberal_nationalist_reading	0.3
jewish_self_determination__religious_covenant_reading	0.85
jewish_self_determination__settler_colonial_reading	0.9
jewish_sovereignty_palestine__liberal_nationalist_reading	0.45
jewish_sovereignty_palestine__post_zionist_reading	0.7
jewish_sovereignty_palestine__religious_zionist_reading	0.95
jewish_territorial_claim__cultural_zionism_reading	0.3
jewish_territorial_claim__political_zionism_reading	0.85
jewish_territorial_claim__revisionist_zionism_reading	0.95
jihad_quranic_corpus__defensive_spiritual_reading	0.15
jihad_quranic_corpus__expansionist_legalist_reading	0.65
jihad_quranic_corpus__revolutionary_vanguard_reading	0.9
john_1_1_logos__orthodox_christological	0.65
john_1_1_logos__subordinationist	0.4
july_charter_sovereign_legitimacy__guided_nationalism_reading	0.7
july_charter_sovereign_legitimacy__military_custodian_reading	0.85
july_charter_sovereign_legitimacy__secular_democratic_reading	0.65
jurisprudential_method_kernel__hanafi_reading	0.68
jurisprudential_method_kernel__hanbali_reading	0.85
jurisprudential_method_kernel__maliki_reading	0.6
jurisprudential_method_kernel__shafii_reading	0.65
kami_buddha_ontology__domain_partition	0.15
kami_buddha_ontology__honji_suijaku_monism	0.2
kami_buddha_ontology__incoherent_bundle	0.6
kjv_text_1611__exclusive_inspiration_reading	0.85
kjv_text_1611__functional_equivalence_reading	0.15
kjv_text_1611__revisable_translation_reading	0.35
kodashim_commandment_status__messianic_deferral	0.45
kodashim_commandment_status__performance_only	0.65
kodashim_commandment_status__study_as_performance	0.05
kodashim_corpus__performance_only	0.85
kodashim_corpus__study_as_exercise	0.01
kodashim_corpus__substitution_archive	0.6
kodashim_obligation__study_as_archive	0.45
kodashim_obligation__study_as_performance	0.0
kodashim_obligation__study_as_preparation	0.25
latin_correctness__continuity_reading	0.15
latin_correctness__hybrid_reading	0.45
latin_correctness__rupture_reading	0.85
lausanne_minority_protections__expansive_reading	0.2
lausanne_minority_protections__restrictive_reading	0.85
legal_personhood_boundary__developmental_potentiality_reading	0.85
legal_personhood_boundary__functional_capacity_reading	0.6
legal_personhood_boundary__restrictive_anthropocentric_reading	0.3
legitimacy_of_imposed_practice__endogenous_climb_reading	0.6
legitimacy_of_imposed_practice__exogenous_override_reading	0.65
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.6
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.3
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.2
legitimacy_of_practice_standardization__exogenous_override_reading	0.65
legitimate_health_intervention__bodily_autonomy_primary	0.65
legitimate_health_intervention__proportionality_reading	0.45
legitimate_health_intervention__public_health_primary	0.78
legitimate_knowledge_boundary__credentialed_expertise_reading	0.65
legitimate_knowledge_boundary__experiential_pluralism_reading	0.2
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.45
liability_attribution__deployer_liability	0.65
liability_attribution__developer_liability	0.65
liability_attribution__shared_liability	0.45
licensing_statute_mandate__graduated_access_filter	0.85
licensing_statute_mandate__public_safety_coordination	0.2
licensing_statute_mandate__rent_seeking_suppression	0.85
literacy_acquisition_kernel__balanced_literacy_reading	0.55
literacy_acquisition_kernel__phonics_reading	0.65
literacy_acquisition_kernel__structured_literacy_reading	0.65
literacy_acquisition_kernel__whole_language_reading	0.65
living_language_status__literary_continuity_reading	0.2
living_language_status__liturgical_preservation_reading	0.2
living_language_status__native_generation_reading	0.6
lycurgan_laws__adaptive_fiction_reading	0.25
lycurgan_laws__sacral_fidelity_reading	0.05
maat_order_principle__distributed_maintenance_reading	0.25
maat_order_principle__divine_mandate_reading	0.85
magna_carta_1215__baronial_privilege_reading	0.3
magna_carta_1215__living_document_reading	0.2
magna_carta_1215__universal_rights_reading	0.15
magna_carta_clause_39__feudal_prerogative_reading	0.2
magna_carta_clause_39__liberal_due_process_reading	0.65
magna_carta_clause_39__originalist_limitation_reading	0.3
magna_carta_constraint_authority__feudal_obsolescence_reading	0.65
magna_carta_constraint_authority__living_constitutionalism_reading	0.25
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.55
mandate_legitimacy_scope__bodily_autonomy_primary	0.85
mandate_legitimacy_scope__proportionality_reading	0.45
mandate_legitimacy_scope__public_health_primary	0.65
manifesto_revolutionary_method__council_communist_reading	0.25
manifesto_revolutionary_method__democratic_gradualism_reading	0.4
manifesto_revolutionary_method__vanguard_rupture_reading	0.75
market_as_natural_default__beneficiary_maintained_reading	0.45
market_as_natural_default__hybrid_amnesia_reading	0.45
market_as_natural_default__lapsed_alternative_reading	0.12
market_naturalization__beneficiary_maintained_reading	0.85
market_naturalization__hybrid_reading	0.6
market_naturalization__lapsed_alternative_reading	0.15
marriage_authority__communal_autonomy_reading	0.35
marriage_authority__federalist_millet_reading	0.15
marriage_authority__gender_rights_reading	0.85
marriage_authority__secularist_reading	0.7
marriage_authority_kernel__christian_canonical_reading	0.6
marriage_authority_kernel__hindu_codified_reading	0.45
marriage_authority_kernel__muslim_shariat_reading	0.65
marriage_authority_kernel__parsi_communal_reading	0.3
