constraint_id,epsilon,E_total,E_edge12,E_edge23,E_edge34,h1_band,d_pattern
banach_fixed_point,0.01,8.117393519210143e-06,8.060514437286099e-06,3.1204970212256284e-12,5.687596142699991e-08,0,"(1.0, 0.6459, 0.0, 0.725)"
banach_fixed_point_theorem,0.1,0.0008115883967983935,0.0008058902576027724,8.477128532377217e-12,5.69813071849205e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
banach_tarski_paradox,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
bangladesh_july_national_charter,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
base_pair_complementarity,0.2,0.003246202920314183,0.003223399854358882,2.4136328558238428e-12,2.2803063541669886e-05,0,"(1.0, 0.6459, 0.0, 0.725)"
basel_problem_convergence,0.02,0.0003241276808083976,9.357763321331372e-05,0.0002265536102006588,3.996437394425179e-06,0,"(0.9, 0.7, 0.12, 0.72)"
bay_of_pigs_operational_silo,0.9,0.6563283669978075,0.1894973749558339,0.4587388836406341,0.008092108401339695,3,"(0.9, 0.7, 0.12, 0.72)"
bayes_theorem_cognitive_bias,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
bedouin_sedentary_transition,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
beehiiv_platform_model,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
belief_argument_conclusion,0.7,0.39704192292848406,0.11463360526390359,0.27751302515205717,0.004895292512523282,3,"(0.9, 0.7, 0.12, 0.72)"
berkshire_compounding_culture,0.1,0.00810299678227003,0.0023394002586152444,0.005663689739037294,9.9906784617496e-05,0,"(0.9, 0.7, 0.12, 0.72)"
bgs_eigenvector_thermalization,0.42,0.14293366933045396,0.04126844391196123,0.09990295021159379,0.0017622752068989262,3,"(0.9, 0.7, 0.12, 0.72)"
bgs_spectral_universality,0.08,0.0005193924672502686,0.0005157439766974207,3.8618125693558934e-13,3.6484901666671846e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
bh_merger_gravitational_infall,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
big_data_astrophysics_arbitrage,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
biological_curiosity,0.15,0.01823107214276376,0.005263826114045045,0.012742469199810754,0.00022477682890795407,4,"(0.9, 0.7, 0.12, 0.72)"
biological_specification,0.15,0.0018259609070490016,0.0018131321980707615,9.056262858452724e-12,1.282869992197887e-05,0,"(1.0, 0.6459, 0.0, 0.725)"
bip_narrative_illusion,0.85,0.5854325660294332,0.1690271194854501,0.40918742741521974,0.007218019128763465,3,"(0.9, 0.7, 0.12, 0.72)"
birthday_paradox_collision,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
blackstone_carried_interest_taxation,0.3,0.07292428234595182,0.02105530445618018,0.050969876799243016,0.0008991010905285984,4,"(0.9, 0.7, 0.12, 0.72)"
blackstone_conflicts_of_interest,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
blackstone_smd_control,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
blackstone_tra,0.85,0.5854325660294332,0.1690271194854501,0.40918742741521974,0.007218019128763465,3,"(0.9, 0.7, 0.12, 0.72)"
bnpl_payment_systems,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
board_of_peace_2026,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
boe_base_rate_policy_2024,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
boiled_pineapple_trend_2026,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,0,"(0.9, 0.7, 0.12, 0.72)"
boltzmann_universality_2026,0.15,0.01823107214276376,0.005263826114045045,0.012742469199810754,0.00022477682890795407,3,"(0.9, 0.7, 0.12, 0.72)"
bonbon_drop_sticker_craze,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
boom_bust_path_dependency,0.22,0.03921880314788762,0.011322927920677859,0.02741232456357134,0.00048355066363841914,3,"(0.9, 0.7, 0.12, 0.72)"
bor_tax_exemption_nl,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
boundary_dissolution_risk,0.87,0.6133070040417028,0.17707485522378355,0.4286704489185349,0.007561699899384294,3,"(0.9, 0.7, 0.12, 0.72)"
boundary_protocol,0.0,0.0,0.0,0.0,0.0,0,"(0.95, 0.65, 0.12, 0.72)"
brain_network_paradigm_2026,0.5,0.2025709220377498,0.05848666035519282,0.14158669201950094,0.0024975696630559576,5,"(0.9, 0.7, 0.12, 0.72)"
brazil_2026_general_elections,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,3,"(0.9, 0.7, 0.12, 0.72)"
brazil_hiv_vtn_elimination,0.1,0.005392773376503945,0.0010066125250172597,0.004286254066869193,9.9906784617496e-05,0,"(0.95, 0.65, 0.12, 0.72)"
brazil_mexico_financial_requirement,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
broke_vs_poor_grocery_math,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
brouwer_fixed_point,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
buffons_needle_pi_estimation,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
burali_forti_paradox,0.2,0.032412180599468245,0.009357794504849094,0.022654758956149178,0.000399627138469984,4,"(0.9, 0.7, 0.12, 0.72)"
burden_of_proof_engineering_safety,0.9,0.6563283669978075,0.1894973749558339,0.4587388836406341,0.008092108401339695,3,"(0.9, 0.7, 0.12, 0.72)"
burden_of_proof_legal_criminal,0.1,0.00810299678227003,0.0023394002586152444,0.005663689739037294,9.9906784617496e-05,3,"(0.9, 0.7, 0.12, 0.72)"
burden_of_proof_scientific,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
bureaucratic_legibility_collapse,0.86,0.599283236830062,0.17302759294631348,0.41886687835998115,0.007388765523767258,3,"(0.9, 0.7, 0.12, 0.72)"
bureaucratic_self_preservation,0.72,0.42005527087206396,0.12127834242400684,0.29359789868914854,0.005179029758908443,0,"(0.9, 0.7, 0.12, 0.72)"
bushman_money_magic,0.9,0.6563283669978075,0.1894973749558339,0.4587388836406341,0.008092108401339695,3,"(0.9, 0.7, 0.12, 0.72)"
busy_beaver_noncomputability,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
bwb_adeg_rewesale_conditions,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
c_physical_blue_wavelength,0.02,3.246957407684057e-05,3.2242057749144395e-05,1.2481988084902513e-11,2.2750384570799965e-07,0,"(1.0, 0.6459, 0.0, 0.725)"
canada_germany_ai_pact,0.48,0.3870775478840669,0.2542898478445262,0.13048593770003242,0.0023017623395082854,5,"(0.9, 0.7, 0.12, 0.72)"
canada_goose_realignment_2026,0.25,0.03370442759294127,0.00629182468087932,0.026788207902472123,0.0006243950095898017,0,"(0.95, 0.65, 0.12, 0.72)"
canal_panama_influence,0.6,0.29170366754150173,0.08422097439158753,0.2038861688467418,0.0035965243031721244,5,"(0.9, 0.7, 0.12, 0.72)"
cancer_chronotherapy_timing,0.05,0.0013479699224426798,0.00025167564868749156,0.001071322056294091,2.4972217461098083e-05,0,"(0.95, 0.65, 0.12, 0.72)"
cancer_prevention,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
cantor_set_topology,0.05,0.0020255256666316082,0.00058490857634965,0.0014156448728208603,2.4972217461098083e-05,0,"(0.9, 0.7, 0.12, 0.72)"
cantors_diagonal_argument,0.1,0.00810299678227003,0.0023394002586152444,0.005663689739037294,9.9906784617496e-05,0,"(0.9, 0.7, 0.12, 0.72)"
cap_theorem,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
capability_eval_overhang,0.83,0.5582055804687291,0.16116573610349202,0.39015751313230573,0.006882331232931488,3,"(0.9, 0.7, 0.12, 0.72)"
capital_misallocation_spiral,0.87,0.6133070040417028,0.17707485522378355,0.4286704489185349,0.007561699899384294,3,"(0.9, 0.7, 0.12, 0.72)"
capital_rotation_ai_narrative,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
car_ownership_norm_us,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
carbon_credit_markets_2026,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
carrier_deployment_deterrence,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
carrying_capacity,0.7,0.39704192292848406,0.11463360526390359,0.27751302515205717,0.004895292512523282,3,"(0.9, 0.7, 0.12, 0.72)"
cartel_drone_surveillance_el_paso,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
cascading_constraint_failure,0.89,0.6418296789474931,0.18530974622854388,0.4486065776422516,0.007913355076697999,3,"(0.9, 0.7, 0.12, 0.72)"
cascading_uncertainty_2026,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
castration_longevity_choice,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
cb_far_beyond_human,0.65,0.3423441400460459,0.0988432004082694,0.23928006615060907,0.004220873487167435,3,"(0.9, 0.7, 0.12, 0.72)"
cbdc_implementation,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
central_limit_theorem,0.08,0.0005193924672502686,0.0005157439766974207,3.8618125693558934e-13,3.6484901666671846e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
cfius_hiefo_emcore_divestment,0.65,0.3423441400460459,0.0988432004082694,0.23928006615060907,0.004220873487167435,3,"(0.9, 0.7, 0.12, 0.72)"
cg_israelgaza_20231012,0.65,0.3423441400460459,0.0988432004082694,0.23928006615060907,0.004220873487167435,3,"(0.9, 0.7, 0.12, 0.72)"
chaitins_omega_undecidability,0.05,0.00020289709919959838,0.0002014725644006931,2.1192821330943042e-12,1.4245326796230126e-06,0,"(1.0, 0.6459, 0.0, 0.725)"
challenger_o_ring_integrity,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
champions_bass_fishing_exclusion,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
child_marriage,0.75,0.45578494512689083,0.13159534855966562,0.31857005704387703,0.005619539523347953,3,"(0.9, 0.7, 0.12, 0.72)"
china_africa_zero_tariff_2026,0.32,0.08297133259106843,0.023956103720391315,0.05799224470931137,0.001022984161365738,3,"(0.9, 0.7, 0.12, 0.72)"
china_contraceptive_tax,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
china_critical_mineral_chokepoint,0.85,0.5854325660294332,0.1690271194854501,0.40918742741521974,0.007218019128763465,3,"(0.9, 0.7, 0.12, 0.72)"
china_ev_export_oversupply,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
china_export_led_growth,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
china_taiwan_reunification_mandate,0.8,0.5185790186585607,0.14972690900812705,0.3624583786813388,0.006393730969094819,3,"(0.9, 0.7, 0.12, 0.72)"
china_vactrain_standard,0.55,0.24510879647866574,0.0707693207230281,0.17131745473541563,0.0030220210202219072,5,"(0.9, 0.7, 0.12, 0.72)"
choice_architecture_design,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
cholesterol_pill_cost,0.7,0.39704192292848406,0.11463360526390359,0.27751302515205717,0.004895292512523282,3,"(0.9, 0.7, 0.12, 0.72)"
chrome_imagen2_integration,0.65,0.3423441400460459,0.0988432004082694,0.23928006615060907,0.004220873487167435,3,"(0.9, 0.7, 0.12, 0.72)"
church_turing_thesis,0.02,3.246957407684057e-05,3.2242057749144395e-05,1.2481988084902513e-11,2.2750384570799965e-07,0,"(1.0, 0.6459, 0.0, 0.725)"
cia_fbi_legal_wall,0.7,0.39704192292848406,0.11463360526390359,0.27751302515205717,0.004895292512523282,3,"(0.9, 0.7, 0.12, 0.72)"
