constraint_id,h1,epsilon,chi_analytical,signature,audit_max_tvd,audit_fires,corrected_tvd_analytical,corrected_fires,corrected_tvd_all_ctx,corrected_fires_all_ctx,corrected_worst_ctx,argmax_cl,argmax_idx_corrected
conways_game_of_life_dynamics,0,0.08,0.110402,natural_law,0.081359,False,0.000000,False,0.000000,False,,mountain,mountain
coordination_attack_vulnerability,0,0.52,0.712364,false_natural_law,0.695945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
coordination_fatigue,0,0.52,0.712364,false_natural_law,0.575496,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
coordination_threshold_failure,0,0.52,0.712364,false_natural_law,0.697625,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
copyleft_viral_licensing,0,0.38,0.520574,false_natural_law,0.946485,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
copyright_protection,0,0.52,0.712364,false_natural_law,0.581864,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
corporate_social_responsibility_theater,0,0.52,0.712364,false_natural_law,0.362294,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cosmological_evolution_alpha_omega,0,0.08,0.110402,natural_law,0.049919,False,0.000000,False,0.000000,False,,mountain,mountain
cost_of_observation,0,0.58,0.79456,false_natural_law,0.989585,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
countable_infinity_cardinality,0,0.08,0.110402,natural_law,0.081359,False,0.000000,False,0.000000,False,,mountain,mountain
couples_residency_match,4,0.38,0.520574,false_ci_rope,0.806938,True,0.000123,False,0.019164,False,institutional,tangled_rope,tangled_rope
cow_field_poop,0,0.32,0.438378,false_ci_rope,0.183186,False,0.779125,False,0.779125,False,analytical,rope,scaffold
creative_commons_licensing,0,0.28,0.383581,false_natural_law,0.988052,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
credentialism_national_security,0,0.58,0.79456,false_natural_law,0.736227,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
credibility_inflation,0,0.52,0.712364,false_natural_law,0.715900,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
crisis_signal_saturation,6,0.52,0.712364,false_ci_rope,0.427029,True,0.001067,False,0.275500,True,institutional,tangled_rope,tangled_rope
crispr_genomic_rewrite_2026,0,0.38,0.520574,false_natural_law,0.902114,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
critical_actor_overcentralization,5,0.58,0.79456,false_ci_rope,0.981911,True,0.000382,False,0.981911,True,institutional,snare,snare
crop_defense_dependency,0,0.58,0.79456,false_natural_law,0.739123,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cross_domain_coupling_spiral,0,0.58,0.79456,false_natural_law,0.735226,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cs_ecmo_bridge,5,0.52,0.712364,false_ci_rope,0.730554,True,0.000819,False,0.189021,True,institutional,tangled_rope,tangled_rope
cuba_mandatrophic_collapse,0,0.78,1.068546,false_natural_law,0.704112,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cuban_missile_crisis_excomm_delibration,0,0.32,0.438378,false_ci_rope,0.183186,False,0.779125,False,0.779125,False,analytical,rope,scaffold
cultural_homogenization_social_media,0,0.52,0.712364,false_natural_law,0.696842,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cultural_memory_decay,0,0.58,0.79456,false_natural_law,0.984574,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cultural_refragmentation_2026,5,0.58,0.79456,false_ci_rope,0.978309,True,0.000456,False,0.978309,True,institutional,snare,snare
cumbria_mine_rejection,0,0.38,0.520574,false_natural_law,0.227609,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cuny_light_2026,0,0.12,0.164392,false_ci_rope,0.248501,False,0.038668,False,0.136083,False,moderate,rope,rope
currys_paradox,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
cz_plea_agreement_2026,0,0.58,0.79456,false_natural_law,0.735226,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
damped_harmonics,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
dark_patterns_manipulation,0,0.62,0.849357,false_natural_law,0.982086,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
data_laundering_pipeline,4,0.62,0.849357,false_ci_rope,0.981985,True,0.000170,False,0.981985,True,institutional,snare,snare
data_privacy_regulation,0,0.52,0.712364,false_natural_law,0.494066,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dead_sea_effect,5,0.52,0.712364,false_ci_rope,0.402570,True,0.000818,False,0.189295,True,institutional,tangled_rope,tangled_rope
debt_service_squeeze,6,0.52,0.712364,false_ci_rope,0.427162,True,0.001072,False,0.278784,True,institutional,tangled_rope,tangled_rope
debt_trap_microfinance,3,0.62,0.849357,false_ci_rope,0.982063,True,0.000169,False,0.982063,True,institutional,snare,snare
decision_latency_mismatch,0,0.58,0.79456,false_natural_law,0.735226,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
deep_earth_hydrogen_availability,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
deferential_realism_core,4,0.38,0.2964,false_ci_rope,0.577264,True,0.008506,False,0.012923,False,institutional,tangled_rope,tangled_rope
deferred_risk_realization,0,0.68,0.931553,false_natural_law,0.975536,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
delayed_feedback_instability,0,0.52,0.712364,false_natural_law,0.301578,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
delta_force_selection_2026,0,0.68,0.931553,false_natural_law,0.952393,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
demand_response_cost_shift,0,0.52,0.712364,false_natural_law,0.306209,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
demographic_inertia_trap,0,0.58,0.79456,false_natural_law,0.983904,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
denmark_asylum_outsourcing,5,0.68,0.931553,false_ci_rope,0.490870,True,0.010395,False,0.490870,True,institutional,tangled_rope,snare
devotional_transformation,0,0.38,0.520574,false_natural_law,0.222893,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
digital_credentialing_verification,6,0.52,0.712364,false_ci_rope,0.400230,True,0.000810,False,0.185317,True,institutional,tangled_rope,tangled_rope
digital_euro_cbdc,0,0.38,0.520574,false_natural_law,0.755241,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
digital_identity_tether,5,0.58,0.79456,false_ci_rope,0.981830,True,0.000383,False,0.981830,True,institutional,snare,snare
dionysaic_frenzy,0,0.52,0.712364,false_natural_law,0.695945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
discover_core_2026,5,0.52,0.712364,false_ci_rope,0.954004,True,0.000272,False,0.954004,True,institutional,snare,snare
disney_openai_ip_exclusivity,4,0.62,0.849357,false_ci_rope,0.499755,True,0.002388,False,0.500551,True,institutional,snare,tangled_rope
djia_as_economic_barometer,0,0.58,0.79456,false_natural_law,0.424481,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dk_foreign_convict_expulsion,0,0.68,0.931553,false_natural_law,0.494303,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dk_us_alliance_espionage,0,0.58,0.79456,false_natural_law,0.736227,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dldr_information_policy,0,0.52,0.712364,false_natural_law,0.785673,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dn_paywall,6,0.52,0.712364,false_ci_rope,0.427203,True,0.001075,False,0.280199,True,institutional,tangled_rope,tangled_rope
doomsday_clock_framework,0,0.52,0.712364,false_natural_law,0.693125,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
drc_rwanda_peace_deal_2024,6,0.52,0.712364,false_ci_rope,0.427056,True,0.001067,False,0.276076,True,institutional,tangled_rope,tangled_rope
dsa_transparency_requirements,3,0.52,0.712364,false_ci_rope,0.402570,True,0.000818,False,0.244437,True,institutional,tangled_rope,tangled_rope
dunbars_number,4,0.12,0.165603,false_ci_rope,0.064997,True,0.000041,False,0.000527,False,moderate,mountain,mountain
dunning_kruger_effect,3,0.38,0.520574,false_ci_rope,0.736673,True,0.000077,False,0.015119,False,institutional,tangled_rope,tangled_rope
dutch_minority_govt_2026,0,0.52,0.712364,false_natural_law,0.581864,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
dwp_carers_allowance_cliff,5,0.58,0.79456,false_ci_rope,0.981794,True,0.000384,False,0.981794,True,institutional,snare,snare
e2ee_digital_privacy_2026,0,0.38,0.520574,false_natural_law,0.227609,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ec_meta_manus_block,6,0.52,0.712364,false_ci_rope,0.427029,True,0.001067,False,0.275500,True,institutional,tangled_rope,tangled_rope
edelman_2026_developed_stagnation,5,0.58,0.79456,false_ci_rope,0.450591,True,0.005262,False,0.450591,True,institutional,tangled_rope,tangled_rope
edelman_2026_developing_volatility,5,0.58,0.79456,false_ci_rope,0.950936,True,0.000386,False,0.968456,True,powerless,snare,snare
edelman_2026_insularity,0,0.58,0.79456,false_natural_law,0.767495,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
educational_unbundling_implementation,0,0.58,0.79456,false_natural_law,0.424481,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ehrenfest_barrier,0,0.08,0.110402,natural_law,0.049936,False,0.000000,False,0.000000,False,,mountain,mountain
electrification_scale_2026,0,0.38,0.520574,false_natural_law,0.947030,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
elencher_identity_transformation,0,0.62,0.849357,false_natural_law,0.708684,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
elite_capture_2026,6,0.58,0.79456,false_ci_rope,0.999548,True,0.000007,False,0.999548,True,institutional,snare,snare
elite_identity_capture_2026,5,0.58,0.79456,false_ci_rope,0.450591,True,0.005262,False,0.450591,True,institutional,tangled_rope,tangled_rope
elite_overproduction_instability,0,0.58,0.79456,false_natural_law,0.737517,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
elliq_ai_companion,6,0.52,0.712364,false_ci_rope,0.427029,True,0.001067,False,0.275500,True,institutional,tangled_rope,tangled_rope
emergency_deployment_scaffold,0,0.28,0.383581,false_ci_rope,0.600095,False,0.356692,False,0.397589,False,powerless,tangled_rope,tangled_rope
emergency_mode_lock_in,5,0.52,0.712364,false_ci_rope,0.425703,True,0.001461,False,0.576181,True,institutional,tangled_rope,tangled_rope
emergency_oversight_bureau,0,0.28,0.383581,false_ci_rope,0.786622,False,0.192683,False,0.280888,False,institutional,tangled_rope,tangled_rope
emergency_powers_ratchet,0,0.58,0.79456,false_natural_law,0.734670,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
emergent_goal_misalignment,0,0.58,0.79456,false_natural_law,0.989906,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
emotional_cycles_of_change,3,0.38,0.520574,false_ci_rope,0.825271,True,0.000123,False,0.019435,False,institutional,tangled_rope,tangled_rope
empty_tomb_transformation,0,0.52,0.712364,false_natural_law,0.675257,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
emrgency_medicine_clinical_guidelines,3,0.52,0.712364,false_ci_rope,0.316209,True,0.000106,False,0.020378,False,institutional,tangled_rope,tangled_rope
endocrine_disruption_society,0,0.58,0.79456,false_natural_law,0.983705,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
endowment_effect,0,0.38,0.520574,false_natural_law,0.916734,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
english_chinese_tense_structure,3,0.38,0.520574,false_ci_rope,0.039173,False,0.000049,False,0.001628,False,moderate,tangled_rope,tangled_rope
epigenetics_complexity_2026,0,0.38,0.520574,false_natural_law,0.528744,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
epistemic_free_rider_problem,5,0.58,0.79456,constructed_high_extraction,0.999554,True,0.000009,False,0.999554,True,institutional,snare,snare
epistemic_overload_collapse,0,0.52,0.712364,false_natural_law,0.692518,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
epistemic_process_of_verification,0,0.28,0.383581,false_ci_rope,0.053510,False,0.113182,False,0.113182,False,analytical,rope,rope
epstein_document_release_2026,3,0.58,0.79456,false_ci_rope,0.297491,True,0.005262,False,0.404560,True,moderate,tangled_rope,tangled_rope
epstein_espionage_crisis_2026,5,0.68,0.931553,false_ci_rope,0.998891,True,0.000290,False,0.998891,True,institutional,snare,snare
epstein_files_2026,5,0.68,0.931553,constructed_high_extraction,0.999645,True,0.000020,False,0.999645,True,institutional,snare,snare
epstein_kgb_honeytrap,3,0.78,1.068546,false_ci_rope,0.961713,True,0.061817,True,0.442100,True,institutional,snare,snare
erasmus_rejoining_scaffold,0,0.28,0.383581,false_ci_rope,0.514474,False,0.548095,False,0.658082,False,powerless,rope,tangled_rope
ergo_autolykos_asic_resistance,0,0.52,0.712364,false_natural_law,0.695945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_dexy_gold_protocol,0,0.58,0.79456,false_natural_law,0.424481,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_lets_protocol,0,0.18,0.246588,coupling_invariant_rope,0.208257,False,0.000000,False,0.000000,False,,rope,rope
ergo_mixer_protocol,0,0.38,0.520574,false_natural_law,0.049769,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_nipopows,0,0.38,0.520574,false_natural_law,0.913782,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_rosen_bridge_protocol,3,0.38,0.520574,false_ci_rope,0.843621,True,0.000164,False,0.018553,False,institutional,tangled_rope,tangled_rope
ergo_sig_usd_protocol,0,0.52,0.712364,false_natural_law,0.776237,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_storage_rent,0,0.38,0.520574,false_natural_law,0.816983,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_storage_rent_mechanism,0,0.52,0.712364,false_natural_law,0.941170,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergodic_theorems,0,0.52,0.712364,false_natural_law,0.680099,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergot_grain_poisoning,0,0.52,0.712364,false_natural_law,0.697625,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
eu_affordable_housing_initiative,3,0.48,0.657567,false_ci_rope,0.004640,False,0.000008,False,0.002202,False,powerless,tangled_rope,tangled_rope
eu_asylum_outsourcing_framework,0,0.68,0.931553,false_natural_law,0.553905,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
eu_deforestation_regulation,0,0.58,0.79456,false_natural_law,0.432990,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
eu_digital_services_act,3,0.52,0.712364,false_ci_rope,0.305242,True,0.000106,False,0.020128,False,institutional,tangled_rope,tangled_rope
eu_ev_tariff_wall,5,0.58,0.79456,false_ci_rope,0.450542,True,0.005262,False,0.450404,True,powerless,tangled_rope,tangled_rope
eu_irgc_terrorist_designation,0,0.58,0.79456,false_natural_law,0.765745,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
eu_mercosur_trade_agreement,6,0.58,0.79456,false_ci_rope,0.257367,True,0.003083,False,0.177265,True,institutional,tangled_rope,tangled_rope
eu_renewable_energy_mandate,3,0.52,0.712364,false_ci_rope,0.014002,False,0.000000,False,0.001713,False,powerless,tangled_rope,tangled_rope
eu_russian_asset_freeze_2025,5,0.68,0.931553,false_ci_rope,0.492896,True,0.010394,False,0.492896,True,institutional,tangled_rope,snare
eu_unanimity_rule_foreign_policy,0,0.52,0.712364,false_natural_law,0.692518,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
euler_characteristic_topology,0,0.08,0.110402,natural_law,0.049909,False,0.000000,False,0.000000,False,,mountain,mountain
eurozone_fragmentation_2026,6,0.58,0.79456,false_ci_rope,0.450591,True,0.005262,False,0.450591,True,institutional,tangled_rope,tangled_rope
event_fragmentation,0,0.52,0.712364,false_natural_law,0.693125,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
evfta_trade_agreement,0,0.52,0.712364,false_natural_law,0.695945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
evidence_half_life,0,0.58,0.79456,false_natural_law,0.989574,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
evolutionary_knowledge,0,0.52,0.712364,false_natural_law,0.695945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
evolutionary_mismatch_load,0,0.58,0.79456,false_natural_law,0.633578,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
exoplanet_habitability_arbitrage,3,0.38,0.520574,false_ci_rope,0.732261,True,0.000084,False,0.014933,False,institutional,tangled_rope,tangled_rope
expert_disempowerment,6,0.52,0.712364,false_ci_rope,0.427029,True,0.001067,False,0.275500,True,institutional,tangled_rope,tangled_rope
exploration_vs_exploitation,0,0.52,0.712364,false_natural_law,0.943220,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
extraordinary_narrative_shift,0,0.52,0.712364,false_natural_law,0.301578,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
factional_instability,0,0.52,0.712364,false_natural_law,0.931732,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
faint_blue_neural_bifurcation,0,0.68,0.931553,false_natural_law,0.949208,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fair_use_doctrine,0,0.52,0.712364,false_ci_rope,0.117142,False,0.000106,False,0.614224,False,institutional,tangled_rope,tangled_rope
family_estrangement_ratio,0,0.58,0.79456,false_natural_law,0.989739,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
family_succession_and_decadence,0,0.58,0.79456,false_natural_law,0.765745,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fast_growing_hierarchy,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
fatf_grey_list_russia,0,0.58,0.79456,false_natural_law,0.767495,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fb_creator_monetization_indonesia,0,0.58,0.79456,false_natural_law,0.984574,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fcc_dji_covered_list,6,0.58,0.79456,false_ci_rope,0.455680,True,0.005273,False,0.455680,True,institutional,tangled_rope,tangled_rope
fda_accelerated_approval_alz,0,0.52,0.712364,false_natural_law,0.693125,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fda_component_efficacy_standard,5,0.52,0.712364,false_ci_rope,0.427056,True,0.001067,False,0.276076,True,institutional,tangled_rope,tangled_rope
fda_gonorrhea_efficacy_standard,0,0.58,0.79456,false_natural_law,0.767495,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fed_shutdown_2026,6,0.58,0.79456,false_ci_rope,0.971825,True,0.000492,False,0.971825,True,institutional,snare,snare
feedback_loop_desynchronization,0,0.58,0.79456,false_natural_law,0.633578,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
feigenbaum_universality,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
fermats_last_theorem,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
fgh_hierarchy_2026,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
fiat_currency_lifecycle,0,0.58,0.79456,false_natural_law,0.625602,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
financialization_drag,4,0.62,0.849357,false_ci_rope,0.981975,True,0.000170,False,0.981496,True,institutional,snare,snare
fine_particle_policy,5,0.52,0.712364,false_ci_rope,0.402570,True,0.000818,False,0.189295,True,institutional,tangled_rope,tangled_rope
finite_pool_of_worry,0,0.52,0.712364,false_natural_law,0.581864,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
finite_simple_groups_classification,0,0.12,0.165603,natural_law,0.054867,False,0.000000,False,0.000000,False,,mountain,mountain
finnish_debt_adjustment,3,0.38,0.520574,false_ci_rope,0.914661,True,0.000330,False,0.021753,False,institutional,tangled_rope,tangled_rope
finnish_ubi_experiment,0,0.38,0.520574,false_natural_law,0.528744,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fiscal_dominance_trap,0,0.58,0.79456,false_natural_law,0.989906,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fiscal_equalization_friction,0,0.38,0.520574,false_natural_law,0.507196,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
fittss_law,3,0.38,0.520574,false_ci_rope,0.914661,True,0.000330,False,0.021753,False,institutional,tangled_rope,tangled_rope
