id	eps	supp	tr	chi	mt	ft
article_51_self_defense__unable_unwilling_doctrine_reading	0.52	0.62	0.58	0.7123639542788058	snare	snare
article_9_war_renunciation__collective_self_defense_reading	0.54	0.62	0.68	0.7397625679049138	snare	snare
article_9_war_renunciation__inherent_right_reading	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
article_9_war_renunciation__strict_pacifist_reading	0.58	0.72	0.48	0.7945597951571295	snare	snare
audit_trail_discovery_surface	0.48	0.52	0.38	0.6575667270265899	tangled_rope	tangled_rope
average_is_over_2026	0.58	0.68	0.35	0.7945597951571295	snare	snare
award_system_voter_diversity	0.52	0.58	0.64	0.7123639542788058	tangled_rope	rope
axiom_of_choice_consequence	0.12	0.03	0.15	0.16560293298312803	mountain	mountain
balfour_mandate_instruments__dual_obligation_indigenous_rights	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
balfour_mandate_instruments__jewish_national_home_primacy	0.62	0.68	0.55	0.8493570224093454	snare	snare
balfour_mandate_instruments__mandatory_interpretive_discretion	0.58	0.72	0.68	0.7945597951571295	snare	snare
basic_law_interpretive_authority__judicial_supremacy_reading	0.48	0.62	0.55	0.6575667270265899	tangled_rope	tangled_rope
basic_law_interpretive_authority__parliamentary_sovereignty_reading	0.52	0.48	0.55	0.7123639542788058	tangled_rope	tangled_rope
basic_law_interpretive_authority__popular_constitutionalism_reading	0.58	0.52	0.65	0.7945597951571295	tangled_rope	tangled_rope
basic_law_interpretive_boundary__balanced_contestation_reading	0.38	0.48	0.55	0.5205736588960505	tangled_rope	tangled_rope
basic_law_interpretive_boundary__judicial_supremacy_reading	0.58	0.62	0.55	0.7945597951571295	snare	snare
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	0.08	0.12	0.35	0.10959445450443167	scaffold	rope
beehiiv_platform_model	0.58	0.62	0.48	0.7945597951571295	snare	snare
beta_designation_doctrine__expansive_shield_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
beta_designation_doctrine__narrow_warning_reading	0.38	0.42	0.55	0.5205736588960505	tangled_rope	tangled_rope
beta_designation_doctrine__severity_carve_out_reading	0.35	0.48	0.52	0.47947573845688846	tangled_rope	tangled_rope
biblical_authority__conciliar_reading	0.38	0.48	0.52	0.5205736588960505	tangled_rope	tangled_rope
biblical_authority__sola_scriptura_reading	0.38	0.42	0.58	0.5205736588960505	tangled_rope	tangled_rope
biblical_authority__tradition_scripture_reading	0.58	0.65	0.48	0.7945597951571295	snare	snare
biblical_divine_nature__modalist_reading	0.38	0.48	0.62	0.5205736588960505	tangled_rope	tangled_rope
biblical_divine_nature__trinitarian_reading	0.58	0.72	0.65	0.7945597951571295	snare	snare
biblical_divine_nature__unitarian_reading	0.38	0.62	0.58	0.5205736588960505	tangled_rope	tangled_rope
biblical_source_text__critical_reconstructive_reading	0.58	0.68	0.61	0.7945597951571295	snare	snare
biblical_source_text__dynamic_equivalence_reading	0.38	0.52	0.58	0.5205736588960505	tangled_rope	tangled_rope
biblical_source_text__formal_equivalence_reading	0.62	0.58	0.65	0.8493570224093454	tangled_rope	tangled_rope
big_data_astrophysics_arbitrage	0.58	0.62	0.38	0.7945597951571295	snare	snare
bilateral_science_innovation_partnership	0.52	0.58	0.61	0.7123639542788058	tangled_rope	rope
bitcoin_consensus_kernel__maximalist_reading	0.58	0.72	0.65	0.7945597951571295	snare	snare
bitcoin_consensus_kernel__pragmatic_synthesis	0.32	0.38	0.55	0.4383778180177267	scaffold	tangled_rope
bitcoin_consensus_kernel__utility_reading	0.38	0.42	0.58	0.5205736588960505	tangled_rope	tangled_rope
bitcoin_whitepaper__digital_gold_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
bitcoin_whitepaper__p2p_cash_reading	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
bitcoin_whitepaper__protocol_ossification_reading	0.58	0.67	0.58	0.7945597951571295	snare	snare
bitcoin_whitepaper_purpose__electronic_cash_reading	0.58	0.48	0.55	0.7945597951571295	tangled_rope	tangled_rope
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	0.58	0.65	0.48	0.7945597951571295	snare	snare
bitcoin_whitepaper_purpose__store_of_value_reading	0.52	0.48	0.38	0.7123639542788058	tangled_rope	rope
bite_configuration_naturalization	0.38	0.48	0.65	0.5205736588960505	tangled_rope	tangled_rope
blockchain_scalability_trilemma	0.52	0.48	0.55	0.7123639542788058	tangled_rope	tangled_rope
blockchain_settlement_finality	0.58	0.62	0.65	0.7945597951571295	snare	snare
boom_bust_path_dependency	0.38	0.52	0.78	0.5205736588960505	unknown	unknown
border_control_legitimacy__freedom_of_movement_primary	0.58	0.72	0.65	0.7945597951571295	snare	snare
border_control_legitimacy__jurisdictional_sovereignty	0.58	0.65	0.68	0.7945597951571295	snare	snare
border_control_legitimacy__sovereignty_primary	0.68	0.72	0.58	0.9315528632876693	snare	snare
border_legitimacy__economic_utility_reading	0.58	0.62	0.68	0.7945597951571295	snare	snare
border_legitimacy__freedom_of_movement_primary_reading	0.68	0.82	0.55	0.9315528632876693	snare	snare
border_legitimacy__freedom_of_movement_reading	0.68	0.75	0.58	0.9315528632876693	snare	snare
border_legitimacy__humanitarian_obligation_reading	0.38	0.52	0.58	0.5205736588960505	tangled_rope	tangled_rope
border_legitimacy__sovereignty_primary_reading	0.58	0.72	0.48	0.7945597951571295	snare	snare
border_legitimacy__sovereignty_reading	0.68	0.72	0.35	0.9315528632876693	snare	snare
border_normative_status__freedom_primary	0.58	0.72	0.65	0.7945597951571295	snare	snare
border_normative_status__qualified_sovereignty	0.58	0.65	0.58	0.7945597951571295	snare	snare
border_normative_status__sovereignty_primary	0.58	0.72	0.55	0.7945597951571295	snare	snare
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	0.35	0.42	0.38	0.47947573845688846	tangled_rope	tangled_rope
bretton_woods_treaty_substrate__neoliberal_convertibility	0.58	0.72	0.48	0.7945597951571295	snare	snare
bretton_woods_treaty_substrate__sovereignty_defense	0.58	0.68	0.55	0.7945597951571295	snare	snare
burali_forte_paradox	0.12	0.03	0.15	0.16560293298312803	mountain	mountain
bureaucratic_discretion_capture	0.58	0.62	0.65	0.7945597951571295	snare	snare
bureaucratic_legibility_collapse	0.58	0.62	0.68	0.7945597951571295	snare	snare
bureaucratic_rent_seeking	0.52	0.65	0.68	0.7123639542788058	snare	snare
busy_beaver_noncomputability	0.12	0.03	0.05	0.16560293298312803	mountain	mountain
caa_section_111d_delegation__facility_constraint_reading	0.58	0.62	0.68	0.7945597951571295	snare	snare
caa_section_111d_delegation__state_compliance_pathway_constraint	0.52	0.48	0.58	0.7123639542788058	tangled_rope	rope
caa_section_111d_delegation__systemic_transformation_reading	0.58	0.68	0.42	0.7945597951571295	snare	snare
canadian_equalization_regime	0.52	0.48	0.58	0.7123639542788058	tangled_rope	tangled_rope
capability_acceleration_outpacing_safety	0.68	0.72	0.58	0.9315528632876693	snare	snare
capability_velocity_mismatch	0.58	0.65	0.58	0.7945597951571295	snare	snare
catastrophe_avoidance_retention__catastrophe_as_necessary_selector	0.58	0.72	0.68	0.7945597951571295	snare	snare
catastrophe_avoidance_retention__hybrid_near_miss_learning	0.52	0.48	0.35	0.7123639542788058	tangled_rope	tangled_rope
catastrophe_avoidance_retention__simulation_as_proxy_catastrophe	0.38	0.52	0.68	0.5205736588960505	tangled_rope	tangled_rope
catastrophe_memory_function__hybrid_transformation_reading	0.38	0.52	0.65	0.5205736588960505	tangled_rope	tangled_rope
catastrophe_memory_function__mourning_practice_reading	0.38	0.62	0.68	0.5205736588960505	tangled_rope	tangled_rope
catastrophe_memory_function__survival_competence_reading	0.32	0.48	0.55	0.4383778180177267	tangled_rope	tangled_rope
catastrophe_memory_preservation__hybrid_atrophy_reading	0.28	0.62	0.75	0.3835805907655109	piton	piton
catastrophe_memory_preservation__mourning_practice_reading	0.22	0.18	0.35	0.30138474988718705	scaffold	tangled_rope
catastrophe_memory_preservation__survival_competence_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
catastrophe_memory_survival__competence_transmission_reading	0.52	0.58	0.65	0.7123639542788058	tangled_rope	tangled_rope
catastrophe_memory_survival__hybrid_encoding_reading	0.38	0.52	0.58	0.5622195925199971	tangled_rope	tangled_rope
catastrophe_memory_survival__symbol_survival_reading	0.58	0.65	0.82	0.7945597951571295	snare	snare
catastrophe_memory_transmission__hybrid_embedded_reading	0.28	0.42	0.35	0.3835805907655109	unknown	unknown
catastrophe_memory_transmission__hybrid_pedagogical_reading	0.52	0.58	0.64	0.7123639542788058	tangled_rope	tangled_rope
catastrophe_memory_transmission__mourning_practice_reading	0.58	0.65	0.48	0.7945597951571295	snare	snare
catastrophe_memory_transmission__operational_competence_reading	0.22	0.18	0.35	0.30138474988718705	scaffold	tangled_rope
catastrophe_memory_transmission__survival_competence_reading	0.38	0.48	0.55	0.5205736588960505	tangled_rope	tangled_rope
catastrophe_memory_transmission__symbol_continuity_reading	0.52	0.68	0.58	0.7123639542788058	snare	snare
causal_inference_gap	0.58	0.65	0.68	0.7945597951571295	snare	snare
cbdr_principle__historical_responsibility_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
cbdr_principle__voluntary_commitment_reading	0.58	0.62	0.65	0.7945597951571295	snare	snare
chaos_trajectory_divergence	0.12	0.03	0.15	0.16560293298312803	mountain	mountain
chemical_regulatory_capture	0.58	0.68	0.64	0.7945597951571295	snare	snare
china_advanced_chip_design_constraint	0.58	0.72	0.38	0.7945597951571295	snare	snare
chip_constraint_bottleneck	0.38	0.42	0.35	0.5205736588960505	tangled_rope	tangled_rope
chip_control_efficacy	0.18	0.35	0.42	0.24658752263497122	scaffold	tangled_rope
church_turing_thesis__epistemological_boundary_reading	0.38	0.52	0.68	0.5205736588960505	tangled_rope	tangled_rope
church_turing_thesis__mathematical_definition_reading	0.05	0.02	0.15	0.0684965340652698	scaffold	rope
church_turing_thesis__physical_claim_reading	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
class_field_theory_foundation	0.12	0.02	0.08	0.16560293298312803	mountain	mountain
classical_latin_standard__continuity_reading	0.38	0.32	0.45	0.5205736588960505	unknown	unknown
classical_latin_standard__hybrid_reading	0.38	0.48	0.55	0.5205736588960505	tangled_rope	tangled_rope
classical_latin_standard__reconstruction_reading	0.62	0.68	0.55	0.8493570224093454	snare	snare
clawderberg_recursive_slop	0.58	0.62	0.68	0.7945597951571295	snare	snare
click_chemistry_paradigm_2026	0.58	0.48	0.62	0.7945597951571295	tangled_rope	tangled_rope
climate_harm_prevention__adaptation_priority	0.58	0.72	0.68	0.7945597951571295	snare	snare
climate_harm_prevention__degrowth_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
climate_harm_prevention__mitigation_priority	0.58	0.62	0.68	0.7945597951571295	snare	snare
climate_response_action__adaptation_priority	0.58	0.62	0.48	0.7945597951571295	snare	snare
climate_response_action__degrowth_transformation	0.68	0.72	0.55	0.9315528632876693	snare	snare
climate_response_action__mitigation_priority	0.54	0.62	0.65	0.7397625679049138	snare	snare
climate_response_imperative__adaptation_priority_reading	0.58	0.62	0.65	0.7945597951571295	snare	snare
climate_response_imperative__degrowth_reading	0.58	0.72	0.55	0.7945597951571295	snare	snare
climate_response_imperative__mitigation_priority_reading	0.58	0.62	0.51	0.7945597951571295	snare	snare
climate_response_legitimacy__adaptation_priority	0.58	0.62	0.51	0.7945597951571295	snare	snare
climate_response_legitimacy__degrowth_transformation	0.58	0.72	0.45	0.7945597951571295	snare	snare
climate_response_legitimacy__mitigation_priority	0.58	0.62	0.68	0.7945597951571295	snare	snare
climate_response_obligation__adaptation_priority	0.58	0.52	0.48	0.7945597951571295	tangled_rope	tangled_rope
climate_response_obligation__degrowth_reading	0.58	0.72	0.35	0.828154120232319	snare	snare
climate_response_obligation__mitigation_priority	0.58	0.68	0.52	0.7945597951571295	snare	snare
climate_stabilization_timeline	0.58	0.68	0.76	0.7945597951571295	snare	snare
coercion_legitimacy_boundary__bodily_autonomy_primary	0.68	0.72	0.55	0.9315528632876693	snare	snare
coercion_legitimacy_boundary__proportionality_reading	0.52	0.58	0.55	0.7123639542788058	tangled_rope	tangled_rope
coercion_legitimacy_boundary__public_health_primary	0.58	0.72	0.35	0.7945597951571295	snare	snare
cold_war_geopolitical_constraint	0.58	0.72	0.65	0.7945597951571295	snare	snare
collateral_sufficiency_floor	0.52	0.68	0.55	0.7123639542788058	snare	snare
collective_stupidity_2026	0.68	0.72	0.58	0.9315528632876693	snare	snare
combatant_status_definition__functional_protection_reading	0.15	0.35	0.4	0.20548960219580936	scaffold	rope
combatant_status_definition__national_liberation_reading	0.58	0.68	0.45	0.7945597951571295	snare	snare
combatant_status_definition__state_centric_reading	0.62	0.75	0.35	0.8493570224093454	snare	snare
commerce_clause_scope__broad_effects_test	0.58	0.72	0.65	0.7945597951571295	snare	snare
commerce_clause_scope__intermediate_channels	0.48	0.52	0.58	0.6575667270265899	tangled_rope	tangled_rope
commerce_clause_scope__narrow_originalist	0.38	0.52	0.65	0.5205736588960505	tangled_rope	tangled_rope
commerce_clause_text__expansive_federal_reading	0.58	0.62	0.65	0.7945597951571295	snare	snare
commerce_clause_text__originalist_narrow_reading	0.38	0.52	0.68	0.5205736588960505	tangled_rope	tangled_rope
commerce_clause_text__substantial_effects_limited_reading	0.42	0.48	0.65	0.5753708861482661	tangled_rope	tangled_rope
commercial_fishery_quota_systems	0.52	0.58	0.48	0.7123639542788058	tangled_rope	tangled_rope
commodified_permission_structure	0.52	0.48	0.65	0.7123639542788058	tangled_rope	rope
common_article_3_scope__expansive_human_rights_reading	0.62	0.68	0.54	0.8493570224093454	snare	snare
common_article_3_scope__icrc_customary_reading	0.38	0.42	0.55	0.5205736588960505	tangled_rope	tangled_rope
common_article_3_scope__state_centric_reading	0.58	0.68	0.52	0.7945597951571295	snare	snare
common_law_precedent_corpus__evolutionary_framework	0.38	0.48	0.52	0.5205736588960505	tangled_rope	tangled_rope
common_law_precedent_corpus__pluralist_balancing	0.52	0.48	0.58	0.7123639542788058	tangled_rope	rope
common_law_precedent_corpus__strict_stare_decisis	0.52	0.68	0.44	0.7123639542788058	snare	snare
competence_exercise_requirement__catastrophe_as_necessary_anchor	0.68	0.72	0.55	0.9315528632876693	snare	snare
competence_exercise_requirement__hybrid_dependency	0.52	0.58	0.64	0.7123639542788058	tangled_rope	tangled_rope
competence_exercise_requirement__simulation_as_adequate_exercise	0.38	0.52	0.68	0.5205736588960505	tangled_rope	tangled_rope
competence_exercise_validity__continuous_refresh_hybrid	0.52	0.48	0.58	0.7123639542788058	tangled_rope	tangled_rope
competence_exercise_validity__real_catastrophe_only	0.58	0.68	0.64	0.7945597951571295	snare	snare
competence_exercise_validity__simulation_as_proxy	0.58	0.65	0.68	0.7945597951571295	snare	snare
competence_occupation__hybrid_occupation	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
competence_occupation__real_incident_necessity	0.68	0.72	0.55	0.9315528632876693	snare	snare
competence_occupation__simulation_sufficiency	0.58	0.62	0.68	0.7945597951571295	snare	snare
competence_retention_exercise__catastrophe_as_necessary	0.58	0.68	0.85	0.7945597951571295	snare	snare
competence_retention_exercise__near_miss_as_bridge	0.38	0.48	0.55	0.5205736588960505	tangled_rope	tangled_rope
competence_retention_exercise__simulation_as_sufficient	0.38	0.52	0.58	0.5205736588960505	tangled_rope	tangled_rope
compliance_cost_asymmetry	0.54	0.62	0.58	0.7397625679049138	snare	snare
complicity_equilibrium	0.58	0.68	0.65	0.7945597951571295	snare	snare
consent_fatigue_externality	0.58	0.62	0.68	0.7945597951571295	snare	snare
constitutional_authority_boundary__coordinate_construction_reading	0.42	0.48	0.55	0.5753708861482661	tangled_rope	tangled_rope
constitutional_authority_boundary__judicial_supremacy_reading	0.62	0.58	0.48	0.8493570224093454	tangled_rope	tangled_rope
constitutional_authority_boundary__parliamentary_primacy_reading	0.18	0.35	0.42	0.24658752263497122	rope	rope
constitutional_interpretive_authority__coordinate_construction_reading	0.48	0.58	0.64	0.6575667270265899	tangled_rope	tangled_rope
constitutional_interpretive_authority__judicial_supremacy_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
constitutional_interpretive_authority__parliamentary_supremacy_reading	0.52	0.68	0.64	0.7123639542788058	snare	snare
constitutional_secularism__principled_intervention_reading	0.58	0.68	0.62	0.7945597951571295	snare	snare
constitutional_secularism__reformist_reading	0.58	0.72	0.35	0.7945597951571295	snare	snare
constitutional_secularism__strict_neutrality_reading	0.38	0.45	0.55	0.5205736588960505	tangled_rope	tangled_rope
constitutional_text__judicial_supremacy_reading	0.52	0.68	0.58	0.7123639542788058	snare	snare
constitutional_text__legislative_sovereignty_reading	0.58	0.65	0.48	0.7945597951571295	snare	snare
constitutional_text__popular_sovereignty_reading	0.38	0.48	0.55	0.5205736588960505	tangled_rope	tangled_rope
constitutional_text_authority__living_constitutionalist_reading	0.38	0.42	0.55	0.5205736588960505	tangled_rope	tangled_rope
constitutional_text_authority__originalist_reading	0.58	0.52	0.38	0.7945597951571295	tangled_rope	tangled_rope
constitutional_text_authority__positivist_reading	0.38	0.52	0.65	0.5205736588960505	tangled_rope	tangled_rope
cop_consensus_paralysis	0.58	0.72	0.68	0.7945597951571295	snare	snare
copyright_constitutional_mandate__corporate_enclosure_reading	0.68	0.75	0.58	0.8230291500414056	snare	snare
copyright_constitutional_mandate__judicial_ambiguity_reading	0.38	0.45	0.58	0.5205736588960505	tangled_rope	tangled_rope
copyright_constitutional_mandate__public_scaffold_reading	0.22	0.35	0.48	0.30138474988718705	scaffold	tangled_rope
correct_latin__living_drift_reading	0.12	0.08	0.15	0.16439168175664748	scaffold	tangled_rope
correct_latin__prescriptive_ideal_reading	0.68	0.72	0.65	0.9315528632876693	snare	snare
correct_latin__textual_recovery_reading	0.48	0.52	0.58	0.6575667270265899	tangled_rope	tangled_rope
correct_latin_kernel__continuity_reading	0.22	0.35	0.48	0.30138474988718705	scaffold	tangled_rope
correct_latin_kernel__reconstructionist_reading	0.58	0.62	0.68	0.7945597951571295	snare	snare
correct_latin_kernel__reoccupation_reading	0.58	0.65	0.68	0.7945597951571295	snare	snare
counterparty_risk_opacity	0.58	0.62	0.65	0.7945597951571295	snare	snare
creed_381_pneumatology__ecumenical_reunion_reading	0.28	0.32	0.45	0.3835805907655109	scaffold	tangled_rope
creed_381_pneumatology__filioque_reading	0.58	0.65	0.48	0.7945597951571295	snare	snare
creed_381_pneumatology__monoprocession_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
crustal_hydrogen_availability	0.18	0.03	0.05	0.2484043994746921	mountain	mountain
cryptocurrency_settlement_competition	0.58	0.65	0.48	0.7945597951571295	snare	snare
cryptographic_key_selection	0.08	0.02	0.05	0.11040195532208537	mountain	mountain
cultural_homogenization_social_media	0.58	0.62	0.51	0.7945597951571295	snare	snare
cultural_legitimacy_gatekeeping	0.52	0.58	0.68	0.7123639542788058	tangled_rope	tangled_rope
cultural_property_legal_corpus__indigenous_stewardship_reading	0.68	0.75	0.58	0.9315528632876693	snare	snare
cultural_property_legal_corpus__sovereign_repatriation_reading	0.48	0.62	0.58	0.6575667270265899	tangled_rope	tangled_rope
cultural_property_legal_corpus__universal_heritage_reading	0.52	0.48	0.55	0.7123639542788058	tangled_rope	tangled_rope
cuny_light_2026	0.08	0.12	0.15	0.10959445450443167	scaffold	tangled_rope
currency_depreciation_spiral	0.58	0.65	0.48	0.7945597951571295	snare	snare
dark_matter_structure_formation_timeline	0.12	0.03	0.15	0.16560293298312803	mountain	mountain
decalogue_image_prohibition__iconoclast_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
decalogue_image_prohibition__iconodule_reading	0.28	0.32	0.41	0.3835805907655109	scaffold	tangled_rope
decalogue_image_prohibition__moderate_iconoclast_reading	0.52	0.58	0.61	0.7123639542788058	tangled_rope	tangled_rope
decentralization_censorship_resistance	0.58	0.62	0.68	0.7945597951571295	snare	snare
defense_contractor_vendor_capture	0.58	0.68	0.64	0.7945597951571295	snare	snare
deferential_realism_ontology__hybrid_pragmatic_reading	0.48	0.52	0.58	0.543416791112751	tangled_rope	tangled_rope
deferential_realism_ontology__immutable_diagnostic_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
deferential_realism_ontology__rhetorical_scaffold_reading	0.58	0.35	0.62	0.7945597951571295	unknown	unknown
deforestation_commons	0.68	0.72	0.55	0.9315528632876693	snare	snare
derivative_work_statutory_boundary__coordination_reading	0.18	0.12	0.35	0.24658752263497122	scaffold	tangled_rope
derivative_work_statutory_boundary__enclosure_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
derivative_work_statutory_boundary__hybrid_carveout_reading	0.48	0.52	0.58	0.6575667270265899	tangled_rope	tangled_rope
developing_nation_debt_sustainability	0.58	0.72	0.65	0.7945597951571295	snare	snare
dharmasastra_corpus__abolitionist_rejection	0.68	0.72	0.55	0.9315528632876693	snare	snare
dharmasastra_corpus__orthodox_literalist	0.68	0.72	0.45	0.9315528632876693	snare	snare
dharmasastra_corpus__reformist_contextual	0.52	0.48	0.65	0.7123639542788058	tangled_rope	tangled_rope
digital_identity_standardization	0.58	0.62	0.68	0.7945597951571295	snare	snare
digital_money_emergence_boundary__conceptualization_reading	0.38	0.48	0.65	0.5205736588960505	tangled_rope	tangled_rope
digital_money_emergence_boundary__consumer_holdings_reading	0.42	0.48	0.55	0.5753708861482661	tangled_rope	tangled_rope
digital_money_emergence_boundary__infrastructure_reading	0.52	0.45	0.38	0.7123639542788058	tangled_rope	tangled_rope
digital_money_origin__consumer_access_reading	0.38	0.48	0.62	0.5205736588960505	tangled_rope	tangled_rope
