id	eps	supp	tr	chi	mt	ft
animal_moral_status__abolitionist_reading	0.95	0.98	0.05	1.3014341472401258	snare	snare
animal_moral_status__property_reading	0.05	0.02	0.01	0.0684965340652698	mountain	tangled_rope
animal_moral_status__welfare_reading	0.35	0.2	0.4	0.47947573845688846	unknown	unknown
animal_status__abolitionist_reading	0.95	0.99	0.05	1.3014341472401258	snare	snare
animal_status__property_reading	0.05	0.02	0.01	0.0684965340652698	mountain	tangled_rope
animal_status__welfare_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
animal_status_kernel__abolitionist_reading	0.95	0.98	0.05	1.3014341472401258	snare	snare
animal_status_kernel__welfare_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
anthropological_record__creationist_reading	0.6	0.7	0.4	0.8219584087832374	snare	snare
anthropological_record__indigenous_epistemology_reading	0.2	0.1	0.05	0.2739861362610792	scaffold	rope
anthropological_record__naturalist_reading	0.68	0.75	0.15	0.9315528632876693	snare	snare
article17_erasure_right__censorship_mechanism_reading	0.78	0.85	0.45	1.0685459314182089	snare	snare
article17_erasure_right__competitive_moat_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
article17_erasure_right__privacy_fundamental_reading	0.25	0.15	0.1	0.34248267032634894	rope	rope
article_17_complementarity__international_oversight_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
article_17_complementarity__national_primacy_reading	0.65	0.7	0.4	0.8904549428485073	snare	snare
article_27_veto_power__coordination_reading	0.15	0.05	0.1	0.20548960219580936	scaffold	rope
article_27_veto_power__oligopoly_reading	0.85	0.9	0.1	1.1644410791095863	snare	snare
article_27_veto_power__sovereignty_reading	0.05	0.02	0.1	0.0684965340652698	mountain	mountain
article_2_7_chapter_vii_tension__r2p_reading	0.7	0.6	0.4	0.9589514769137769	snare	snare
article_2_7_chapter_vii_tension__sovereignty_first_reading	0.85	0.75	0.15	1.1644410791095863	snare	snare
article_51_self_defense__expansive_preventive_reading	0.7	0.6	0.4	0.9589514769137769	snare	snare
article_51_self_defense__narrow_armed_attack_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
article_51_self_defense__unable_unwilling_doctrine_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
article_9_war_renunciation__collective_self_defense_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
article_9_war_renunciation__inherent_right_reading	0.3	0.4	0.2	0.4109792043916187	tangled_rope	tangled_rope
article_9_war_renunciation__strict_pacifist_reading	0.85	0.9	0.1	1.1644410791095863	snare	snare
balfour_mandate_instruments__dual_obligation_indigenous_rights	0.7	0.6	0.2	0.9589514769137769	snare	snare
balfour_mandate_instruments__jewish_national_home_primacy	0.85	0.9	0.1	1.1644410791095863	snare	snare
balfour_mandate_instruments__mandatory_interpretive_discretion	0.65	0.75	0.2	0.8904549428485073	snare	snare
basic_law_interpretive_authority__judicial_supremacy_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
basic_law_interpretive_authority__popular_constitutionalism_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
basic_law_interpretive_boundary__balanced_contestation_reading	0.45	0.3	0.1	0.6164688065874281	unknown	piton
basic_law_interpretive_boundary__judicial_supremacy_reading	0.65	0.7	0.1	0.8904549428485073	snare	snare
beta_designation_doctrine__expansive_shield_reading	0.85	0.7	0.4	1.1644410791095863	snare	snare
beta_designation_doctrine__narrow_warning_reading	0.2	0.1	0.05	0.2739861362610792	rope	rope
beta_designation_doctrine__severity_carve_out_reading	0.15	0.05	0.0	0.20548960219580936	mountain	tangled_rope
biblical_authority__conciliar_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
biblical_authority__sola_scriptura_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
biblical_authority__tradition_scripture_reading	0.85	0.92	0.15	1.1644410791095863	snare	snare
biblical_divine_nature__modalist_reading	0.4	0.6	0.2	0.5479722725221584	tangled_rope	tangled_rope
biblical_divine_nature__trinitarian_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
biblical_divine_nature__unitarian_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
biblical_source_text__critical_reconstructive_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
biblical_source_text__dynamic_equivalence_reading	0.45	0.3	0.1	0.6164688065874281	unknown	unknown
biblical_source_text__formal_equivalence_reading	0.65	0.7	0.1	0.8904549428485073	snare	snare
bitcoin_consensus_kernel__maximalist_reading	0.85	0.92	0.1	1.1644410791095863	snare	snare
bitcoin_consensus_kernel__utility_reading	0.45	0.3	0.1	0.6164688065874281	unknown	unknown
bitcoin_whitepaper__digital_gold_reading	0.65	0.75	0.1	0.8904549428485073	snare	snare
bitcoin_whitepaper__p2p_cash_reading	0.4	0.2	0.1	0.5479722725221584	unknown	unknown
bitcoin_whitepaper__protocol_ossification_reading	0.65	0.78	0.2	0.8904549428485073	snare	snare
bitcoin_whitepaper_purpose__electronic_cash_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
bitcoin_whitepaper_purpose__store_of_value_reading	0.6	0.7	0.1	0.8219584087832374	snare	snare
border_control_legitimacy__jurisdictional_sovereignty	0.6	0.7	0.2	0.8219584087832374	snare	snare
border_control_legitimacy__sovereignty_primary	0.7	0.85	0.1	0.9589514769137769	snare	snare
border_legitimacy__freedom_of_movement_reading	0.85	0.92	0.1	1.1644410791095863	snare	snare
border_legitimacy__humanitarian_obligation_reading	0.45	0.7	0.2	0.6164688065874281	tangled_rope	tangled_rope
border_legitimacy__sovereignty_reading	0.85	0.9	0.1	1.1644410791095863	snare	snare
border_normative_status__freedom_primary	0.85	0.95	0.1	1.1644410791095863	snare	snare
border_normative_status__qualified_sovereignty	0.6	0.7	0.4	0.8219584087832374	snare	snare
border_normative_status__sovereignty_primary	0.85	0.9	0.1	1.1644410791095863	snare	snare
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	0.4	0.6	0.1	0.5479722725221584	tangled_rope	tangled_rope
bretton_woods_treaty_substrate__neoliberal_convertibility	0.85	0.75	0.1	1.1644410791095863	snare	snare
bretton_woods_treaty_substrate__sovereignty_defense	0.65	0.75	0.2	0.8904549428485073	snare	snare
caa_section_111d_delegation__facility_constraint_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
caa_section_111d_delegation__systemic_transformation_reading	0.65	0.75	0.1	0.8904549428485073	snare	snare
catastrophe_avoidance_retention__catastrophe_as_necessary_selector	0.6	0.7	0.4	0.8219584087832374	snare	snare
catastrophe_avoidance_retention__hybrid_near_miss_learning	0.15	0.2	0.1	0.20548960219580936	rope	rope
catastrophe_avoidance_retention__simulation_as_proxy_catastrophe	0.4	0.6	0.2	0.5479722725221584	tangled_rope	tangled_rope
catastrophe_memory_function__hybrid_transformation_reading	0.2	0.15	0.1	0.2739861362610792	scaffold	tangled_rope
catastrophe_memory_function__mourning_practice_reading	0.25	0.4	0.1	0.34248267032634894	scaffold	tangled_rope
catastrophe_memory_function__survival_competence_reading	0.15	0.2	0.1	0.20548960219580936	scaffold	tangled_rope
catastrophe_memory_kernel__survival_competence_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
catastrophe_memory_kernel__symbol_continuity_reading	0.2	0.3	0.6	0.2739861362610792	scaffold	tangled_rope
catastrophe_memory_kernel__trauma_encoding_reading	0.68	0.75	0.2	0.9315528632876693	snare	snare
catastrophe_memory_preservation__hybrid_atrophy_reading	0.45	0.3	0.7	0.6164688065874281	unknown	unknown
catastrophe_memory_preservation__mourning_practice_reading	0.15	0.05	0.2	0.20548960219580936	scaffold	tangled_rope
catastrophe_memory_preservation__survival_competence_reading	0.7	0.6	0.2	0.9589514769137769	snare	snare
catastrophe_memory_survival__competence_transmission_reading	0.45	0.2	0.3	0.6164688065874281	unknown	unknown
catastrophe_memory_survival__hybrid_encoding_reading	0.15	0.2	0.1	0.20548960219580936	scaffold	tangled_rope
catastrophe_memory_survival__symbol_survival_reading	0.7	0.6	0.4	0.9589514769137769	snare	snare
catastrophe_memory_transmission__hybrid_embedded_reading	0.15	0.2	0.1	0.20548960219580936	scaffold	tangled_rope
catastrophe_memory_transmission__operational_competence_reading	0.15	0.2	0.1	0.20548960219580936	scaffold	tangled_rope
catastrophe_memory_transmission__symbol_continuity_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
catastrophe_proxy_sufficiency__catastrophe_necessity_reading	0.05	0.02	0.01	0.0684965340652698	mountain	mountain
catastrophe_proxy_sufficiency__hybrid_degradation_reading	0.65	0.7	0.4	0.8904549428485073	snare	snare
catastrophe_proxy_sufficiency__simulation_as_proxy_catastrophe_reading	0.2	0.3	0.1	0.2739861362610792	scaffold	piton
catastrophe_proxy_sufficiency__simulation_fidelity_threshold	0.2	0.1	0.05	0.2739861362610792	scaffold	tangled_rope
cbdr_principle__historical_responsibility_reading	0.65	0.7	0.4	0.8904549428485073	snare	snare
cbdr_principle__voluntary_commitment_reading	0.65	0.45	0.55	0.8904549428485073	tangled_rope	tangled_rope
church_turing_thesis__epistemological_boundary_reading	0.3	0.6	0.1	0.4109792043916187	tangled_rope	tangled_rope
church_turing_thesis__mathematical_definition_reading	0.02	0.05	0.01	0.027398613626107918	scaffold	rope
church_turing_thesis__physical_claim_reading	0.55	0.65	0.1	0.7534618747179678	snare	snare
classical_latin_standard__continuity_reading	0.35	0.2	0.1	0.47947573845688846	unknown	unknown
classical_latin_standard__hybrid_reading	0.45	0.55	0.15	0.6164688065874281	tangled_rope	tangled_rope
classical_latin_standard__reconstruction_reading	0.85	0.92	0.15	1.1644410791095863	snare	snare
climate_harm_prevention__adaptation_priority	0.65	0.7	0.2	0.8904549428485073	snare	snare
climate_harm_prevention__degrowth_reading	0.85	0.7	0.1	1.1644410791095863	snare	snare
climate_harm_prevention__mitigation_priority	0.6	0.4	0.2	0.8219584087832374	tangled_rope	tangled_rope
climate_mitigation_imperative__opportunity_cost_reading	0.65	0.4	0.2	0.8904549428485073	tangled_rope	tangled_rope
climate_mitigation_imperative__portfolio_optimization_reading	0.45	0.3	0.1	0.6164688065874281	unknown	unknown
climate_mitigation_imperative__systems_transition_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
climate_mitigation_legitimacy__baseload_necessity_reading	0.6	0.4	0.2	0.8219584087832374	tangled_rope	tangled_rope
climate_mitigation_legitimacy__degrowth_sufficiency_reading	0.65	0.45	0.2	0.8904549428485073	tangled_rope	tangled_rope
climate_mitigation_legitimacy__portfolio_pragmatism_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
climate_mitigation_legitimacy__renewable_primacy_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
climate_response_action__adaptation_priority	0.65	0.7	0.2	0.8904549428485073	snare	snare
climate_response_action__degrowth_transformation	0.88	0.92	0.15	1.2055389995487482	snare	snare
climate_response_action__mitigation_priority	0.65	0.5	0.4	0.8904549428485073	tangled_rope	tangled_rope
climate_response_imperative__adaptation_priority_reading	0.68	0.75	0.4	0.9315528632876693	snare	snare
climate_response_imperative__degrowth_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
climate_response_imperative__mitigation_priority_reading	0.68	0.75	0.45	0.9315528632876693	snare	snare
climate_response_legitimacy__adaptation_priority	0.68	0.75	0.4	0.9315528632876693	snare	snare
climate_response_legitimacy__degrowth_transformation	0.65	0.75	0.1	0.8904549428485073	snare	snare
climate_response_legitimacy__mitigation_priority	0.65	0.4	0.25	0.8904549428485073	tangled_rope	tangled_rope
climate_response_obligation__adaptation_priority	0.85	0.7	0.2	1.1644410791095863	snare	snare
climate_response_obligation__degrowth_reading	0.85	0.7	0.1	1.1644410791095863	snare	snare
climate_response_obligation__mitigation_priority	0.65	0.4	0.2	0.8904549428485073	tangled_rope	tangled_rope
coercion_legitimacy_boundary__bodily_autonomy_primary	0.3	0.1	0.05	0.4109792043916187	scaffold	tangled_rope
coercion_legitimacy_boundary__proportionality_reading	0.45	0.6	0.1	0.6164688065874281	tangled_rope	tangled_rope
coercion_legitimacy_boundary__public_health_primary	0.65	0.75	0.1	0.8904549428485073	snare	snare
combatant_status_definition__functional_protection_reading	0.15	0.2	0.1	0.20548960219580936	rope	rope
combatant_status_definition__national_liberation_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
combatant_status_definition__state_centric_reading	0.85	0.9	0.1	1.1644410791095863	snare	snare
commerce_clause_scope__broad_effects_test	0.85	0.75	0.1	1.1644410791095863	snare	snare
commerce_clause_scope__intermediate_channels	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
commerce_clause_scope__narrow_originalist	0.2	0.3	0.1	0.2739861362610792	rope	rope
commerce_clause_text__expansive_federal_reading	0.6	0.7	0.1	0.8219584087832374	snare	snare
commerce_clause_text__originalist_narrow_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
commerce_clause_text__substantial_effects_limited_reading	0.3	0.4	0.2	0.4109792043916187	tangled_rope	tangled_rope
common_article_3_scope__expansive_human_rights_reading	0.65	0.7	0.4	0.8904549428485073	snare	snare
common_article_3_scope__icrc_customary_reading	0.3	0.2	0.1	0.4109792043916187	scaffold	tangled_rope
common_article_3_scope__state_centric_reading	0.65	0.78	0.2	0.8904549428485073	snare	snare
common_law_precedent_corpus__evolutionary_framework	0.3	0.2	0.1	0.4109792043916187	unknown	unknown
common_law_precedent_corpus__pluralist_balancing	0.6	0.7	0.2	0.8219584087832374	snare	snare
common_law_precedent_corpus__strict_stare_decisis	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
competence_exercise_requirement__catastrophe_as_necessary_anchor	0.6	0.7	0.4	0.8219584087832374	snare	snare
competence_exercise_requirement__hybrid_dependency	0.3	0.2	0.1	0.4109792043916187	unknown	unknown
competence_exercise_requirement__simulation_as_adequate_exercise	0.3	0.4	0.2	0.4109792043916187	unknown	unknown
competence_exercise_validity__continuous_refresh_hybrid	0.2	0.1	0.05	0.2739861362610792	rope	rope
competence_exercise_validity__real_catastrophe_only	0.6	0.7	0.4	0.8219584087832374	snare	snare
competence_exercise_validity__simulation_as_proxy	0.4	0.6	0.2	0.5479722725221584	tangled_rope	tangled_rope
competence_occupation__hybrid_occupation	0.6	0.7	0.2	0.8219584087832374	snare	snare
competence_occupation__real_incident_necessity	0.95	0.98	0.05	1.3014341472401258	snare	tangled_rope
competence_occupation__simulation_sufficiency	0.6	0.7	0.4	0.8219584087832374	snare	snare
competence_retention_exercise__catastrophe_as_necessary	0.8	0.7	0.1	1.0959445450443168	snare	snare
competence_retention_exercise__near_miss_as_bridge	0.3	0.2	0.1	0.4109792043916187	unknown	unknown
competence_retention_exercise__simulation_as_sufficient	0.2	0.1	0.05	0.2739861362610792	scaffold	tangled_rope
constitutional_authority_boundary__coordinate_construction_reading	0.4	0.2	0.1	0.5479722725221584	unknown	unknown
constitutional_authority_boundary__judicial_supremacy_reading	0.68	0.75	0.15	0.9315528632876693	snare	snare
constitutional_authority_boundary__parliamentary_primacy_reading	0.2	0.3	0.1	0.2739861362610792	rope	rope
constitutional_interpretive_authority__coordinate_construction_reading	0.2	0.1	0.05	0.2739861362610792	scaffold	tangled_rope
constitutional_interpretive_authority__judicial_supremacy_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
constitutional_interpretive_authority__parliamentary_supremacy_reading	0.4	0.6	0.1	0.5479722725221584	tangled_rope	tangled_rope
constitutional_secularism__principled_intervention_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
constitutional_secularism__reformist_reading	0.85	0.75	0.2	1.1644410791095863	snare	snare
constitutional_secularism__strict_neutrality_reading	0.15	0.05	0.1	0.20548960219580936	rope	rope
constitutional_text__judicial_supremacy_reading	0.6	0.7	0.1	0.8219584087832374	snare	snare
constitutional_text__legislative_sovereignty_reading	0.4	0.3	0.1	0.5479722725221584	unknown	unknown
constitutional_text__popular_sovereignty_reading	0.4	0.3	0.1	0.5479722725221584	unknown	unknown
constitutional_text_authority__living_constitutionalist_reading	0.3	0.2	0.1	0.4109792043916187	unknown	unknown
constitutional_text_authority__originalist_reading	0.4	0.6	0.2	0.5479722725221584	tangled_rope	tangled_rope
constitutional_text_authority__positivist_reading	0.2	0.4	0.1	0.2739861362610792	rope	rope
copyright_constitutional_mandate__corporate_enclosure_reading	0.85	0.75	0.2	1.1644410791095863	snare	snare
copyright_constitutional_mandate__judicial_ambiguity_reading	0.35	0.6	0.1	0.47947573845688846	tangled_rope	tangled_rope
copyright_constitutional_mandate__public_scaffold_reading	0.25	0.15	0.1	0.34248267032634894	scaffold	tangled_rope
correct_latin__continuity_reading	0.15	0.25	0.1	0.20548960219580936	scaffold	tangled_rope
correct_latin__discontinuity_reading	0.6	0.7	0.4	0.8219584087832374	snare	snare
correct_latin__hybrid_reading	0.4	0.3	0.1	0.5479722725221584	unknown	unknown
correct_latin_kernel__continuity_reading	0.2	0.15	0.1	0.2739861362610792	scaffold	tangled_rope
correct_latin_kernel__discontinuity_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
correct_latin_kernel__hybrid_reading	0.4	0.3	0.1	0.5479722725221584	unknown	unknown
creed_381_pneumatology__ecumenical_reunion_reading	0.25	0.15	0.1	0.34248267032634894	scaffold	tangled_rope
creed_381_pneumatology__filioque_reading	0.85	0.75	0.2	1.1644410791095863	snare	snare
creed_381_pneumatology__monoprocession_reading	0.7	0.6	0.1	0.9589514769137769	snare	snare
cultural_property_legal_corpus__indigenous_stewardship_reading	0.85	0.75	0.2	1.1644410791095863	snare	snare
cultural_property_legal_corpus__sovereign_repatriation_reading	0.65	0.7	0.2	0.8904549428485073	snare	snare
cultural_property_legal_corpus__universal_heritage_reading	0.68	0.75	0.4	0.9315528632876693	snare	snare
decalogue_image_prohibition__iconoclast_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
decalogue_image_prohibition__iconodule_reading	0.15	0.2	0.05	0.20548960219580936	scaffold	tangled_rope
decalogue_image_prohibition__moderate_iconoclast_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
deferential_realism_ontology__hybrid_pragmatic_reading	0.45	0.55	0.2	0.6164688065874281	tangled_rope	tangled_rope
deferential_realism_ontology__immutable_diagnostic_reading	0.1	0.7	0.05	0.1369930681305396	scaffold	tangled_rope
deferential_realism_ontology__rhetorical_scaffold_reading	0.2	0.1	0.6	0.2739861362610792	scaffold	tangled_rope
derivative_work_statutory_boundary__coordination_reading	0.15	0.2	0.05	0.20548960219580936	scaffold	tangled_rope
derivative_work_statutory_boundary__enclosure_reading	0.85	0.9	0.1	1.1644410791095863	snare	snare
derivative_work_statutory_boundary__hybrid_carveout_reading	0.45	0.6	0.1	0.6164688065874281	tangled_rope	tangled_rope
dharmasastra_corpus__abolitionist_rejection	0.95	0.98	0.05	1.3014341472401258	snare	snare
dharmasastra_corpus__orthodox_literalist	0.9	0.85	0.1	1.2329376131748562	snare	snare
dharmasastra_corpus__reformist_contextual	0.45	0.3	0.2	0.6164688065874281	unknown	unknown
digital_money_emergence_boundary__conceptualization_reading	0.05	0.02	0.01	0.0684965340652698	mountain	tangled_rope
digital_money_emergence_boundary__consumer_holdings_reading	0.2	0.1	0.05	0.2739861362610792	scaffold	rope
digital_money_emergence_boundary__infrastructure_reading	0.15	0.05	0.0	0.20548960219580936	mountain	tangled_rope
digital_money_origin__became_thinkable_reading	0.2	0.3	0.1	0.2739861362610792	scaffold	tangled_rope
digital_money_origin__first_held_reading	0.3	0.4	0.1	0.4109792043916187	scaffold	tangled_rope
digital_money_origin__regulatory_recognition_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
dignified_death__autonomy_primary	0.55	0.7	0.1	0.7534618747179678	snare	snare
dignified_death__relational_autonomy	0.38	0.25	0.1	0.5205736588960505	unknown	unknown
dignified_death__sanctity_primary	0.6	0.75	0.1	0.8219584087832374	snare	snare
dignity_kernel__autonomy_rights_reading	0.3	0.2	0.1	0.4109792043916187	unknown	unknown
dignity_kernel__imago_dei_reading	0.15	0.25	0.1	0.20548960219580936	scaffold	piton
dignity_kernel__posthumanist_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
divine_legitimacy_substrate__amun_polytheistic_reading	0.6	0.7	0.4	0.8219584087832374	snare	snare
divine_legitimacy_substrate__atenist_monotheistic_reading	0.85	0.95	0.1	1.1644410791095863	snare	snare
divine_marriage_command__coercion_visibility_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
divine_marriage_command__continuationist_reading	0.6	0.7	0.4	0.8219584087832374	snare	snare
divine_marriage_command__substitutionist_reading	0.65	0.78	0.4	0.8904549428485073	snare	snare
dollar_gold_convertibility__policy_flexible_reading	0.65	0.7	0.4	0.8904549428485073	snare	snare
dollar_gold_convertibility__strict_convertibility_reading	0.85	0.75	0.1	1.1644410791095863	snare	snare
dollar_gold_convertibility__triffin_structural_reading	0.85	0.75	0.1	1.1644410791095863	snare	snare
doomsday_clock_metric__objective_index_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
doomsday_clock_metric__performative_tool_reading	0.65	0.4	0.75	0.8904549428485073	tangled_rope	tangled_rope
dsm_taxonomy_kernel__biomedical_reading	0.85	0.9	0.2	1.1644410791095863	snare	snare
dsm_taxonomy_kernel__critical_psychiatry_reading	0.7	0.6	0.4	0.9589514769137769	snare	snare
dsm_taxonomy_kernel__neurodiversity_reading	0.85	0.9	0.2	1.1644410791095863	snare	snare
dual_class_legitimacy__disclosure_consent	0.25	0.3	0.1	0.34248267032634894	rope	rope
dual_class_legitimacy__founder_stewardship	0.3	0.4	0.1	0.4109792043916187	unknown	unknown
dual_class_legitimacy__minority_extraction	0.85	0.75	0.2	1.1644410791095863	snare	snare
dueling_disappearance_mechanism__contraction_reading	0.05	0.95	0.0	0.0684965340652698	scaffold	scaffold
dueling_disappearance_mechanism__institutional_displacement_reading	0.15	0.25	0.05	0.20548960219580936	scaffold	tangled_rope
ecb_mandate_article_127__climate_incorporation	0.65	0.7	0.2	0.8904549428485073	snare	snare
ecb_mandate_article_127__expansive_secondary_objectives	0.45	0.55	0.2	0.6164688065874281	tangled_rope	tangled_rope
ecb_mandate_article_127__orthodox_price_stability	0.65	0.78	0.15	0.8904549428485073	snare	snare
electronic_money_emergence__became_thinkable_reading	0.05	0.02	0.01	0.0684965340652698	mountain	tangled_rope
electronic_money_emergence__first_held_reading	0.1	0.05	0.0	0.1369930681305396	mountain	tangled_rope
electronic_money_emergence__m4_m5_collapse_reading	0.15	0.25	0.7	0.20548960219580936	rope	rope
employment_boundary__formalist_employment_reading	0.85	0.75	0.15	1.1644410791095863	snare	snare
employment_boundary__hybrid_security_reading	0.45	0.6	0.2	0.6164688065874281	tangled_rope	tangled_rope
employment_boundary__substantive_employment_reading	0.65	0.7	0.1	0.8904549428485073	snare	snare
end_of_life_authority__autonomy_reading	0.3	0.2	0.05	0.4109792043916187	unknown	unknown
end_of_life_authority__sanctity_reading	0.65	0.75	0.2	0.8904549428485073	snare	snare
end_of_life_authority__slippery_slope_mechanism	0.65	0.7	0.2	0.8904549428485073	snare	snare
end_of_life_decision_authority__autonomy_reading	0.3	0.2	0.05	0.4109792043916187	unknown	unknown
end_of_life_decision_authority__sanctity_reading	0.6	0.7	0.2	0.8219584087832374	snare	snare
end_of_life_decision_authority__vulnerability_protection_reading	0.4	0.6	0.1	0.5479722725221584	tangled_rope	tangled_rope
equal_protection_clause__colorblind_reading	0.1	0.05	0.0	0.1369930681305396	mountain	tangled_rope
equal_protection_clause__diversity_reading	0.45	0.3	0.1	0.6164688065874281	unknown	unknown
